-3.15057 11.9023 | 2.54022 4.93406 | 4817.54 -2915.22
-83.4253 -37.6241 | 1.66116 -4.05532 | 2350.5 -5353.81
-82.9664 -37.8318 | 0.948844 -1.00113 | -2356.97 -2237.02
-82.5213 -38.0685 | -0.428751 0.732701 | 3986.6 1128.08
-82.0801 -38.3178 | -1.85403 -2.65287 | 8198.43 3986.58
-81.6385 -38.5744 | 0.0944784 -1.96125 | -1157.77 -1895.62
-81.2117 -38.8559 | 2.16583 -0.467874 | -1934.82 -5948.41
-80.8109 -39.1743 | 1.31018 0.7901 | -6225.62 -2269.57
-80.4395 -39.5221 | -1.2293 -0.162566 | -7531.56 7007.16
-80.0863 -39.8777 | 0.0342785 1.24845 | -351.792 2085.51
-79.7311 -40.228 | 0.396974 3.04178 | 4091.38 200.094
-79.3585 -40.5619 | 0.888046 1.75154 | 3348.12 3006.42
-78.9663 -40.8724 | 2.94641 0.546835 | -8361.58 1453.11
-78.5662 -41.1643 | 2.72457 0.724306 | -1659.78 33.5013
-78.1527 -41.4365 | 0.200659 -0.0453452 | 11514.9 -5916.68
-77.7159 -41.6873 | -2.49857 -2.05662 | -484.419 -5422.81
-77.2628 -41.9101 | 1.11358 1.19052 | -10237.2 8992.08
-76.7964 -42.0776 | 2.89963 1.08634 | -1468.91 4005.6
-76.315 -42.1845 | 0.820614 -0.976795 | 3870.43 -3624.58
-75.8222 -42.2414 | 0.119868 3.65187 | 2095.19 1004.56
-75.3247 -42.2497 | 0.345286 5.45343 | -6164.34 -2773.91
-74.8324 -42.2175 | 1.23901 2.59579 | -2344.13 -1219.9
-74.3462 -42.1453 | 1.34534 5.21066 | 2709.97 6040.63
-73.8651 -42.0319 | 0.66904 3.18517 | 6048.55 -9029.11
-73.3852 -41.9006 | 1.46431 0.418502 | 297.25 2239.37
-72.9145 -41.737 | -1.09038 3.18965 | -3710.44 4871.92
-72.4593 -41.5363 | -3.44717 4.35268 | 848.582 1073.98
-72.0131 -41.3156 | -1.33964 -0.338748 | 972.087 -7453.93
-71.5687 -41.0953 | -1.87147 0.342553 | -1570.32 -4451.51
-71.1289 -40.87 | -1.14638 1.86033 | 1687.55 10461.5
-70.6973 -40.6204 | -3.05262 -0.033897 | 1598.87 2350.76
-70.2686 -40.3614 | -3.82941 -0.522478 | 3419.31 -10143.2
-69.8348 -40.113 | -1.04589 0.967436 | -2050.32 5489.95
-69.4046 -39.8566 | 1.28227 -1.8018 | 1640.61 980.155
-68.9758 -39.5944 | 2.34534 -2.43006 | 2649.12 132.533
-68.5469 -39.3288 | 0.876134 2.02188 | -2639.86 6539.71
-68.1196 -39.0585 | -1.06904 2.84607 | 862.92 -5158.08
-67.6826 -38.8065 | -0.128248 1.19923 | 5428.34 -5033.06
-67.2311 -38.5778 | -2.01968 1.96702 | -2014.35 3270.59
-66.7765 -38.3557 | -0.393879 2.76126 | -2143.43 4199.26
-66.3216 -38.1361 | 0.920174 2.17015 | -6087.42 -3283.5
-65.8647 -37.9334 | -0.850441 1.52074 | -226.678 -6138.03
-65.3997 -37.7578 | 0.518207 2.28249 | -1632.55 7365.82
-64.9301 -37.5984 | -1.09275 2.1703 | -10261.1 -5862.23
-64.4582 -37.4746 | -1.13267 -2.74387 | 34.9242 457.031
-63.978 -37.3889 | -1.80944 -1.12724 | 7395.36 4333.94
-63.4861 -37.3425 | -4.1736 -0.720858 | 8315.87 -3102.55
-62.9845 -37.3472 | -2.44903 -1.37061 | 7074.29 -580.218
-62.4799 -37.3993 | -1.53474 -1.85784 | -4200.15 -708.231
-61.9832 -37.4944 | -1.73398 -1.57708 | 1278.84 3476.7
-61.4948 -37.625 | -0.65765 0.167413 | -1994.39 -1828.85
-61.021 -37.7983 | -1.63834 3.22612 | -1009.47 -844.824
-60.5649 -38.0134 | -1.54506 0.957916 | 7117.4 1106.96
-60.1258 -38.2673 | 0.485842 1.64106 | -12121.1 -4676.6
-59.7222 -38.5671 | 0.329157 3.20783 | 3818.19 4134.02
-59.3388 -38.8928 | 0.292279 0.379109 | 5382.81 -3099.78
-58.9735 -39.2439 | -0.239106 -1.26045 | -7583.54 -1138.74
-58.6349 -39.6174 | 0.0258932 -0.512031 | 6260.43 6296.25
-58.309 -39.9998 | 1.69355 0.728342 | -6291.2 2370.4
-58.0104 -40.3982 | 0.16363 2.24737 | -6417.49 -2729.55
-57.7403 -40.8151 | 0.672877 1.56917 | 10512.9 -218.937
-57.4753 -41.2387 | 1.28396 1.50109 | -10392.6 4386.2
-57.2276 -41.6667 | -1.73767 0.46121 | -407.121 -4928.64
-56.9781 -42.0961 | -0.630524 0.995793 | 7895.24 1492.12
-56.7022 -42.5116 | 2.38655 3.34813 | -460.88 2517.2
-56.4036 -42.9104 | -0.673902 1.35509 | 2626.66 -3905.63
-56.0862 -43.298 | -1.0567 2.33071 | -7253.67 -2688.26
-55.7574 -43.674 | 1.80256 4.65223 | 1654.84 3713.26
-55.401 -44.0222 | 3.3883 0.281647 | 4154.69 1088.37
-55.0127 -44.3364 | 2.98738 -2.05609 | -4147.49 -1674.19
-54.602 -44.6191 | 0.797106 -1.20698 | 4149.84 -1325.49
-54.1652 -44.8649 | -0.958395 -1.89278 | 1161.41 4449.07
-53.7079 -45.0686 | -0.611002 -2.52058 | -8397.09 -7601.26
-53.2418 -45.2431 | 0.0863875 -2.96411 | 5743.61 3247.93
-52.7568 -45.3671 | -0.492841 -3.95253 | 5416.27 413.405
-52.2563 -45.4359 | -0.154419 -1.24305 | 4929.27 3670.78
-51.7479 -45.4499 | 0.251833 1.15135 | -5930.68 -611.811
-51.2437 -45.4241 | 1.23492 -1.97429 | -4112.06 -7027.13
-50.7447 -45.3702 | 1.28284 0.11069 | 6308.02 7787.6
-50.2478 -45.2722 | -0.609208 3.73041 | -48.264 5455.53
-49.7566 -45.1415 | -1.96657 3.37123 | 2750.53 -6708.47
-49.2658 -45.0078 | -1.82138 1.581 | -2249.16 -9191.39
-48.7787 -44.8741 | -1.16307 3.944 | -3247.4 6315.79
-48.3032 -44.7103 | -0.485013 1.99423 | -7114.52 6458.02
-47.8446 -44.5143 | -0.590456 -0.936331 | -3596.77 -13509.7
-47.3933 -44.3146 | -0.8629 -2.22695 | 6041.99 8559.9
-46.945 -44.0946 | -0.0960511 -4.03436 | 6664.31 2700.92
-46.497 -43.862 | -0.341957 -2.03013 | -2693.47 -5044.35
-46.054 -43.6255 | 1.11544 -1.46249 | -4012.58 6071.13
-45.6188 -43.3775 | 1.36306 0.106528 | -3269.24 -3037.56
-45.1827 -43.137 | 3.35747 -1.65466 | 2221.14 -340.909
-44.7355 -42.9167 | 3.66787 -1.10032 | -1763.82 1477.64
-44.2753 -42.7271 | 2.47315 -0.297289 | 904.787 -3360.63
-43.7983 -42.5856 | 3.22565 -0.463278 | 2118.47 -8.37041
-43.3068 -42.4953 | 4.16903 -0.369225 | 4729.41 799.395
-42.804 -42.4564 | 2.82984 -0.697884 | 6543.48 -4267.51
-42.2947 -42.4698 | -2.17166 -0.0494076 | -10789 4379.78


-18.073 57.2723 | 3.21632 -0.354129 | -362.41 -2381.79
-17.6508 57.0027 | 0.679955 -3.03038 | 2164.49 3154.14
-17.238 56.7192 | 1.14839 -3.22205 | -2538.91 135.121
-16.8418 56.4147 | 1.40742 -4.52479 | 1692.69 -3137.96
-16.4633 56.0851 | -0.27764 -4.88255 | 2912.36 -233.762
-16.1032 55.7334 | 0.601676 -3.30667 | -2968.36 3599.94
-15.7702 55.3604 | -0.0535441 -2.10547 | -574.272 2414.36
-15.4701 54.9632 | -1.18872 -2.09543 | -2670.91 -1008.43
-15.2125 54.5378 | -0.240609 -1.9707 | 34.7791 -4046.66
-14.9961 54.0867 | 1.06427 -0.0105189 | -684.964 -4035.04
-14.8124 53.6185 | -1.24033 -1.32617 | 4662.66 3030.53
-14.6446 53.1454 | 0.356663 -2.01114 | 1131.41 6483.86
-14.4949 52.6709 | 2.59043 -0.771719 | -3818.05 1077.78
-14.375 52.19 | 2.65479 -2.6217 | 142.255 -1095.11
-14.2828 51.7023 | 2.58394 -2.97241 | 182.523 -3519.04
-14.2149 51.2081 | 1.57395 -0.963841 | -467.687 417.972
-14.1658 50.7115 | 3.64337 0.403598 | -185.667 -858.178
-14.1273 50.214 | 4.68226 0.572829 | 1521.35 4418.08
-14.0899 49.7196 | 0.799791 -0.195585 | 1307.54 3382.18
-14.0511 49.2279 | -1.73914 -0.228484 | -307.474 -2819.74
-14.0144 48.7348 | 0.331942 -0.0093002 | 1216.24 3017.74
-13.9814 48.2425 | -2.20246 -0.00418366 | -2137.13 -6156.43
-13.9588 47.7458 | -1.91209 -0.324107 | 1316.15 55.4501
-13.9435 47.2484 | 0.182492 -2.36346 | -3588.71 1596.27
-13.9375 46.7515 | -0.356298 -4.32554 | 721.054 -3222.43
-13.9287 46.253 | 2.3925 -3.33588 | 3260.06 3860.81
-13.908 45.757 | 1.85994 -1.82907 | -2485.99 -438.458
-13.8803 45.2612 | 0.244791 -2.61328 | -2246.2 -2861.71
-13.841 44.7647 | 3.72935 -1.9063 | -1796.59 1615.8
-13.7769 44.2722 | 1.87045 0.575071 | -5.2933 2950.47
-13.6699 43.7902 | -0.128354 0.0817719 | 7044.64 6299.67
-13.5068 43.326 | 2.7391 1.17883 | -2955.12 -11467
-13.308 42.868 | -1.09158 0.763893 | 2696.72 -8382.98
-13.0721 42.4206 | -1.00648 0.84777 | -1796.43 6610.52
-12.7988 41.9991 | 1.21315 2.93064 | -1851.19 -1599.1
-12.4874 41.6049 | -0.0848144 -0.318081 | 9671.36 1967.88
-12.1301 41.2463 | 0.36811 -1.8362 | 2395.98 -731.976
-11.7464 40.9127 | 1.97357 1.70462 | -5082.93 -4521.11
-11.3555 40.5885 | 1.13179 0.0495826 | 470.105 3977.64
-10.9569 40.277 | 0.033983 -1.86028 | -4955.49 -1399.86
-10.5582 39.9704 | -0.335346 -0.931848 | -5601.33 368.401
-10.1562 39.6735 | 1.44277 0.881707 | 4676.14 -44.4209
-9.73643 39.3979 | 2.36476 1.01047 | 5674.83 3558.25
-9.29566 39.1504 | 4.53463 3.37168 | 6486.93 -1745.82
-8.84092 38.9167 | 3.39036 3.06775 | -439.864 -12157.5
-8.38351 38.679 | 1.545 1.05455 | 2355.98 8530.7
-7.91825 38.4602 | 1.69701 1.77695 | -3584.52 5348.43
-7.45272 38.2531 | 0.713158 0.666688 | -6165.3 816.479
-6.99647 38.0379 | -2.47037 -2.37627 | -3540.77 -3253.04
-6.55376 37.8002 | -2.95534 -1.62702 | 645.475 -1536.88
-6.12245 37.5417 | -2.68986 -1.06893 | -1375.05 3827.42
-5.70175 37.2694 | -2.26425 -1.32868 | 2982.12 -592.713
-5.29127 36.9788 | -0.440875 -0.416094 | -1499.43 -6085.3
-4.89709 36.6639 | -0.486697 -2.53427 | -3404.66 1916.25
-4.5141 36.3389 | -0.169642 1.37065 | 7271.53 4411.91
-4.12887 36.0152 | 0.10998 4.13289 | -501.918 2645.31
-3.7535 35.684 | -1.02808 2.11135 | -14267.2 286.278
-3.40699 35.3351 | 1.45625 2.47582 | -4049.11 11895.2
-3.07591 34.9836 | 3.26078 4.85885 | 5715.11 2903.81
-2.75319 34.6216 | -0.534804 3.45574 | 8948.95 -17741.8
-2.44972 34.2253 | 1.30812 1.76027 | 1138.65 -6061.83
-2.17518 33.8017 | 4.11786 1.19307 | -6458.27 2839.46
-1.92939 33.3639 | 1.45719 1.58512 | 4952.23 679.771
-1.69075 32.9212 | 0.976532 1.58974 | 6412.87 1005.68
-1.45486 32.4755 | 3.97808 0.955724 | -4760.62 1299.4
-1.24058 32.0214 | 3.10401 -0.335434 | -7761.1 -2521.49
-1.05211 31.5571 | 2.5773 -0.215996 | 5059.47 1668.48
-0.863838 31.0931 | 0.194802 -0.658748 | 2726.26 4914.24
-0.670339 30.6345 | -1.46389 0.119893 | -5218.32 3011.95
-0.481485 30.1774 | -0.505941 0.372723 | -3053.3 -5923.93
-0.29128 29.7186 | -1.89268 -0.60001 | 3529.75 1278.37
-0.0781405 29.27 | -2.37115 -1.23875 | -48.5327 5009.82
0.164325 28.8396 | 0.000656019 -1.97173 | -1518 -4382.33
0.436352 28.4242 | 2.14926 -1.56467 | 7702.99 -4745.49
0.747781 28.03 | 3.59026 -0.975823 | -1819.62 1795.94
1.09011 27.664 | 3.12001 -1.34244 | 27.0838 8583.7
1.45856 27.3294 | 3.20296 0.255213 | -407.367 -5103.95
1.83848 27.0044 | 3.53381 0.663804 | 1222.36 -10110.7
2.2249 26.68 | 3.56828 1.10275 | -5105.5 4479.79
2.62118 26.3756 | 1.52712 1.15802 | -4350.51 7988.86
3.03387 26.1052 | 0.439002 -1.58515 | 559.536 -476.485
3.46454 25.8653 | 1.46419 -2.10984 | -736.762 -4232.94
3.91049 25.6525 | 1.22016 -2.00342 | 1137.61 -2685.03
4.37448 25.477 | 0.374198 -0.393295 | 5987.88 2941.99
4.85913 25.3549 | -0.870738 -0.413103 | 2043.32 1847.66
5.35586 25.2848 | -0.419148 0.0285147 | -1766.42 -5282.16
5.85637 25.2547 | -0.360941 1.99621 | 1759.8 4057.45
6.35884 25.2738 | -0.911881 2.30819 | 3763.14 -1237.03
6.86031 25.3346 | 0.781114 2.02196 | -3217.57 1481.42
7.35272 25.4361 | 2.23404 2.18551 | -8658.39 3255.45
7.83224 25.5699 | 0.732573 3.41755 | 6106.61 -6379.36
8.31249 25.7103 | -0.512962 5.13625 | 5977.04 1104.21
8.79352 25.8601 | -0.407729 4.00038 | -7551.02 -3766.67
9.26456 26.0214 | 0.740363 2.88172 | -9924.2 5665.33
9.72243 26.2035 | 2.47879 3.34259 | 6182.16 1339.15
10.1849 26.3852 | -0.168819 2.98116 | 9653.31 -4376.03
10.6611 26.5463 | -2.43467 1.70908 | -1285.31 -2513.62
11.1422 26.6918 | 0.0192356 -0.255895 | 898.385 5825.1
11.625 26.8366 | 2.18845 -6.24547 | -3290.42 313.494
12.1082 26.9739 | -0.230208 -2.81923 | -1301.72 -2088.01


-57.4248 61.7959 | 1.38495 2.54744 | 39.0873 -1238.38
-57.0027 62.0636 | 0.0731437 4.41702 | 2158.51 2061.13
-56.5619 62.3037 | 0.29751 1.84369 | 1323.99 871.701
-56.1062 62.5156 | -0.312925 -3.0332 | -5895.3 -3980.68
-55.6428 62.6971 | 0.333938 -3.08822 | -2484.43 390.124
-55.1727 62.8552 | 2.89056 -0.567926 | 4073.22 2562.13
-54.6932 62.9938 | 5.45202 0.683803 | 2001.45 5667.23
-54.2059 63.1112 | 3.8884 3.56081 | -3960.61 -4742.69
-53.7135 63.1856 | -0.115704 3.23308 | -1419.59 -9002.6
-53.217 63.2126 | -0.867238 1.49044 | 9925.84 4510.55
-52.7127 63.2245 | 0.576892 4.65944 | 4153.81 6358.47
-52.2059 63.2373 | -0.996597 4.22474 | -14283.1 -7814.57
-51.7083 63.2422 | -2.11626 -0.296175 | -879.187 1299.95
-51.2117 63.2615 | -3.28765 -0.62913 | 12287.1 7783.87
-50.7069 63.3114 | -2.88309 -0.316653 | 13465.7 1153.09
-50.1937 63.3807 | -0.930013 0.404482 | -3653.27 -3583.38
-49.6842 63.4601 | -0.997685 -1.65246 | -10342 838.556
-49.1852 63.5547 | -0.843002 -3.29149 | -2555.08 -940.498
-48.6924 63.6617 | -0.00494279 -1.37449 | -3406.72 -1742.13
-48.2062 63.7797 | 0.506465 -1.84934 | -6248.68 -2243.36
-47.7285 63.9106 | 0.648935 -1.22823 | -601.024 -808.117
-47.2559 64.0596 | -1.67365 1.31706 | 10667.8 4833.62
-46.7824 64.2346 | -1.65146 2.78365 | 12482.8 2237.48
-46.3095 64.4368 | 0.255878 1.3928 | -4650.39 -422.353
-45.855 64.6721 | 1.10183 0.0989901 | -8616.76 -1345.48
-45.4291 64.9454 | 0.870512 1.53289 | 502.547 3915.77
-45.0295 65.2571 | 0.080676 1.80529 | -1489.06 -1165.16
-44.654 65.5958 | -0.507153 1.2849 | 1316.2 -3490.22
-44.2975 65.953 | 0.0842223 -0.0638286 | 148.38 2385.86
-43.9626 66.3328 | 1.75791 -1.58411 | -1867.52 5987.76
-43.6495 66.7344 | 1.64365 -0.208619 | 7449.88 679.553
-43.343 67.1444 | 3.09182 0.131859 | -6467.05 -7602.2
-43.0506 67.5557 | 4.59947 -2.02681 | -7596.39 -3879.17
-42.771 67.9678 | 2.99022 -4.10315 | 3272.4 -5012.41
-42.487 68.3748 | 1.93713 -4.0151 | 3141.55 4772.17
-42.1991 68.7851 | -0.905128 -1.76394 | 6226.79 9357.8
-41.9091 69.2042 | -1.51325 -1.14862 | 837.065 -2571.8
-41.6241 69.6269 | 0.850461 -2.16789 | -1107.13 254.172
-41.3548 70.0588 | -0.0220032 -2.87043 | -5756.07 1059.75
-41.11 70.5024 | -2.15149 -3.0362 | -4886.72 -5546.03
-40.8815 70.9488 | -3.87741 -2.25175 | 3148.5 -936.064
-40.6518 71.3939 | -2.08421 -1.34287 | -3674.8 479.055
-40.417 71.835 | -1.91717 0.678754 | 1032.78 -1618.75
-40.1611 72.263 | -4.11705 0.740027 | 2996.93 -2818.12
-39.8756 72.671 | -2.9974 -2.01819 | -2633.34 -185.32
-39.5664 73.0604 | -1.25972 -2.94278 | 4302.57 3867.97
-39.2311 73.4324 | -0.725105 -3.72154 | -4690.55 -103.262
-38.8768 73.7828 | -0.931672 -3.20164 | -2949.29 -5409.49
-38.4995 74.102 | -1.37706 -2.53397 | 1561.12 2021.62
-38.0972 74.391 | 1.00642 -4.34203 | -816.521 1304.31
-37.6721 74.6474 | 1.30987 -3.4552 | 6525.11 4257.97
-37.2213 74.867 | -2.23396 0.943836 | -2355.9 -2446.4
-36.7518 75.0391 | -1.64453 1.41287 | -1370.38 793.123
-36.2669 75.1612 | -0.762777 -2.49981 | 9203.88 3165.86
-35.7654 75.2284 | -2.23143 -0.439063 | -963.995 -11862.9
-35.2606 75.2273 | -2.72242 0.848845 | -9660.34 2836.49
-34.7644 75.1906 | -2.24344 -2.21688 | -7658.24 7557.61
-34.2752 75.1418 | -0.122102 -3.77578 | 7237.51 4419.16
-33.7831 75.0762 | 0.357269 -4.98265 | 10197.5 -11301
-33.2898 74.9699 | -1.14859 -5.67548 | -5350.31 2160.91
-32.8051 74.8392 | -1.80611 -3.92509 | -2224.5 3941.63
-32.3265 74.6945 | -2.31645 -0.852562 | 2883.95 -8890.08
-31.8497 74.5319 | -2.15299 0.0756579 | 4068.83 3473.37
-31.3679 74.3788 | -1.09354 -1.34435 | -1710.07 2961.99
-30.8822 74.2465 | 0.437441 0.790019 | -7269.5 1422.54
-30.3961 74.1378 | 2.43509 4.14838 | 1289.43 865.125
-29.9048 74.0554 | 1.36454 1.66501 | 1020.36 2522.75
-29.4095 73.9978 | 0.15539 -1.86488 | -866.408 -1187.32
-28.9131 73.9527 | 1.1666 -0.212192 | 603.752 -1204.33
-28.4159 73.9123 | 0.3891 -2.6042 | 422.877 -2347.26
-27.9185 73.873 | -0.197213 -2.07854 | -1539 -3976.44
-27.4219 73.84 | 0.0146929 -3.56491 | -5295.01 7652.21
-26.9278 73.8342 | -0.0414465 -6.51753 | 3345.64 -1411.62
-26.4319 73.8453 | -0.0225792 -4.23684 | 4218.46 -3156.98
-25.9338 73.8679 | 0.296659 -2.71459 | -5793.06 -7957.63
-25.4404 73.9083 | 0.43629 -1.39168 | 2795.89 7142.6
-24.9523 74.0024 | -0.611325 -2.53639 | 658.354 9838.94
-24.4759 74.1562 | -2.14501 -2.04803 | 7420.07 -7179.41
-24.0049 74.3386 | -0.242392 -2.5534 | 3642.64 3438.47
-23.5437 74.5541 | 1.6126 -2.86817 | -3898.84 6070.54
-23.0974 74.7999 | -1.51985 -0.515607 | 6944.56 -5715.66
-22.6527 75.0524 | -4.56744 2.16792 | -4760.46 2795.55
-22.2163 75.3151 | -2.83836 1.76456 | -4686.3 -2347.73
-21.7831 75.5763 | -0.0811915 -0.715096 | 9084.98 -3576.69
-21.34 75.8272 | -0.0381292 -1.22832 | -5060.18 4605.46
-20.8988 76.0783 | -3.3964 -0.920504 | -4300.86 -3453.23
-20.4567 76.3185 | -2.7378 -2.01514 | -1461.54 -6556.11
-20.0089 76.5407 | -1.28222 1.32364 | 767.775 2228.1
-19.5567 76.7578 | -1.64979 2.75546 | 4245.88 12610.5
-19.0992 76.9762 | -1.88645 3.70101 | -2635.77 -14320.6
-18.6328 77.1611 | -0.427336 4.2678 | -6111.13 -351.208
-18.1635 77.3252 | 1.95183 2.51734 | 466.549 8040.28
-17.6892 77.4767 | 3.52711 2.53572 | -3036.08 -6084.38
-17.2084 77.5924 | -0.0296861 5.5906 | -1063.7 -4231.03
-16.722 77.6714 | -1.77164 3.33737 | -1071.87 346.29
-16.2335 77.7302 | -1.85729 0.528209 | 806.672 8473
-15.7441 77.7856 | -0.415027 -0.322342 | -4628.59 418.935
-15.2561 77.8214 | 1.55402 0.28628 | -2914.2 -5584.79
-14.7678 77.8204 | 0.670814 1.4319 | 13498.9 4153.63
-14.2718 77.7907 | -1.27401 0.712889 | 751.265 -1501.73


-20.1735 -85.919 | 0.366641 -0.831305 | 676.43 -2776.23
-19.6742 -85.8975 | -1.02983 -1.1291 | -6256.19 3051.72
-19.1771 -85.8881 | -0.50759 -3.8796 | 10763.2 71.1169
-18.6718 -85.8883 | 0.713095 -5.98393 | 11616.4 1199.16
-18.1574 -85.8959 | -1.01717 -3.1396 | -704.325 5195.31
-17.6433 -85.9136 | -2.69814 1.22998 | -6009.35 -4981.71
-17.1367 -85.9657 | -1.32413 -1.23723 | -8143.04 -9035.02
-16.6409 -86.0581 | -0.804979 -0.358754 | 4447.26 8285.47
-16.1459 -86.1601 | -1.09346 3.11895 | -1961.38 -749.65
-15.655 -86.2757 | -0.141109 3.5078 | -1364.8 -6472.35
-15.1671 -86.4055 | -0.284861 4.05305 | 4263.96 2548.27
-14.6743 -86.5255 | -3.64656 3.07103 | -108.653 1702.8
-14.1771 -86.6237 | -4.9942 -1.13049 | -2488.18 1343.85
-13.6785 -86.6937 | -2.2444 -2.23693 | -11267.4 -2179.87
-13.1847 -86.7321 | 0.442399 -1.09925 | -2251.44 70.4277
-12.6912 -86.7236 | 0.58474 0.225494 | 11730 5898.48
-12.1932 -86.6551 | 0.859691 1.56216 | 8353.66 4223.78
-11.6977 -86.5355 | -0.141305 2.07241 | -4971.69 -7593.79
-11.2157 -86.3845 | -0.624512 1.8212 | -9218.23 -5146.42
-10.7555 -86.1962 | -0.348072 3.53521 | 1400.24 3064.59
-10.3201 -85.9556 | 1.74866 0.231168 | 1874.7 -767.251
-9.9178 -85.6619 | 1.05331 -0.671122 | -3287.13 4702.06
-9.5613 -85.3122 | -2.13127 3.16681 | 1768.8 4624.09
-9.24499 -84.9207 | -1.10343 1.99928 | 3727.79 -798.136
-8.95714 -84.5061 | -0.368378 -0.752178 | -2222.51 -3811.25
-8.69631 -84.0782 | -3.31978 -1.00383 | 2597.63 -9157.12
-8.45931 -83.6429 | -2.13469 -1.22512 | -5944.32 126.494
-8.26403 -83.1896 | 1.09572 -1.02966 | -3721.1 10417.3
-8.10645 -82.7165 | 2.91315 0.297966 | 7921.52 -6065.8
-7.95799 -82.2431 | 0.356067 2.85172 | -6174.85 -9711.6
-7.82384 -81.7739 | -1.13515 1.48733 | -4417.53 -1119.19
-7.69294 -81.3056 | 1.41188 0.0783599 | 12112.5 6272.48
-7.53824 -80.8371 | 0.633989 1.56488 | -3426.27 10847.9
-7.37453 -80.3646 | 1.60194 1.06742 | -4932.78 -5309.85
-7.19467 -79.9025 | 1.81592 0.632521 | 79.0242 -7024.4
-6.97871 -79.4612 | 2.84539 -1.56481 | 3169.01 6915.95
-6.71688 -79.0394 | 3.63041 -3.43262 | 4673.69 5691.9
-6.4052 -78.6459 | 4.02503 -3.42772 | 2410.39 -4336.58
-6.04755 -78.2944 | 1.45319 -1.0833 | -5718.42 -1454.92
-5.6595 -77.9829 | 0.800887 0.55454 | -5126.09 -2921.55
-5.24629 -77.7132 | 2.24809 1.49241 | 2432.69 1044.23
-4.80754 -77.483 | -0.110375 2.07642 | 4454.46 6835.04
-4.34669 -77.2882 | -1.20861 -0.487058 | -1097.79 -1789.49
-3.86864 -77.1421 | -0.0246884 1.437 | 703.364 -4110.79
-3.37731 -77.0508 | -1.10174 2.74116 | -1336.49 1374.3
-2.87981 -77.003 | -3.55773 -3.04281 | 4158.43 5316.37
-2.37624 -76.9916 | -3.46945 -3.6826 | 7661.98 -7617.44
-1.86824 -77.0301 | 0.439891 2.32092 | -680.353 2454.03
-1.36482 -77.1035 | 1.16422 1.14521 | -8409.19 2903.29
-0.873856 -77.2074 | -0.774638 -2.31885 | -6554.13 2298.35
-0.396689 -77.3444 | -1.61942 -0.71916 | 4501.23 -2879.18
0.070525 -77.5211 | 0.415377 -0.209993 | 2627.63 -3772.43
0.525569 -77.7352 | -0.13234 -2.93975 | 2677.91 1424.55
0.969457 -77.9754 | 0.108869 -1.32027 | -1460.37 -955.968
1.39949 -78.2395 | 1.56023 0.534325 | -1015.89 -4936.41
1.81891 -78.5226 | 2.65313 2.34979 | 5188.63 6064.17
2.23975 -78.8037 | 4.54987 2.7729 | -7549.59 -717.947
2.65407 -79.0864 | 1.99261 1.90605 | -6339.87 -945.504
3.06904 -79.3615 | -3.14584 -2.26274 | 7870.29 5615.79
3.50442 -79.6075 | -2.40309 -4.19145 | 2055.29 -1409.46
3.95505 -79.8298 | 0.532899 -2.06371 | -1714.8 -8736.22
4.41582 -80.0325 | 0.0074697 -0.578249 | -2537.15 6787.04
4.89053 -80.1858 | -1.25243 1.57673 | -8133.93 4586.77
5.37394 -80.2803 | -0.241294 0.0610375 | 3209.27 -3276.68
5.86748 -80.3211 | 0.808858 -2.22151 | 8681.84 6693.51
6.36917 -80.3043 | -1.15259 0.764992 | 1387.01 -6680.33
6.87006 -80.2552 | -0.238549 1.22364 | -6328.06 -317.897
7.36229 -80.1726 | 0.938427 -2.8875 | -1056.16 -1664.69
7.84664 -80.0568 | 0.150253 -1.02027 | 6094.28 -1678.18
8.32347 -79.9033 | -0.52529 0.725347 | -5418.49 5344.64
8.77884 -79.6989 | 1.22843 -2.07013 | 2417.42 -6405.3
9.21388 -79.4558 | 3.08738 -1.81994 | 383.625 1456.2
9.61777 -79.1632 | 1.32097 2.53051 | -6297.17 8912.02
9.97904 -78.8178 | 2.12911 1.19169 | 8447.71 -7995.35
10.3173 -78.4488 | 1.34122 1.14387 | -1511.39 3203.78
10.6225 -78.0504 | 1.4281 0.132189 | 780.077 1405.52
10.8941 -77.6262 | 3.4504 -0.803667 | 1114.44 4553.48
11.1325 -77.1786 | -1.35498 -0.125761 | -5235.09 3501.24
11.3404 -76.7147 | -3.04938 0.554237 | 3417.45 -3139.26
11.5426 -76.2499 | -1.7236 3.97956 | -2928.92 -4366.82
11.7487 -75.7906 | 0.25754 3.51313 | 5586.1 24.465
11.9747 -75.3386 | 0.567371 2.09861 | 2102.61 6487.82
12.2179 -74.8898 | -1.75084 0.784108 | 1314.81 1568.65
12.4777 -74.4484 | -3.22414 0.362488 | -2892.87 -3413.36
12.7524 -74.0204 | -1.35497 -0.368125 | -612.351 -7361.01
13.0454 -73.6115 | 0.366189 -2.13913 | -4942.11 -3052.87
13.3504 -73.217 | -1.46239 1.16446 | -4209.53 5243.78
13.6708 -72.8338 | 1.46391 1.91642 | 6812.51 -1287.48
14.0271 -72.4785 | 4.47585 -0.102656 | 12794.6 2594.93
14.4221 -72.1532 | 2.2107 -0.469695 | -7490.21 11745.9
14.8341 -71.8487 | 0.053897 -3.1368 | -5601.73 -12156.7
15.2728 -71.6025 | -2.01377 -0.661334 | -1159.45 -15957.1
