-3.15057 11.9023 | 2.54022 4.93406 | 4817.54 -2915.22
-13.5083 -81.472 | 0.249226 -3.04024 | -6805.34 -199.704
-13.1444 -81.1326 | 0.738211 -2.92305 | 2143.01 -363.24
-12.7962 -80.7774 | 1.38547 -2.61257 | 784.422 -3483.8
-12.4613 -80.411 | -0.458503 0.992199 | -3353.08 5993.95
-12.143 -80.0277 | -0.0615738 2.2119 | 3990.24 -561.806
-11.8254 -79.6404 | 0.384136 0.371786 | 7222.17 4051.47
-11.5009 -79.2507 | 0.687346 -0.708938 | 2521.13 4010.89
-11.1744 -78.8575 | -0.719868 1.05688 | -3599.08 -785.059
-10.8512 -78.4641 | -2.08733 0.781811 | -2910.05 -2580.3
-10.5272 -78.077 | -1.40784 0.52976 | -2681.38 -11483
-10.1973 -77.7052 | -2.82763 1.22605 | -1913.96 1094.3
-9.86662 -77.3361 | -4.63266 0.979918 | -1697.38 5803.56
-9.53598 -76.9648 | -4.7561 0.975768 | -1153.34 -4875.9
-9.19571 -76.6054 | -7.32977 2.74089 | 3137.41 3457.4
-8.83861 -76.2591 | -5.80264 1.65816 | -4087.34 1106.06
-8.46403 -75.9332 | -2.22575 -0.491563 | 4063.76 -3545.53
-8.05982 -75.6424 | -1.19236 -0.68736 | 6346.26 7269.38
-7.62742 -75.3836 | -0.744788 -1.57521 | -4759.59 -2797.32
-7.17433 -75.1689 | -1.34492 -1.00202 | 4441.19 -8826.21
-6.69933 -75.0046 | -0.580947 2.7374 | 3934.32 11067.8
-6.21259 -74.8598 | 0.657262 4.82096 | 102.124 114.857
-5.71818 -74.7408 | 1.08726 2.50541 | -391.984 -1311.23
-5.21849 -74.6545 | 0.603214 4.09785 | -10029.6 -73.742
-4.72046 -74.6045 | 0.829348 2.05271 | 4288.99 -2899.93
-4.21751 -74.5984 | 1.09157 0.0619905 | 7835.68 1555.14
-3.71055 -74.6323 | 1.2519 -1.00684 | -5158.06 -5502.72
-3.2112 -74.7097 | 1.11277 -0.954235 | -3233.39 1021.01
-2.7205 -74.8119 | 1.82407 0.380336 | -9304.73 5099.03
-2.24061 -74.9216 | 0.605402 1.67892 | -9420.59 6274.1
-1.77024 -75.0338 | -1.23668 0.994706 | -1516.54 -4470.26
-1.3046 -75.1605 | -0.766192 2.25645 | 4519.32 -459.368
-0.836365 -75.2925 | -0.787199 2.72957 | 10533.5 1224.96
-0.360482 -75.423 | -0.79048 3.3087 | -2785.4 2514.71
0.112595 -75.557 | -0.684385 4.6667 | -6721.63 -4230.48
0.576871 -75.7076 | -0.762258 3.91217 | 2134.17 -507.529
1.04011 -75.8652 | -3.09639 0.756973 | 1105.14 -2647.04
1.50648 -76.0194 | -4.66032 -0.428022 | 2784.92 1769.63
1.98213 -76.1516 | -2.86623 0.957936 | 5406 1774.03
2.47009 -76.2544 | -1.63908 0.198386 | 9188.93 -1758.9
2.97052 -76.3332 | -0.559689 1.79147 | 3963.54 -8176.7
3.47815 -76.3918 | 0.777439 1.22373 | -1833.38 3062.1
3.9881 -76.403 | 2.436 1.25185 | 1567.61 10816.8
4.49618 -76.3485 | 3.42191 -0.553733 | -2210.3 -4220.67
4.99515 -76.2489 | 2.27338 -0.634873 | -6050.37 -1322.75
5.47869 -76.1068 | 0.204659 -0.89473 | -3004.55 3853.04
5.94562 -75.9228 | 0.158302 -2.48476 | -825.219 -5092.96
6.39979 -75.7151 | 0.503029 -0.962804 | -1442.16 -960.978
6.84082 -75.4854 | 1.37985 1.24738 | -2981.32 -3804.04
7.26717 -75.2357 | 1.16583 -0.0862491 | 1391.78 -410.296
7.67829 -74.9609 | -0.82889 -1.32352 | 1711.48 4729.53
8.06984 -74.6545 | 0.743168 -1.90218 | 3678.57 -7866.85
8.44031 -74.3249 | 0.443363 -1.65177 | -3030.78 5057.3
8.77006 -73.9537 | 0.582867 -3.42947 | -990.685 4262.58
9.05412 -73.5443 | 0.523826 -2.56722 | 1891.12 -2978.87
9.29877 -73.1107 | 1.59316 -0.764269 | -4516.26 674.94
9.50351 -72.6572 | 1.37419 -0.751718 | 1909.72 3945.37
9.68727 -72.1903 | -0.787242 -0.598261 | 8159.17 5208.35
9.86857 -71.716 | -2.6918 1.25973 | -6968.42 2238.61
10.0424 -71.2378 | 0.212475 0.571121 | 5505.95 -20.5342
10.2327 -70.7646 | 2.95877 -0.938121 | 5983.87 -2691
10.4443 -70.3011 | 3.3207 -1.28068 | -14419.8 -377.734
10.6584 -69.8439 | 3.09382 -1.63976 | 11399.7 -7584.83
10.906 -69.4061 | 4.07137 -1.68431 | -6613.39 640.659


-51.1995 46.3229 | -1.28866 -6.05873 | -7091.87 589.479
-50.7306 46.1699 | -0.975572 -3.44226 | -1448.39 2876.68
-50.2694 45.9936 | -1.07093 -0.907042 | 15043.4 -9019.03
-49.8073 45.7866 | -0.125886 -4.14996 | 7946.78 4669.33
-49.3495 45.5584 | 1.81767 1.25862 | -7089.02 -9042.47
-48.9148 45.2914 | -0.0692133 2.85707 | -4104.89 7853.15
-48.5003 45.0054 | -0.6983 1.43026 | -5123.34 9224.44
-48.1076 44.7021 | 2.52138 2.91073 | -3332.16 -6577.28
-47.7426 44.3645 | 5.06356 0.418087 | 7224.31 -3723.99
-47.3946 44.0004 | 4.14302 1.86055 | 12356.8 -557.748
-47.0622 43.6137 | 1.70483 3.34818 | -14952.2 -8453.15
-46.7775 43.1926 | -0.202641 0.702042 | -6911.11 8676.6
-46.5188 42.763 | 0.36182 1.48443 | 14739.7 -602.759
-46.25 42.3352 | -1.33114 -0.596469 | -2867.52 3434.72
-45.9851 41.9081 | -2.38983 0.36036 | -7005.72 2153.32
-45.7327 41.4778 | 1.76162 2.72048 | 6872.29 -2916.28
-45.4806 41.0441 | 1.33016 0.959995 | -7612.71 3241.07
-45.2389 40.6096 | -3.00324 -0.123593 | -160.513 3478.23
-44.9954 40.1788 | 1.73389 0.897493 | 821.21 -2835.59
-44.7422 39.7508 | 1.6926 0.606008 | 8327.72 -3806.51
-44.4701 39.3278 | 0.962825 1.78779 | -509.822 -1370.02
-44.1913 38.9079 | 0.891589 0.608994 | -7647.59 1635.25
-43.9135 38.4905 | 1.12322 -0.471493 | 8072.63 -3398.1
-43.6199 38.078 | 3.98034 0.136364 | 454.286 -5158.16
-43.3146 37.6702 | 2.34693 -1.44898 | -8917.24 2750.29
-42.9964 37.2781 | 2.12254 -1.00798 | 11022.6 4213.3
-42.6404 36.9178 | 2.47541 -1.09248 | -2383.46 666.005
-42.2609 36.5855 | -1.55213 0.0481679 | -11174.3 -10.7111
-41.8679 36.2804 | 0.976875 3.83727 | -551.318 10813.8
-41.4496 36.0193 | 3.63665 3.45748 | 7684.35 -6931.27
-41.0072 35.7845 | 1.51356 2.61741 | 5562.63 -13782.2
-40.5453 35.5696 | -1.21497 5.35331 | 3372.81 12749.5
-40.0614 35.4082 | -2.06827 1.9836 | 5140.2 771.68
-39.5644 35.2854 | 0.789554 1.12881 | -13865 -4153.72
-39.0726 35.182 | 3.38138 2.02793 | -10292.3 7397.51
-38.5846 35.1033 | 2.79162 1.55699 | 10623.9 -3607.8
-38.0896 35.0311 | 3.22376 -2.19667 | -1518.77 208.514
-37.5947 34.9578 | 3.79901 2.09851 | 354.583 -3164.18
-37.0999 34.8739 | 2.31207 2.14541 | 5566.82 -9560.24
-36.6006 34.7816 | 1.77652 0.141844 | 6185.15 9950.88
-36.0933 34.7165 | 0.87246 -0.387027 | -1390.5 9631.77
-35.5853 34.6742 | -0.349018 0.709078 | -7880.18 -10886.2
-35.0838 34.6133 | -4.96712 -0.0670339 | 2260.36 -3084.22
-34.5821 34.537 | -4.7404 -0.598591 | 10210.6 4806.87
-34.0748 34.4586 | 0.718371 -1.84995 | -7703.83 -1600.3
-33.5737 34.3687 | 1.86819 0.386893 | -3355.04 -3711.37
-33.0773 34.2661 | -0.246294 -1.54183 | 1350.7 2450.64
-32.5797 34.1655 | -2.08028 -1.12208 | 7314.34 1957.39
-32.0757 34.071 | -0.535722 2.14752 | 5218.34 3608.46
-31.5697 33.9757 | -0.183531 1.98989 | -15113.3 -1269.64
-31.0788 33.8579 | -2.76463 -1.24158 | -7931.87 -3397.55
-30.6018 33.7088 | -1.82637 -0.625107 | 10254.5 -1241.63
-30.1251 33.5376 | 1.2002 1.28028 | 9430.47 1858.91
-29.6494 33.3487 | 1.53658 -0.967411 | -13962.2 -2912.97
-29.1942 33.1325 | 2.44917 -1.15359 | -4942.92 5548.86
-28.7527 32.9028 | 2.52823 0.84784 | 2412.52 3448.73
-28.3186 32.6619 | 0.853694 -0.194725 | -7043.86 -3140.63
-27.9004 32.4014 | 2.75847 -0.0538663 | 205.981 5920.38
-27.4898 32.1345 | 2.40322 0.3687 | -1810.52 2144.08
-27.0884 31.8579 | -0.40295 0.577948 | 2144.46 941.508
-26.6977 31.5659 | 1.71898 0.389618 | 2143.93 3375.7
-26.3262 31.2514 | 3.16742 -1.44672 | -8651.16 -1356.1
-25.9937 30.9006 | 0.851558 0.75472 | 6160.41 -1454.69
-25.6901 30.5193 | -2.09703 -0.427969 | 3787.23 -6088.04
-25.4146 30.1099 | -0.64083 -2.35334 | -3289.98 -6048.02
-25.1639 29.6806 | 2.05436 -2.63528 | 4062.16 -1300.88
-24.9109 29.2511 | -0.221456 -0.380807 | -61.7911 14428.5
-24.6412 28.8407 | -2.3994 1.68686 | 2458 -4825.31
-24.3569 28.4362 | -0.603057 2.23439 | 1593.52 -7182.02
-24.0629 28.0321 | -0.794815 1.60504 | 1088.69 3287.39
-23.7591 27.635 | -2.66442 0.521658 | -2459.29 -9320.87
-23.4487 27.2373 | -1.07569 -1.59668 | 6179.98 -537.617
-23.1146 26.8551 | -0.800761 -2.29852 | -1880.39 1582.78
-22.7563 26.4985 | -2.37806 -3.63226 | -4162.47 3947.19
-22.372 26.1791 | 0.238757 -1.41895 | -8238.2 7739.57
-21.961 25.909 | -0.402033 -1.80415 | 4531.78 -1425.82
-21.5184 25.6875 | -1.60522 -2.69768 | 10439.2 -3694.41
-21.0475 25.5106 | -2.56388 -1.47184 | -2973.8 277.135
-20.5647 25.3743 | -1.77942 1.68875 | -7506.61 1553.92
-20.0791 25.2745 | -1.83395 -0.643806 | -6338.47 -1184.49
-19.592 25.2045 | 0.242859 1.48213 | 11477 -658.803
-19.0938 25.1639 | 1.19495 4.10561 | 5012.48 -4645.11
-18.5898 25.1503 | -0.427234 3.31319 | -3676.16 823.798
-18.0892 25.1781 | -0.193426 3.13425 | -6384.7 4468.64
-17.5989 25.2572 | 0.306538 5.22687 | -1294.31 -3507.01
-17.1192 25.3768 | -2.14392 2.01181 | -590.248 -912.034
-16.6526 25.5362 | -4.53349 0.389708 | -4589.51 5444.46
-16.203 25.7342 | -2.70152 1.35907 | 1907.18 -11216.4
-15.7602 25.9429 | 0.505338 1.55953 | 2722.23 7641.18
-15.326 26.1755 | 0.0472144 4.23849 | -4892.63 -1810.16
-14.901 26.4186 | 0.69937 0.126246 | 1323.48 -4918.3
-14.4754 26.6592 | 3.13164 -4.03603 | 5454.93 2694.93
-14.0469 26.9028 | 1.6513 -2.336 | -4079.1 3201.88
-13.6215 27.1518 | -1.17665 -3.55275 | 7079.92 615.656
-13.188 27.3955 | -1.65068 -4.43672 | 53.26 -1670.06
-12.7491 27.6293 | -2.38142 -2.49337 | -2596.74 186.174
-12.3076 27.8559 | 0.251732 -0.992315 | 2451.3 2173.61
-11.8605 28.0751 | 1.30468 -0.105542 | -3541.21 3308.35
-11.4086 28.2815 | 0.563201 -1.41533 | 2704.06 -7237.15
-10.9433 28.4549 | 3.42737 -3.39895 | 2095.01 4486.86


63.5421 27.8976 | -1.29246 4.03982 | 4895.6 -4420.27
63.6477 27.4046 | -2.65627 3.53873 | -16149.1 3885.42
63.7548 26.9167 | -2.00667 0.525959 | 18897.6 1222.85
63.9113 26.4402 | -1.6651 1.16788 | -3960.11 -3519.56
64.0917 25.9695 | -1.81185 2.9702 | -6428.56 -6661.51
64.2901 25.5033 | -0.766361 2.66939 | 2364.79 2419.25
64.5296 25.0577 | -2.22957 -0.96365 | 7931.64 5375.93
64.8225 24.646 | -0.900237 -1.23881 | -7247.81 -4474.17
65.1494 24.2624 | 0.274034 -0.169401 | 1281.45 12370.4
65.5167 23.9241 | 0.660488 -0.0766695 | 3137.85 -8231.87
65.9132 23.6115 | 1.7243 -0.126289 | 3090.83 -6795.29
66.3338 23.3231 | -0.20997 0.305112 | 630.359 3902.78
66.7777 23.0729 | 0.017468 -1.18105 | 1982.01 1087.72
67.2407 22.8625 | 3.08191 2.75527 | -16035.2 6202.94
67.7081 22.6923 | -0.896686 0.159779 | 10066.3 9276.38
68.1889 22.5546 | -3.16112 1.02216 | -2974.43 -14328.3
68.6659 22.4 | -2.21571 -1.61153 | -734.256 -9065.24
69.1405 22.2338 | -0.85445 -2.69445 | -1763.91 10706.3
69.6199 22.0954 | 0.509472 2.20501 | -6080.15 7424.08
70.1015 21.9864 | 1.46753 2.833 | 3514.19 -6878.67
70.5876 21.8829 | 0.455724 -0.984767 | 9295.21 419.781
71.0802 21.785 | -0.307581 -2.23643 | -14458.2 2192.22
71.5641 21.687 | -1.05544 0.577966 | 4420.51 -4074.63
72.049 21.5806 | 1.21131 3.51209 | 5998.18 -1994.27
72.5369 21.4723 | 1.46544 3.19915 | -9879.7 11480.6
73.0199 21.3735 | 0.356517 -1.03924 | 6055.37 -7273.66
73.5021 21.2555 | -0.294903 -1.91079 | -6683.8 -1532.78
73.9763 21.1168 | -1.38816 -1.3325 | 12569.3 4418.12
74.4539 20.9653 | -2.29993 -3.82544 | -1810.94 -2407.03
74.9216 20.7836 | 0.367372 -2.36344 | -2209.99 -5327.65
75.3746 20.5642 | -0.154796 -4.67797 | 11478 -8716.76
75.8226 20.3174 | 0.286848 -0.367784 | -5374.29 24282.2
76.2604 20.0723 | -1.91817 -1.86333 | -6241.41 -11879.3
76.6687 19.7818 | 2.43144 -0.992667 | 4319.71 -4884.28
77.0479 19.4484 | 2.70289 -2.11708 | -6451.6 1780.76
77.3934 19.085 | 2.57365 -0.89577 | 6393.76 8303.56
77.7181 18.7053 | 0.849615 -1.25476 | -7943.33 -4071.71
78.0043 18.296 | -0.968436 -2.98777 | 11436.9 -8435.42
78.2655 17.8615 | -2.55631 -1.66685 | -3619.51 11288.1
78.487 17.4138 | 0.035214 -0.573141 | -14883 1632.26
78.6536 16.9482 | 4.27604 0.281991 | 17375 -6433.96
78.8042 16.4697 | -1.39731 -1.53847 | -9754.25 -763.133
78.9181 15.9816 | 1.70931 -3.4194 | -4113.01 44.5502
79.0139 15.4915 | 0.43586 -0.976852 | 4728.52 11573
79.1261 15.0118 | 1.84292 1.12727 | -922.733 -9296.69
79.2643 14.5336 | 4.98885 -0.271921 | 13124.8 -2544.18
79.4463 14.0655 | 2.00843 0.0759574 | -507.659 13330.6
79.6426 13.611 | -0.298371 -1.20889 | -16424 -9648.24
79.815 13.1471 | -3.335 -0.260414 | -93.8509 10525.2
79.9911 12.691 | -2.44482 1.05367 | 8381.07 -672.263
80.1902 12.2403 | 0.310944 -0.346624 | 9547.72 -19440.7
80.4023 11.7803 | -2.56402 1.33997 | -17298 8732.84
80.602 11.3233 | -5.35927 -0.259884 | 14030.4 6342.92
80.8192 10.8745 | -1.9736 0.142874 | -9918.9 -16442.7
81.028 10.4139 | 1.19588 -0.570086 | 4267.26 2440.76
81.2533 9.96175 | -0.946304 -3.84877 | -5411.25 9171.45
81.501 9.53134 | -2.14386 -1.90873 | -6822.42 9463.27
81.7808 9.13086 | -1.14092 -2.79719 | 12329.8 -4624.23
82.1089 8.75832 | 0.888206 -1.56498 | 1204.06 -17365.4
82.4697 8.40332 | 0.889493 1.53618 | 1787.45 10911.3
82.8682 8.09596 | 0.0956571 -2.54428 | 525.722 5583.65
83.2931 7.83124 | -0.274543 -1.6475 | -13960.7 -5021.74
83.724 7.58598 | 1.04367 -2.29642 | 15185.2 -6760.46
84.1816 7.36621 | 1.82658 -4.09243 | 16867.1 2376.94
84.6661 7.18456 | -0.267512 -2.66269 | -18628.6 4392.81
85.1477 7.03053 | 3.93193 -0.427303 | -6278.15 1406.86
85.6289 6.89149 | 1.65895 0.806798 | 14866.8 -3799.01
86.1203 6.75553 | -1.62137 -0.205071 | -7044.44 -4537.11
86.6084 6.61593 | -2.07336 -0.469041 | -78.4945 5284.4
87.0985 6.48553 | 0.855736 2.27898 | 6923.37 -4590.26
87.5947 6.35709 | 3.74949 0.939539 | 2014.36 -902.551
88.0932 6.23645 | -0.643593 3.53885 | -13897 9022.9
88.5838 6.13307 | -4.00725 1.79114 | -8213.17 -1056.56
89.0677 6.03125 | 0.959424 -0.730961 | 1961.92 -4211.65
89.5518 5.92536 | -0.0974664 -0.792886 | 1980.78 4355.79
90.0395 5.82588 | -0.621546 -5.12119 | 14172.8 -188.998
90.5351 5.7237 | -2.9717 -3.30839 | -16529.8 -12024.1
91.0184 5.60438 | -4.20804 -1.36296 | -632.427 16573.5
91.5042 5.50902 | -0.901749 -4.10963 | 15679.6 -3739.51
92.0005 5.41335 | -1.76992 -2.47744 | -4662.18 -3997.26
92.4911 5.3009 | 2.85281 0.462974 | -9767.46 6932.04
92.97 5.17391 | 5.31382 -2.94348 | 3644.98 1675.99
93.4388 5.01528 | 3.50665 -0.873192 | -13180.1 -6821.17
93.8801 4.8046 | 0.787528 -1.18642 | 8380.51 6995.6
94.3088 4.56176 | -0.999813 0.597341 | 14717.8 -9533.7
94.7213 4.27349 | 3.1327 4.09181 | -14425.1 7623.01
95.0906 3.94553 | 2.98138 2.19937 | -168.121 -1275.42
95.4189 3.57888 | -1.78911 1.92542 | -2672.92 9215.56
95.708 3.18654 | -1.64959 0.902052 | 344.557 -13807.5
95.9623 2.76144 | 1.81644 2.17218 | 11163.6 -1216.08
96.2065 2.32514 | 0.452639 3.16969 | -8588.35 10516.7
96.4326 1.88729 | 0.94508 2.40411 | 9830.09 -4195.83
96.6539 1.44121 | 3.14281 3.30807 | -4371.86 -10636
96.8541 0.978708 | 2.63626 1.41497 | 3376.75 1044.95
97.0446 0.51277 | 1.41745 0.0452197 | -4946.88 14730.5
97.2233 0.0539297 | 0.67342 -2.49944 | -3402.58 4278.67
97.3918 -0.405298 | 2.72317 -4.03985 | 7452.16 -18283.1
97.5611 -0.87733 | 0.0927857 -2.31117 | -4171.05 4722.51
97.7298 -1.34789 | 1.04774 -1.58304 | 4665.65 -967.773
97.9107 -1.81538 | 4.19095 -0.739716 | -2474.73 829.582


-4.17552 59.5324 | 0.529764 -5.02042 | 4499.23 3105.62
-3.82659 59.897 | 4.09491 -3.58644 | -6627.66 -1111.57
-3.49705 60.2756 | 0.917613 -1.51419 | 7212.83 3529.38
-3.17053 60.6626 | 2.18962 -4.09909 | 1665.4 -1654.76
-2.84734 61.0519 | 1.28296 -4.223 | -10063.8 -725.555
-2.53466 61.4429 | 1.43532 -1.82434 | 4202.72 -12129.9
-2.21285 61.8207 | 3.36822 0.215118 | 2776.52 8705.16
-1.89023 62.2058 | -0.977454 1.45871 | -465.236 14295.2
-1.57005 62.603 | -2.27792 0.632052 | 4942.72 -11642.7
-1.23476 62.9838 | -2.22198 1.46771 | 1810.96 -5125.52
-0.893409 63.3563 | -3.28561 2.66391 | -11427.3 15680.6
-0.5664 63.7444 | -2.69244 0.702573 | 5055.36 -8179.11
-0.223815 64.1163 | -1.17148 0.330341 | 1503 -6512.05
0.137987 64.4656 | -0.291495 0.17684 | -5139.1 6556.34
0.509436 64.8035 | 1.2168 -0.119997 | 2033.26 -10198.8
0.89902 65.1134 | 1.26011 1.27105 | -7102.07 -741.444
1.29342 65.4091 | 2.16659 -0.943322 | -3404.7 2497.62
1.6929 65.6967 | 0.204727 -2.34169 | 5653.77 5437.65
2.10869 65.971 | -1.21775 -1.87325 | 7596.85 -1188.59
2.54677 66.2182 | 1.97721 -0.595036 | -4018.46 4236.63
2.99829 66.4399 | 5.08753 0.0870232 | 5243.61 -3341.83
3.46967 66.6206 | 5.57007 -2.96308 | -2919.45 -3353.5
3.95237 66.7604 | 2.6304 -2.43418 | -2045.04 4463.44
4.442 66.8698 | 1.10769 0.830558 | 3357.04 -4246.79
4.93969 66.9411 | 0.757718 -0.134437 | -3999.89 -1334.73
5.43763 66.9841 | 0.435762 0.945345 | -3479.82 5481.95
5.93366 67.0132 | 1.43629 -0.96322 | -4098.48 -4046.66
6.42838 67.0208 | 2.14399 -0.0532111 | 9632.96 824.621
6.93043 67.0156 | 1.26053 1.29422 | 10691.3 710.54
7.43965 67.0034 | -0.457091 1.12907 | -9797.5 828.441
7.94248 66.9868 | -0.270606 0.950871 | -7089.28 -2897.07
8.43953 66.9659 | -0.0987646 -0.141528 | 2178.02 -329.183
8.93738 66.9531 | 0.60556 0.228796 | -246.352 3597.67
9.43566 66.9617 | 1.3042 1.82793 | 4011.86 2425.24
9.93581 66.9903 | 0.759429 -0.648454 | -1865.26 -6154.48
10.4337 67.0281 | -1.53519 -0.155982 | -5078.82 1300.01
10.9262 67.0876 | -2.38469 1.29027 | 3337.57 -80.8126
11.4166 67.1743 | -0.915852 1.0199 | 1149.5 -757.725
11.9013 67.2941 | 0.277509 -0.44429 | 2496.37 6287.69
12.3769 67.456 | 0.705103 -1.65684 | 1000.78 -1656.62
12.8413 67.6466 | -0.513227 -0.0652256 | -8160.12 -6607.79
13.2886 67.8585 | -0.839731 1.53595 | -866.822 697.088
13.7203 68.0982 | 1.66952 0.574294 | -702.579 2952.21
14.1367 68.3655 | 1.8714 -2.48926 | 4317.82 3379.13
14.5472 68.6499 | 0.23419 -2.35397 | 8046.3 -1608.27
14.961 68.9382 | 1.31752 0.171171 | -936.618 2181.07
15.3716 69.234 | 2.81147 1.14311 | 6124.38 2394.41
15.7829 69.5364 | 2.69967 1.95336 | 159.102 -3392.69
16.1881 69.8449 | 3.02373 1.05875 | -10257.9 1966.29
16.575 70.1679 | 1.67282 0.824151 | 1250.53 -4624.88
16.9561 70.494 | -1.81093 2.51997 | -38.4921 -2322.49
17.3317 70.8243 | -3.99896 2.77737 | -3393.9 1713.51
17.6974 71.1646 | -4.16507 2.69382 | 7125.81 1901.86
18.0612 71.5127 | -3.61396 2.40774 | -5974.39 -301.467
18.414 71.869 | -3.67148 3.04754 | 1625.55 1408.91
18.7645 72.2296 | -1.86111 1.87436 | 8457.03 -2446.5
19.1194 72.5892 | -1.52198 2.24725 | -10148.7 3053.19
19.4582 72.9589 | -0.439274 0.474597 | -5761.28 -4021.06
19.7905 73.3276 | -0.0852322 -1.5996 | 492.147 -977.085
20.1349 73.685 | -2.73958 -1.17057 | 10272.1 4604.37
20.5069 74.0239 | -2.87026 -1.39225 | -814.311 -2457.2
20.8992 74.3372 | -2.06458 0.950051 | -6804.08 -1508.87
21.3045 74.6254 | -1.26074 0.937922 | -2306.56 -3059.84
21.727 74.8834 | -3.09416 0.228989 | 7594.12 2399.84
22.1709 75.1142 | -2.89659 -2.36806 | 1543.91 3234.63
22.6285 75.3223 | -0.777397 -6.20859 | -4103.37 -1881.97
23.0942 75.5044 | -1.63924 -2.09964 | -874.774 4045.54
23.5689 75.661 | -0.930326 0.727246 | 2253.45 1381.07
24.0551 75.7763 | 2.6087 -2.87215 | -12206 -7235.63
24.5426 75.8299 | 3.22662 -0.93839 | -276.52 -122.763
25.0324 75.8273 | 2.86894 0.622485 | 8334.6 4389.65
25.5245 75.7791 | 2.34771 1.10867 | -4977.62 63.7153
26.0053 75.6816 | 2.51833 3.17259 | -10832.3 3056.87
26.467 75.5377 | 0.523753 3.53474 | 8537.59 -2897.29
26.9197 75.3503 | -3.13374 -1.81584 | 10519.5 -3178.68
27.3663 75.1293 | -2.14235 -1.48374 | -2725.52 2032.21
27.7998 74.8852 | 0.546706 2.37345 | 620.365 -1465.22
28.2234 74.6226 | -0.619951 0.451368 | 2339.27 2840.85
28.6414 74.3504 | -2.13962 -0.121083 | -3046.27 -1433.75
29.0503 74.0656 | -2.33208 -2.17438 | 4714.75 -1194.34
29.4581 73.772 | -4.06267 -4.91823 | 7297.76 -6579.46
29.8674 73.4684 | -1.66106 -1.68079 | -366.657 788.531
30.2749 73.1629 | -1.56149 -4.33273 | -5702.75 8547.78
30.6775 72.8609 | -2.48416 -3.10627 | 2736.16 -7575.21
31.0761 72.5477 | -1.76844 1.02756 | -2040.23 -7397.61
31.4722 72.2292 | -1.77334 1.77592 | -4582.88 14929.5
31.8782 71.9376 | 2.44165 4.1359 | -1000.87 -940.261
32.2971 71.6666 | 2.8375 1.09743 | 4546.45 -3290.59
32.7327 71.4161 | 0.364899 -1.52905 | -1507.57 -3166.8
33.1826 71.1915 | 1.68735 0.819522 | 2752.32 8287
33.6495 71.0107 | 2.95165 0.402911 | -11291.6 6752.25
34.1177 70.8611 | 0.925119 -2.84895 | -6751.57 -12459.7
34.584 70.713 | 0.261001 -3.12699 | 10089.7 -3923.96
35.0635 70.5894 | -0.914662 -2.23794 | -5448.47 4335.81
35.5502 70.5212 | -0.902257 -0.578215 | -1304.12 1803.75
36.0402 70.5209 | 0.00291801 1.39121 | 3648.52 1024.1
36.5286 70.588 | -1.05856 0.615019 | 4892.95 -1204.71
37.0095 70.7132 | -2.06086 2.05532 | 913.767 265.895
37.4744 70.8915 | -2.62112 1.38886 | -5802.92 2632.2
37.9162 71.1156 | -5.05882 -1.44961 | 6930.83 -2631.65


53.1698 -17.8716 | 2.22567 1.29326 | -433.455 -2429.52
53.6162 -17.6452 | -1.98708 -1.46644 | 9723.51 4520.47
54.0801 -17.4366 | -2.45852 -2.79343 | 4526.42 3379.03
54.5564 -17.2434 | 0.875431 -3.57193 | 4187.86 -414.359
55.0427 -17.0685 | 2.82936 -2.4034 | -7794.48 3098.58
55.5303 -16.9108 | 2.47569 -2.60209 | -916.14 1142.32
56.0253 -16.7878 | 1.45189 -5.27008 | -6663.02 -3885.73
56.5247 -16.7277 | 4.42626 -7.05675 | -5783.24 -16204.4
57.0219 -16.75 | 1.35474 -5.70405 | -604.521 16506.7
57.5141 -16.8095 | -1.07591 -1.9992 | -2526.28 -10858.2
57.9958 -16.9247 | 0.269838 -3.18577 | 2664.63 2863.31
58.4707 -17.0678 | 0.699763 -1.1563 | -562.88 7801.12
58.9386 -17.2225 | -0.469459 0.492662 | -14545.1 6715.29
59.3891 -17.3977 | 0.202878 -0.149647 | 11734.8 -19108.6
59.8345 -17.6145 | 0.282171 1.82483 | 13996.5 6212.97
60.2867 -17.8342 | -0.815468 1.02278 | -11562.6 9331.03
60.7295 -18.0552 | -2.91433 2.3875 | 3966.99 -11022.7
61.1649 -18.2991 | -0.826189 0.895376 | 99.4279 3872.34
61.5939 -18.5503 | -1.65101 -3.0992 | -13762 5910.78
62.0104 -18.805 | -0.959647 2.71471 | 9934.42 -11820.9
62.4338 -19.0643 | -1.94061 1.32453 | 3662.19 11327.1
62.8717 -19.2992 | -4.19824 1.89684 | -22.7895 -7908.07
63.3172 -19.5272 | -3.82082 5.59034 | 10416.9 -346.097
63.7766 -19.741 | 1.13024 -0.952912 | -11968.6 -4546.51
64.2365 -19.9427 | 2.60524 -0.452153 | 8107.43 5069.34
64.7141 -20.1084 | 1.60491 -0.429719 | 5221.06 7281.03
65.2055 -20.238 | 1.91507 1.29592 | -5128.73 -20710.6
65.6983 -20.3626 | -1.79443 -0.721633 | 930.245 11882.4
66.1994 -20.4308 | -0.711992 -6.83966 | -11575.7 7777.23
66.6983 -20.4344 | -2.26001 -0.500437 | 14015.1 -3433.76
67.2038 -20.3937 | -3.62661 -1.98335 | -1446.46 -7096.94
67.7034 -20.3132 | 4.31407 -3.15072 | -7173.5 13624.5
68.185 -20.17 | 5.71654 0.314447 | -1973.94 -15979.4
