-76.1968 0.869383 | -0.52265 -4.55778 | 2524.34 3744
-21.2545 -72.5731 | -3.78418 1.22008 | 4331.65 1022.66
-20.7757 -72.4256 | -1.35958 1.4638 | 451.405 -391.884
-20.2906 -72.2981 | 1.42846 1.48546 | -1725.05 -775.097
-19.8006 -72.1965 | -1.43601 3.81551 | 386.485 2272.72
-19.305 -72.1244 | -1.49167 -1.2804 | 3667.21 -5676.2
-18.8039 -72.0939 | -0.143324 0.723095 | -9025.01 2759.76
-18.3077 -72.0934 | -0.0385632 4.84019 | -75.8997 1886.86
-17.8133 -72.1219 | -0.610808 0.492351 | 994.794 252.747
-17.3214 -72.1845 | -1.28976 2.94928 | 1769.95 -597.43
-16.8344 -72.2858 | -1.50425 2.1439 | 2536.91 -3140.36
-16.3562 -72.4271 | -2.2476 -1.64635 | -11497.4 2501.14
-15.8951 -72.5965 | -1.75036 -2.34045 | 5560.89 6068.19
-15.4386 -72.7816 | 0.924429 -1.5168 | 5332.78 1461.96
-14.9915 -72.9953 | 0.262109 -4.84657 | -6178.12 -15522.7
-14.5694 -73.2586 | 2.34842 0.584077 | 4818.34 9835.07
-14.155 -73.5324 | 2.01198 3.8082 | -437.58 6513.11
-13.7501 -73.8158 | -2.54218 1.90507 | -6926.85 -14335.7
-13.3632 -74.1272 | -2.85907 3.04213 | 12758.5 6365.65
-12.9662 -74.4333 | 0.337768 6.60448 | -2506.32 -3225.48
-12.5665 -74.7377 | -0.00923719 4.05036 | 2512.49 805.443
-12.1581 -75.0336 | 0.331058 1.32389 | 5590.41 -2875.84
-11.7385 -75.3218 | -1.63038 0.221902 | -1164.49 -4851.26
-11.3125 -75.6014 | -2.38298 0.0530896 | -8702.59 7040.04
-10.8785 -75.8528 | -1.10807 -0.85107 | -1328.99 7906.96
-10.4282 -76.0663 | -0.996961 -2.39842 | 10748.1 -6262.09
-9.95988 -76.2577 | -1.04012 -2.14806 | -3589.48 384.182
-9.48598 -76.4301 | -1.92507 -2.34251 | -6948.94 -3234.95
-9.01066 -76.586 | -3.37795 -4.9749 | 825.132 1211.46
-8.52643 -76.7097 | -4.60088 -3.37849 | 850.257 6891.78
-8.03282 -76.7896 | -1.54359 1.15152 | 3374.89 -5584.76
-7.53161 -76.8424 | -1.94491 0.599625 | 9079 2034.9
-7.02158 -76.8645 | -1.87242 1.6014 | -1728.2 -1936.97
-6.51159 -76.8615 | 0.880076 -0.21494 | -2763.36 7279.37
-6.0054 -76.8305 | -0.808755 -2.72032 | -6995.36 -11546.7
-5.50546 -76.7974 | -2.96112 1.7763 | -2958.09 3167.65
-5.01014 -76.7438 | -0.927184 4.61416 | 485.503 -538.2
-4.51884 -76.6651 | 0.422249 1.88771 | -3820.17 3071.07
-4.03606 -76.5563 | -1.26222 1.842 | -3528.04 -3181.43
-3.56085 -76.4281 | -0.97442 2.13017 | 6197.57 22.5942
-3.0874 -76.282 | 1.76325 -0.560752 | -4139.75 437.938
-2.62166 -76.1171 | 1.97806 -0.566043 | 3913.77 5253.13
-2.15778 -75.9372 | 2.35934 -2.46033 | 671.943 -3078.58
-1.69148 -75.7627 | 2.27507 -2.77265 | 2090.39 -4548.08
-1.21931 -75.6011 | 1.46237 -1.28579 | 5509.31 5077.27
-0.742228 -75.4404 | 2.13653 1.1329 | -2936.19 -5779.76
-0.267032 -75.2836 | 1.74292 2.28995 | -6213.65 1648.97
0.199879 -75.1143 | 2.25617 -0.733383 | 880.308 9341.87
0.663408 -74.9275 | 2.72717 -2.6824 | 7910 -4654.92
1.13642 -74.7515 | -0.37674 -0.221766 | 5044.31 1264.88
1.61787 -74.5893 | 1.13176 2.01708 | -6808.48 -1877.41
2.09896 -74.4448 | 2.3024 -3.32994 | -11221 -3202.24
2.57621 -74.3207 | 0.279043 -1.2704 | -1748.52 3802.64
3.05504 -74.2166 | 0.54264 0.943031 | -9283.35 -4057.54
3.53453 -74.1483 | -0.512046 -2.1596 | 10182.1 2509.13
4.02647 -74.1164 | 1.56684 0.498925 | 22760.5 791.491
4.53548 -74.1252 | 3.9862 -1.93335 | -6410.34 -7689.25
5.03871 -74.1793 | 1.86977 -0.71236 | -15410.3 10853.1
5.52862 -74.2521 | 2.83235 -0.147756 | 7753.38 2023.6
6.01745 -74.3548 | 2.76277 -2.06093 | 7940.67 -11655.6
6.50077 -74.5095 | 1.3679 -2.05392 | 2059.82 -712.737
6.97251 -74.6997 | 2.45095 -1.64529 | -13307.2 10716.1
7.4246 -74.9089 | 2.88964 -1.00915 | 4609.67 1701.37
7.86406 -75.1468 | 1.66889 -1.35372 | 8944.38 -12951.5
8.28374 -75.4324 | 0.298432 -0.729351 | -11462 11332
8.66734 -75.7491 | -1.77422 0.479008 | -6960.87 -1907.84
9.01257 -76.1013 | -0.824524 0.876164 | -1877.21 972.538
9.33496 -76.4739 | 1.47665 2.33484 | 11439.5 -2487.89
9.65877 -76.854 | 1.98337 -0.377106 | 139.865 -6653.78
9.98082 -77.24 | 1.60752 -1.78595 | -6185.78 10112.3
10.3064 -77.6135 | 2.95994 3.15696 | 1084.43 561.954
10.6464 -77.9743 | 4.40665 2.88742 | 11730 -4689.12
11.0077 -78.3256 | 1.20324 -0.291844 | -3827.35 -4284.06
11.3728 -78.6749 | -0.556907 -0.793907 | 86.5613 -574.487
11.7436 -79.0165 | -0.720625 -2.50485 | -8208.49 12306.7
12.118 -79.3395 | -1.94403 -0.846551 | -4741.87 -5970.08
12.4973 -79.6565 | -0.261745 0.923721 | 8344.39 -11413
12.9011 -79.9553 | 2.06498 2.05396 | 157.765 13712.4
13.3371 -80.197 | 2.25932 4.51239 | -1121.86 -2357.42
13.7975 -80.3889 | 1.5221 4.14177 | 2330.17 -7760.77
14.2794 -80.5305 | 1.19546 3.49359 | 7210.47 10439.9
14.7815 -80.5953 | 5.29054 1.86207 | 1021.94 -1944.29
15.2892 -80.6004 | 5.22185 0.423648 | -6971.73 3235.34
15.7909 -80.5541 | 1.32435 3.05345 | 2797.5 -1517.1
16.2895 -80.4773 | -1.3008 0.0722166 | -2191.53 -8912.79
16.7816 -80.3837 | -2.47109 -1.51012 | -10270.8 1486.67
17.2586 -80.2547 | -2.60141 -2.66871 | 3672.54 4342.34
17.7249 -80.0851 | -1.74984 -5.2223 | 3741.22 -817.42


8.121 73.4893 | 1.77826 -5.16908 | 199.825 -8739.14
8.56464 73.2515 | -0.581435 -5.44101 | -686.143 7246.4
9.02835 73.0632 | 0.655582 -0.521957 | 4316.25 7788.33
9.51289 72.9346 | -0.17501 1.05981 | -2955.15 -4773.36
10.005 72.8433 | -0.37428 -0.0733923 | -491.69 4809.26
10.5011 72.7858 | 0.825672 3.86114 | -2953.96 -5717.79
10.997 72.7391 | -0.523439 0.515246 | 3575 -2735.84
11.4962 72.7032 | -1.56368 1.9921 | 1587.83 -2578.46
11.9974 72.6877 | -0.503215 0.623358 | -6352.57 -850.516
12.4942 72.7114 | -1.76315 -1.34922 | 2493.23 10001.5
12.9864 72.7954 | -1.07661 0.257023 | 4662.54 -2426.79
13.4719 72.9205 | -0.163046 1.73083 | -11207.4 -6840
13.9397 73.0774 | 0.34035 1.42588 | 750.135 7208.11
14.3939 73.2739 | -0.518099 -0.558309 | 6024.25 -3867.87
14.8432 73.4898 | -3.62579 -0.166493 | 2379.45 1975.95
15.2865 73.7258 | -2.94247 0.233027 | 9493.77 7352.27
15.7274 73.9816 | 0.711698 -0.112128 | -10111 -6244.73
16.1576 74.2419 | 0.750998 0.222478 | 2048.39 -2563.08
16.5865 74.5026 | -1.10705 -1.62125 | -2399.67 2073.96
17.0118 74.7676 | -3.78902 -1.53779 | 1996.08 -4840.24
17.4383 75.0312 | -0.102905 -0.643864 | 5080.59 9010.93
17.864 75.3072 | 0.185905 0.80975 | -3759.82 2083.18
18.286 75.5867 | -2.11807 0.327017 | -1404.85 -11369.9
18.7127 75.8495 | -2.35139 -0.27974 | 234.128 3036.47
19.141 76.1102 | -0.0665224 -1.74359 | -4480.4 4617.99
19.5682 76.3718 | 1.42588 -1.14296 | 8197.71 -5609.9
20.0077 76.618 | 1.99532 -1.44109 | -4020.11 5559.53
20.4492 76.8604 | 0.573645 -3.52857 | 2754.9 -2208.24
20.8989 77.0884 | -0.29726 -0.935042 | -4070.29 421.549
21.3528 77.3014 | -2.13802 -1.96862 | -6643.63 553.432
21.8134 77.4922 | -2.08835 -1.6985 | 18249 -7483.03
22.2967 77.6457 | -1.86868 2.41577 | -7628.86 8887.11
22.7796 77.7888 | -0.665213 -0.540585 | -16651.3 -1358.22
23.2567 77.9106 | 0.930086 -2.187 | 5942.77 -122.597
23.7443 77.9938 | -1.64681 1.16287 | 2908.15 -8459.59
24.2406 78.0246 | -2.46962 -0.805251 | 4950.97 7078.69
24.7429 78.027 | -0.835896 -0.698046 | 10961.1 -3023.32
25.2508 77.9977 | -1.05483 -0.455379 | -14656.1 3999.48
25.7456 77.9454 | 2.61129 -2.2745 | -16945.4 2117.13
26.2236 77.8677 | -0.561166 -0.489572 | 982.099 -838.636
26.696 77.7623 | -4.61149 0.544953 | 8796.09 -2997.75
27.1704 77.6336 | -2.57821 -1.01239 | 11333 1889.73
27.6496 77.4927 | -3.25783 0.556635 | -4650.92 -4547.51
28.1224 77.3356 | -1.62376 -0.6154 | -4084.54 3274.68
28.5923 77.1787 | 1.13642 0.508882 | 7383.31 5539.05
29.0681 77.0288 | -0.136285 1.37509 | 1720.13 -7204.69
29.5428 76.8662 | -0.119338 1.00809 | -3591.34 48.3844
30.0128 76.6967 | -1.7832 0.110663 | -2402.71 886.911
30.4813 76.5284 | -1.87046 0.260798 | 2713.86 -424.806
30.9541 76.3684 | 0.143589 0.977061 | -2348.49 -5380.51
31.431 76.2234 | 0.0531565 1.81765 | 377.714 13066.3
31.9161 76.1225 | -1.63971 -0.353886 | -9820.18 -5085.69
32.4002 76.0438 | -4.04712 -0.495336 | 9358.58 -540.495
32.894 75.9879 | -2.8301 0.747478 | 8961.13 -3043.47
33.3965 75.953 | 0.727487 2.28906 | -5502.14 -3205.64
33.8966 75.9464 | 2.10846 1.25442 | -6930.41 7875.22
34.3899 75.9876 | 2.02979 0.41607 | -1771.41 -2394.22
34.8778 76.0622 | 0.0450722 -2.10574 | 8144.37 -4017.56
35.3657 76.1636 | 1.25011 -2.10911 | -1856.02 2166.86
35.8443 76.3029 | 1.89074 0.107559 | -2021.84 7236.68
36.3116 76.481 | -0.403001 2.64733 | 13620.2 -2149.76
36.7825 76.6723 | 0.176792 1.71788 | 500.198 -3633.49
37.2496 76.872 | -0.449431 1.04803 | -8861.42 -2640.89
37.7021 77.0885 | 0.376078 1.91361 | -1797.1 1203.96
38.1406 77.3298 | 2.51759 -0.113649 | 4696.11 1634.75
38.5677 77.5968 | -0.312753 -1.02073 | -235.93 3330.69
38.9788 77.891 | 0.838033 -0.920489 | 1781.21 -351.444
39.3763 78.2048 | 0.010874 3.10108 | -2021.33 41.7276
39.7585 78.5353 | -2.00926 2.97367 | -1575.72 -222.388
40.1283 78.8775 | 0.699289 -1.16645 | -1833.94 -3246.72
40.4903 79.2236 | 0.0332296 0.229323 | -3375.44 750.824
40.8485 79.5711 | -1.39753 2.41179 | 1118.85 -642.869
41.2151 79.9098 | -0.653472 -1.71852 | 1386.62 -2475.89
41.5976 80.2319 | -0.391373 -4.55582 | 9681.54 5031.54
42.0004 80.5417 | 0.107115 -1.38611 | 4364.09 3661.07
42.4149 80.843 | 1.65384 -0.355247 | -7832.37 -4194.33
42.829 81.1349 | 2.38756 -2.17414 | -5120.4 921.319
43.2433 81.42 | -0.468202 2.11982 | -1875.62 1411.85
43.6666 81.6887 | 0.686545 -0.604748 | 2217.28 -9487.37
44.1085 81.9213 | 0.91898 -1.8409 | -1380.68 5642.15
44.5617 82.132 | -1.50134 1.46151 | -1123.75 2235.27
45.0265 82.3142 | -1.16411 1.15938 | -65.3081 -11321.8
45.504 82.4518 | 1.05234 1.26255 | -1479.03 11792
45.9865 82.5723 | 2.30072 0.35755 | -819.22 -1088.31
46.4747 82.6578 | 2.5828 -1.40475 | -7716.94 -3894.93
46.9632 82.6952 | 2.92302 -2.7959 | 1695.62 -2351.55
47.4536 82.6874 | 1.00964 -4.37606 | 2836.03 6474.79
47.9442 82.6509 | 2.60969 -1.21756 | -2910.13 -1448.76
48.4292 82.5788 | 2.93898 -1.63319 | 51.5154 843.552
48.9084 82.474 | 1.25226 -3.56972 | 1493.41 1948.34
49.3825 82.3391 | 0.293785 0.570141 | 12024.5 -11021.1
49.8564 82.1683 | -1.05639 -1.27094 | 6068.14 3327.2
50.3298 81.9871 | 0.562237 -0.799976 | -13757.9 5261.56
50.7912 81.804 | 0.544605 1.43745 | -4771.28 3659.05
51.2458 81.6217 | -3.19432 1.29002 | -10287.2 1605.78
51.6922 81.4384 | -4.07545 1.79061 | 8035.39 2740.57
52.1446 81.2568 | -1.25895 -0.142534 | 10962.8 -10663.8
52.6025 81.061 | 1.77729 -2.79613 | -377.677 235.623
53.0607 80.8621 | 2.30149 -0.782423 | -99.7265 -323.669
53.5213 80.6682 | 0.409515 0.624852 | 585.311 1038.45


49.1187 55.8145 | 1.96033 -0.143861 | 3051.73 298.746
49.5819 55.6216 | 0.181373 -0.957542 | -3680.5 2913.25
50.051 55.4547 | -0.911096 -4.38661 | -8728.85 -930.247
50.5192 55.3008 | -1.66539 -5.51604 | 7923.16 -1126.22
50.9958 55.1566 | -0.328563 -1.41842 | 4522.52 -4068.46
51.4782 55.017 | 2.29714 1.43698 | -4413.18 -3097.57
51.9619 54.8873 | 2.30842 0.636019 | 5136.81 11833.2
52.4533 54.7868 | 2.80951 -1.94021 | -6087.31 -5023.34
52.9417 54.6868 | 2.91574 -2.13382 | 267.344 -5219.3
53.4295 54.5808 | 1.02986 -1.89003 | 3665.1 -333.216
53.9212 54.4823 | -0.0841751 1.65766 | -1655.99 6384.55
54.4148 54.4047 | -0.130601 2.51227 | 124.693 2847.92
54.9088 54.3369 | -1.004 0.458709 | -6485.13 700.173
55.3969 54.2576 | -2.10117 -0.964587 | 2436.8 -6207.94
55.8808 54.1455 | -1.54575 0.636914 | 5123.54 -513.43
56.3612 54.0039 | 1.51692 2.27937 | 1870.9 -37.2495
56.8336 53.8347 | 1.45575 0.994584 | -7827.27 3230.77
57.2899 53.6395 | 3.04535 0.263119 | -3232.43 -4208.04
57.7329 53.4159 | 3.05819 0.784903 | 15383.8 1327.6
58.1789 53.1787 | -0.160668 1.66935 | 470.886 -977.502
58.6155 52.9208 | -0.284542 1.9303 | -3296.26 -1156.92
59.0336 52.6362 | 1.25822 1.60816 | 1445.59 3093.98
59.4323 52.326 | -1.12168 -1.89613 | 1415.86 -1573.48
59.8012 51.9802 | -0.690387 -2.08194 | -5004.21 1601.94
60.124 51.5951 | 0.818224 2.03789 | -3748.81 -3621.02
60.3938 51.1699 | -2.11133 0.885435 | 5597.77 -7123.46
60.6215 50.7132 | -1.26005 0.559182 | 2321.26 -945.409
60.808 50.2366 | 1.05265 0.716488 | -9937.6 4467.1
60.9453 49.7489 | -1.41851 -0.0958341 | 2980.59 3594.2
61.0567 49.2575 | -2.98619 0.724152 | 4075.49 3242.9
61.1506 48.7649 | -3.73696 0.647218 | -8180.5 689.788
61.2171 48.2696 | -2.99113 0.829285 | 8105.56 -452.567
61.278 47.7731 | -1.49361 1.2915 | -6527.02 2237.75
61.3233 47.2774 | -1.54021 0.169883 | 1599.04 3704.51
61.3683 46.7843 | -2.6572 -1.67475 | 5632.84 -1465.2
61.4212 46.2912 | 0.182383 -3.75518 | -2221.48 942.344
61.4673 45.7987 | -0.984485 -2.97246 | -4107.28 2695.67
61.5008 45.308 | -4.43727 -2.03566 | -613.016 3514.52
61.5316 44.8201 | -3.89071 0.281597 | 4664.81 2584.99
61.5716 44.3349 | -0.516318 2.06166 | -8704.1 -1251.28
61.6118 43.8493 | -0.443582 -0.613597 | -2063.2 -2960.96
61.6784 43.3646 | -0.0237263 -2.83034 | 14949.6 770.88
61.8034 42.8884 | 0.442615 -1.42917 | -5869.33 -12445.1
61.9567 42.4129 | 2.62097 0.369747 | -7345.94 3231.42
62.1388 41.9507 | 2.0702 2.49532 | 12288.6 5841.44
62.373 41.5129 | 0.477064 3.08323 | -8752.75 -7175.57
62.6315 41.0878 | 1.12335 1.93162 | -1361.84 2936.12
62.9224 40.6868 | -1.81849 -0.102395 | 6625.23 4932.9
63.2519 40.3172 | -0.482898 -0.597448 | -9329.25 -6035.23
63.5981 39.9641 | 1.54189 -0.0798434 | 5253.32 -1777.37
63.9737 39.6377 | 0.419331 -2.21182 | 2259.45 3793.76
64.3771 39.346 | 0.137588 0.989893 | -4994.45 -5918.58
64.7979 39.0795 | -0.691066 4.83991 | 7384.27 -1887.18
65.2465 38.8506 | -0.229525 3.60521 | 9657.36 6328.12
65.7217 38.6689 | -0.612386 3.50666 | -3641.88 -4705.77
66.2044 38.511 | -2.16377 0.818323 | -3606.9 5066.01
66.6892 38.3735 | -0.368845 -0.870294 | -5472.95 -2296.3
67.1708 38.2376 | -1.20988 2.58393 | 2868.62 -3578.24
67.6529 38.0975 | -0.640439 2.53843 | -2033.89 5875.7
68.1334 37.9597 | 1.26604 -0.375327 | -910.985 -5255.93
68.6103 37.8096 | 3.15469 -0.401202 | 1327.96 -1501.4
69.0853 37.6536 | 4.14996 -0.640591 | -8548.94 5125.06
69.555 37.5042 | 1.81347 1.28669 | -5131.62 -424.531
70.0233 37.3623 | 1.5968 -0.563105 | 10662 5996.45
70.5019 37.2338 | 5.22335 -0.803087 | 7844.43 -2543
70.9837 37.0927 | 4.21517 0.0860665 | -3898.42 -3636.8
71.4527 36.9175 | 0.467085 -2.67901 | -7898.34 -3745.8
71.9019 36.7043 | -0.492432 -4.19369 | 7548.64 3738.84
72.3437 36.47 | 4.03943 -1.75455 | 2891.99 2658.48
72.7722 36.2112 | 4.7829 0.471574 | -11019.9 -3763.05
73.1703 35.9152 | -1.94275 -2.79722 | 2015.52 1633.31
73.5501 35.5957 | -1.42367 -0.78361 | 4097.67 -1399.57
73.9192 35.2587 | 0.810312 2.2714 | 4304.28 -3269.2
74.2803 34.9062 | 1.43291 1.80407 | 3150.98 -1617.83
74.6333 34.5404 | 1.88633 0.96739 | 3493.73 -6046.25
74.9758 34.1592 | -2.16025 0.655736 | -2250.99 8950.13
75.3026 33.7726 | -2.74444 -2.15022 | -10175.5 5962.49
75.6004 33.3745 | -2.56347 -3.31458 | -3405.79 696.612
75.8738 32.9638 | -0.111288 -0.567253 | 3617.6 7569.68
76.1339 32.5487 | 1.21111 1.72368 | -4636.66 -4419.05
76.3708 32.119 | -0.260551 3.63424 | 2289.42 -960.834
76.5964 31.6814 | -0.0030757 1.77253 | 3597.33 449.675
76.8182 31.2401 | 0.708291 0.75409 | -1381.08 -5360.39
77.0331 30.7912 | 0.0346035 0.218904 | -1261.78 -3228.12
77.2501 30.3401 | -0.220643 1.06898 | 12517.3 -3225.91
77.4889 29.8937 | -1.01664 3.62291 | -5960.68 3381.64
77.7299 29.4525 | -0.67868 0.319323 | -4473.79 4017.76
77.9701 29.016 | 1.50758 -2.66813 | 2036.37 -575.912
78.2162 28.5828 | 1.64747 -1.54166 | -3048.01 2563.54
78.4663 28.1542 | 3.22598 0.69836 | -638.146 -6724.86
78.7264 27.7277 | 2.1802 2.79465 | 3078.16 3044.67
79.0111 27.3173 | 1.04521 0.520345 | -1150.42 128.916
79.321 26.9254 | 2.46121 -2.912 | 5871.56 -3928.7
79.6611 26.5541 | 1.05686 -1.69806 | -2666.2 5229.23
80.0224 26.2087 | 0.523281 -4.02718 | -9664.11 -1501.95
80.3965 25.8835 | -0.578125 -4.88674 | 5734.54 -1725.27
80.8 25.59 | 0.33966 -2.14104 | 5329.64 3017.06
81.2344 25.3386 | 1.95701 -1.24474 | 1102.64 -6595.92
81.6894 25.1209 | 1.34523 1.19038 | -3729.05 7397.03
82.1597 24.9489 | 1.34305 1.94431 | -759.068 -2659.62


58.1235 -22.6158 | 3.50615 -5.58817 | 13107.7 8811.93
58.6289 -22.5286 | -5.16714 -5.77763 | -5314.98 -9220.26
59.1294 -22.4439 | -1.45839 0.981124 | -3747.1 -6168.81
59.6243 -22.352 | -1.39774 0.211676 | -4465.03 7937.49
60.1087 -22.2216 | -3.89558 -2.61132 | 9060.55 9727.86
60.5875 -22.0545 | -4.58278 -2.02092 | -12134.6 -26334.4
61.0519 -21.8844 | -2.54734 0.317712 | -3463.76 18555.8
61.4932 -21.658 | -6.80443 -2.54565 | 6921.5 -886.252
61.9198 -21.3968 | 0.533751 -0.892039 | -1079.14 -3950.71
62.3303 -21.1108 | -3.87062 -0.0781161 | 14209.6 6510.91
62.7286 -20.7938 | -1.66685 -5.28727 | -12919.6 -6774.38
63.0889 -20.4458 | -0.98822 0.834256 | -8859.8 11019.9
63.4109 -20.0618 | -0.737726 4.00111 | 21113.7 -16109.7
63.7331 -19.6775 | -3.43403 -0.359697 | -20864.7 7605.99
64.0108 -19.2634 | -0.621749 2.10389 | 11944.8 7119.63
64.2753 -18.8309 | 5.16705 6.17784 | 11626.5 -2677.5
64.5293 -18.3893 | -6.00643 4.95663 | -22768.6 1915.36
64.7339 -17.9302 | -0.533252 -2.23306 | 7767 -17791.8
64.9272 -17.4759 | -1.69578 -6.42275 | 4770.17 8022.42
65.103 -17.0089 | 0.0654657 -3.36636 | -11839.3 12871.9
65.2439 -16.5245 | 2.28016 -1.71741 | 5433.94 -15549.2
65.387 -16.0477 | -2.41654 -0.231623 | 2495.84 11863.3
65.5404 -15.567 | 2.60312 -5.53449 | 3685.45 -388.605
65.71 -15.0928 | -1.81284 -3.3558 | -10035.7 -27629
65.886 -14.6373 | -2.21502 0.554706 | 8628.63 45613.9
66.0774 -14.16 | -1.31077 -4.22338 | 1595.44 -23651.2
66.296 -13.7069 | -1.81859 -1.53639 | -10211.7 -9502.71
66.53 -13.2712 | -1.84166 1.70932 | 7835.68 15213.5
66.7931 -12.8388 | 0.861565 0.12279 | 16122.4 5372.7
67.0906 -12.4171 | -3.69169 1.91262 | -15280.2 -2483.35
67.3873 -12.0016 | -1.55214 -0.28426 | -2410.68 4701.48
67.6967 -11.5941 | -3.64262 2.11692 | 15044.4 -4537.83
68.0433 -11.2151 | -1.89486 6.00081 | -19380.2 -10814.8
68.3984 -10.8632 | 0.761576 2.0388 | 2971.73 1216.16
68.7744 -10.5323 | 2.24347 0.903764 | 3106.91 14326.7
69.1743 -10.2201 | 1.61087 -2.71738 | 3221.34 -20308.4
69.6065 -9.96607 | -0.705522 1.00898 | -20170 13262.8
70.0475 -9.74236 | -1.17142 -1.17063 | 29542.6 -12932.3
70.5291 -9.58709 | 2.0774 -0.336034 | -28037.7 361.192
71.0078 -9.46804 | 0.0243655 -0.33149 | 24218.7 21300.6
71.506 -9.36665 | -1.11059 5.80702 | -5824.01 -19688.1
72.0071 -9.33628 | 0.561437 -0.931721 | -29221 1646.09
72.492 -9.35576 | -0.673456 -0.730763 | 32147.5 -1979.44
72.994 -9.40895 | -4.00011 2.81172 | 2565.2 7179.58
73.498 -9.47655 | -1.85036 1.11669 | -8304.3 -9613.01
73.9932 -9.56952 | 1.02906 -0.794506 | -4591.53 3900.89
74.4838 -9.65857 | 1.49034 1.59092 | -5805.54 12276.4
74.9724 -9.72618 | 2.19338 -1.97143 | 6643.14 -5288.79
75.4635 -9.80082 | 2.6254 4.8799 | -7266.77 -19515.5
75.9497 -9.89138 | -0.0740188 -1.68936 | -850.316 19755.2
76.4421 -9.92643 | 0.301012 -4.01817 | 19306.9 3456.98
76.9491 -9.9151 | -1.81513 -3.05596 | 410.851 -9480.69
77.457 -9.88183 | -0.14784 2.72316 | -4845.82 8230.55
77.957 -9.81271 | 3.62444 1.14909 | -14714.6 -11458.7
78.4434 -9.72775 | -2.60328 -0.378773 | 3541.85 8382.31
78.9257 -9.60825 | 1.57547 -1.9476 | 16332.5 -4010.54
79.4115 -9.46704 | 0.574524 -2.53012 | -13748.4 -4722.83
79.8777 -9.29278 | -0.669445 -1.97193 | 2245.78 7908.84
80.3232 -9.06713 | 1.19908 0.31777 | -5766 2087.14
80.7438 -8.80206 | 3.61866 -2.09656 | 3804.96 -16181.3
81.1534 -8.52259 | 2.63445 -3.6446 | 13105.7 30641.1
81.547 -8.19155 | 0.0906697 0.726697 | 4709.98 -18312.2
81.9241 -7.84931 | 1.49259 1.19821 | -28289.2 1359.65
82.2514 -7.47726 | -0.260615 4.55113 | 6712.84 -4306.01
82.5702 -7.10012 | 2.00168 0.555697 | 9136.19 -12014
82.8933 -6.72775 | 1.52227 -1.47173 | -7627.38 21355.3
83.1929 -6.32555 | -2.73844 -0.893968 | 9892.3 -2358.13
83.4943 -5.91854 | 3.04133 -1.46881 | 7231.95 6838.84
83.7958 -5.50603 | 3.19781 -1.68524 | -21264.9 -21329.7
84.0778 -5.10122 | 0.853873 -1.85217 | 7448.9 15459.4
84.3654 -4.6892 | -4.44846 1.67531 | 12928.7 -3011.48
84.6749 -4.28673 | -4.92562 -0.246294 | -7523.49 4174.84
84.9838 -3.88265 | -6.71559 3.34281 | 5290.5 8930.3
85.302 -3.47965 | 0.639747 1.41007 | -6188.85 -23218
85.6301 -3.10136 | 3.23791 -1.4024 | 3136.28 15754.7
85.9619 -2.71839 | -0.102509 -1.14353 | -10026.3 -4046.84
86.2945 -2.34584 | -1.72052 0.168208 | -4304.73 -16478.3
86.6441 -2.00504 | 0.191879 -0.673565 | -2036.09 5409.4
87.011 -1.68311 | 6.60416 -4.65967 | -1726.38 4278.87
87.4016 -1.38754 | 0.541203 -1.31727 | 7735.99 2993.06
87.8306 -1.13727 | 1.32512 -1.42192 | 16746.3 -3918.96
88.3001 -0.946573 | -2.39581 -0.583533 | -10606.4 10321
88.7811 -0.795361 | 0.739417 1.82639 | 5997.63 -4802.29
89.2786 -0.707894 | 1.48 0.201231 | -11318.3 -13506.1
89.7744 -0.689608 | 5.03798 -1.14393 | -13558.9 4952.29
90.2633 -0.693928 | -1.88443 2.11363 | 29363 8191.87
90.7705 -0.694206 | -2.60603 -0.463664 | -1916.21 3761.02
91.2789 -0.697021 | -4.61166 0.781365 | -5704.66 -3126.32
91.7814 -0.721915 | -7.35863 4.88434 | -13645.5 777.741
92.2708 -0.775033 | -1.82086 -0.969022 | -1397.03 10157.1
92.7514 -0.861278 | 3.31188 0.549706 | -6294.47 -23843.4
93.215 -1.02088 | 2.10125 0.550724 | 24850.5 8866.11
93.6898 -1.19502 | -0.370191 3.31145 | 5145.3 -6077.03
94.1658 -1.38136 | 2.42825 3.75247 | -13148.7 5960.27
94.6336 -1.56071 | 3.31666 0.00242132 | -7965.15 12207.4
95.0987 -1.72259 | 2.93672 2.31254 | 12647.3 -4004.15
95.5657 -1.89403 | -1.34521 0.144067 | -24023.5 -2597.52
96.0075 -2.09254 | -0.392609 -0.333368 | 3813.69 -4118.1
96.4461 -2.30342 | 0.241542 3.70832 | 9049.4 5540.52
96.897 -2.49784 | -3.09426 -5.09871 | 6331.73 -4847.37


-78.5105 -50.1829 | -4.10004 -2.98694 | 165.066 168.033
-78.1209 -50.4951 | -2.94945 -0.271795 | -5753.32 3355.55
-77.7149 -50.7796 | -4.98314 -0.383032 | 10022.3 -4391.72
-77.2844 -51.0379 | -1.85827 2.29028 | -4695.89 -464.205
-76.8412 -51.2682 | -1.86771 -6.21811 | -8479.27 6275.22
-76.3881 -51.463 | -1.75421 1.06438 | 6980.56 -9543.16
-75.9172 -51.6302 | -1.85006 6.48788 | 8569.45 4519.4
-75.4254 -51.7493 | -3.15843 0.88967 | 6321.43 -647.186
-74.9209 -51.8247 | -1.32865 2.77257 | -13045.6 7638.37
