-76.1968 0.869383 | -0.52265 -4.55778 | 2524.34 3744
-70.5011 -12.2991 | 2.48347 1.35949 | 7237.25 -12193.6
-70.3555 -12.7855 | -0.0896221 -0.0506593 | -5821.07 -1587.18
-70.2133 -13.2727 | -2.21424 -1.60377 | -1220.94 12091.4
-70.0594 -13.7476 | 1.51271 1.2204 | 3571.04 2629.59
-69.8834 -14.2129 | -0.642818 1.22723 | -99.5412 -4199.34
-69.6922 -14.675 | -2.46295 0.217092 | 690.776 -2889.51
-69.4885 -15.1336 | -1.11477 2.97579 | -4398.69 5519.44
-69.2755 -15.5834 | -2.59235 1.70086 | 3509.43 84.1985
-69.0463 -16.0257 | -2.8504 -0.816827 | -2072.69 -4228.2
-68.8072 -16.4647 | -2.02533 0.88711 | -5174.79 -137.03
-68.5536 -16.8942 | -1.50751 1.89323 | 5874.58 596.803
-68.2639 -17.3018 | -2.83225 0.542877 | 1276.4 3643.13
-67.9395 -17.6808 | -2.22875 0.182544 | -6438.8 -5591.94
-67.5902 -18.036 | 0.0524815 -0.72256 | 2869.21 6358.37
-67.2033 -18.3484 | 0.506294 -1.12065 | 4217.59 -3105.44
-66.7838 -18.6235 | 0.44132 -0.431071 | 7246.17 -5248.84
-66.3386 -18.8664 | -1.55548 -1.94575 | -12532.1 2437.08
-65.8846 -19.0732 | 0.651954 -0.28796 | -1754.97 9682.97
-65.4183 -19.2358 | 2.76089 0.700605 | -2234.46 -8833.58
-64.9471 -19.3791 | 1.03648 1.22897 | -10031.8 3279.9
-64.4745 -19.4929 | -1.1479 0.121538 | 10095.2 -1825.68
-63.9891 -19.5761 | -1.08679 -0.445334 | 3652.71 -5875.46
-63.4958 -19.6281 | -0.644961 2.56478 | -849.212 18696.4
-63.0003 -19.6289 | -0.0862098 1.43714 | -841.273 -16969.7
-62.5062 -19.6359 | 0.433034 0.773754 | -8652.75 -3470.19
-62.0168 -19.6384 | -1.84479 -0.0271814 | 11109.1 11154.2
-61.5206 -19.6122 | -2.0955 -0.840944 | 5938.7 1804.62
-61.0203 -19.5783 | -2.69592 -0.637218 | -7962.07 -11879.2
-60.5242 -19.5641 | -2.86086 -1.87613 | -1158.46 8418.77
-60.0295 -19.5504 | -1.40832 -5.01632 | -537.104 -797.031
-59.5341 -19.5513 | 1.13585 -2.67792 | 10810 -1683.52
-59.0328 -19.5775 | 1.18287 -0.501388 | -6672.52 -4996.78
-58.5379 -19.6327 | 0.267626 -0.58289 | -9458.75 3905.05
-58.0507 -19.6985 | -1.47546 -2.32255 | 9163.11 3020.25
-57.5585 -19.7686 | -1.03107 -1.5013 | 5982.44 -1582.07
-57.063 -19.8521 | -1.17018 -2.01348 | 1818.3 1689.2
-56.5699 -19.954 | -3.71041 -0.736573 | -5715.37 -1225.58
-56.0884 -20.0861 | -2.55312 4.25187 | -7137.96 3544.11
-55.6228 -20.25 | -2.47939 0.706214 | 5396.01 -25.4584
-55.1711 -20.4534 | -2.91483 -1.8333 | -3596.95 1412.79
-54.7463 -20.7035 | 1.51379 3.23697 | -11.9296 -1790.11
-54.3548 -21.005 | -0.344407 1.54889 | 1976.66 -8657.81
-53.9979 -21.3543 | -2.16125 -0.849005 | 204.477 3790.98
-53.665 -21.7266 | 0.989144 3.82059 | 8116.79 -1110.98
-53.3433 -22.1137 | 0.570485 3.99043 | 581.399 4162.67
-53.042 -22.515 | -1.09644 2.62353 | -7254.87 -3390.45
-52.7766 -22.9404 | -1.05592 2.56039 | -758.571 -6812.53
-52.5349 -23.3851 | -2.46773 -0.306205 | 8923.47 -4640.21
-52.2914 -23.836 | -1.98176 -1.59783 | 446.224 1690.73
-52.0435 -24.2836 | -0.815172 -1.57104 | 635.2 8912.18
-51.7912 -24.7224 | -3.7124 -1.69564 | -7278.76 699.506
-51.5469 -25.1627 | -1.28135 1.89232 | 6848.96 -8369.67
-51.3 -25.6083 | 0.611778 -2.62981 | -10820.8 2146.8
-51.0554 -26.0501 | -1.81269 -4.63742 | 5172.98 9135.66
-50.784 -26.472 | -3.77515 -1.36616 | 6512.01 -7757.52
-50.4842 -26.8812 | -3.01092 -1.74967 | -5691.54 3203.49
-50.1668 -27.2722 | -1.81702 -3.96666 | -4942.09 4388.58
-49.8293 -27.6397 | 1.76545 -0.905845 | 9330.54 2595.36
-49.4615 -27.9815 | -1.4614 0.86619 | -1764.99 -9246.41
-49.0818 -28.315 | -4.01239 0.858093 | -6261.19 -24.7446
-48.6911 -28.6301 | 1.22866 1.19944 | -1053.95 9358.71
-48.2779 -28.9068 | 1.17679 -0.621404 | -668.498 -7433.55
-47.8423 -29.1516 | -0.304949 -0.441799 | 9227.33 -2119.62
-47.3753 -29.3459 | 1.57577 0.742806 | 4129.13 10305.1
-46.8856 -29.4721 | 2.48789 0.534537 | -15291.9 -2925.47
-46.3967 -29.5537 | 1.12764 0.00652289 | -7482.76 -2275.84
-45.9087 -29.5956 | -1.80801 -1.29842 | 6604.86 209.87
-45.4148 -29.593 | -0.987438 -0.363879 | 6151.44 324.141
-44.9189 -29.5458 | -0.341295 1.30339 | -5818.53 2009.41
-44.432 -29.4568 | -2.73901 -1.29437 | -3446.56 -3181.46
-43.9529 -29.3411 | -1.94254 -1.63468 | 13348.9 -9185.34
-43.4725 -29.2034 | 0.601305 -2.09454 | -1314.85 17564.8
-43.0102 -29.0064 | 0.55227 1.36053 | -13051.4 -11.9481
-42.5693 -28.7796 | -0.999262 4.05072 | 9958.12 -14380.8
-42.1222 -28.5636 | -2.36613 3.09239 | -3123.68 6390.03
-41.678 -28.3389 | -3.87491 1.42502 | 7120.63 5571.88
-41.2291 -28.1099 | -2.64485 -0.422069 | 2579.36 -3796.29
-40.7745 -27.8925 | -2.03707 -0.81682 | -11500.1 -6482.83
-40.3234 -27.6874 | -0.692211 -2.40457 | 2624.81 6212.53
-39.8696 -27.4838 | -0.327018 -1.74327 | 2651.4 -1236.53


-22.0928 87.2423 | 1.74877 2.00208 | -10240.1 7323.94
-21.6447 87.0447 | 1.35013 -0.418744 | 11097.7 -5847.85
-21.2064 86.8087 | 2.73983 -1.76937 | -5064.35 -3210.42
-20.7898 86.5363 | 0.796355 -1.78191 | 3585.15 3165.86
-20.3857 86.2433 | -1.24418 -0.998528 | 3792.83 -5511.07
-19.9928 85.9299 | -2.50582 -6.30006 | -9557.76 7499.49
-19.6141 85.6099 | 3.07022 0.476293 | 7618.32 -8910.8
-19.2335 85.2838 | 4.15445 4.81766 | -3878.55 14736.1
-18.8496 84.9739 | -0.179919 -0.0860678 | -9477.82 -8372.68
-18.4691 84.6634 | -2.94222 1.88141 | 6877 5283.49
-18.0684 84.3752 | -6.45009 -1.49161 | 9794.38 -7632.41
-17.645 84.1036 | -7.40632 -3.7895 | 1097.75 -5624.46
-17.2053 83.8528 | -2.76262 1.68182 | -462.208 18488.6
-16.7498 83.6432 | 0.182524 2.70814 | -4173.72 -16127.9
-16.2931 83.431 | -2.10772 -0.811855 | 4466.29 -11598.4
-15.8244 83.2326 | -1.43765 0.76556 | 3274.91 21689.5
-15.3341 83.1036 | -0.393664 -0.541371 | -1403.61 -2798.68
-14.8348 83.0195 | -0.310788 1.42611 | -3064.25 -7946.79
-14.3337 82.9685 | -1.96733 0.491619 | -7407.65 9693.33
-13.8364 82.9722 | -3.26944 -1.87684 | -4557.43 -7289.69
-13.3454 83.0135 | -1.39882 0.382487 | -2390.55 1741.28
-12.8627 83.1018 | 3.27323 -0.939761 | 5190.73 -7518.29
-12.3884 83.2347 | 3.04522 -2.17779 | -2584.51 11455.5
-11.9374 83.4371 | -2.81332 -0.281143 | 4710.39 3797.14
-11.506 83.6858 | -0.124846 0.296522 | -4939.48 -17106.8
-11.0915 83.9478 | 0.552913 4.21174 | -564.126 8257.29
-10.6961 84.2418 | -0.0734521 -1.10622 | 8616.96 2628.28
-10.3098 84.5573 | 1.83182 -3.07292 | -3897.44 -270.261
-9.93694 84.887 | -1.51768 2.81271 | 4748.04 -2365.02
-9.56783 85.2222 | 1.95818 -0.437173 | -2815.85 -3023.34
-9.20863 85.5659 | 1.99645 1.36268 | 509.148 12643.1
-8.85874 85.9283 | -3.00445 5.68916 | 11038 -4822.48
-8.50048 86.288 | -0.892165 5.5582 | 2440.22 -3041.81
-8.1485 86.654 | 1.05152 1.35937 | -16189.5 16878.4
-7.82725 87.048 | 2.64696 -3.83064 | 8086.39 -14494.8
-7.49675 87.4278 | -0.430991 -1.21541 | -8781.83 -5086.06
-7.16196 87.7933 | 0.773161 -2.34881 | -4714.54 846.973
-6.81371 88.1421 | -2.10115 -0.448419 | 8716.53 -6300.16
-6.43357 88.4595 | 2.67721 -3.26261 | 5057.14 15046.3
-6.03265 88.764 | 4.18802 -5.11215 | -6730.6 -10133.3
-5.61733 89.035 | 0.937645 -2.57746 | -14175.6 -387.213
-5.19321 89.2756 | 0.121751 -0.372235 | 14412 -117.301
-4.7394 89.4746 | 0.637623 2.96705 | 2614.33 1195.71
-4.26678 89.6378 | -0.645125 1.82804 | 6799.59 9520.19
-3.77938 89.7749 | -1.39227 2.91256 | -4546.18 -5280.63
-3.28527 89.8652 | 1.86402 0.685247 | -8580.56 -10189.8
-2.79151 89.9054 | -0.925525 -0.961454 | 1749.46 15874.7
-2.29589 89.9309 | -3.22926 -0.520211 | 444.393 -2948
-1.7992 89.9141 | -1.19536 -0.752895 | 4741.24 -6907.6
-1.30417 89.8414 | 2.30006 -1.39021 | -4749.51 -5126.03
-0.818728 89.7271 | 2.85322 1.72258 | 3395.16 17064.2
-0.33452 89.6078 | -0.244914 -3.72741 | 5854.69 -10326.2
0.143652 89.452 | 2.89145 -1.76675 | -14603.5 542.552
0.602481 89.266 | 3.75654 1.90153 | 8592.29 2385.94
1.05922 89.0651 | 1.76859 1.48479 | 2414.32 -4731.27
1.51218 88.8485 | 2.36306 -0.431499 | -3832.38 1480.87
1.96176 88.6299 | -1.72686 2.162 | 6045.74 10101.8
2.41663 88.4203 | 1.95331 -0.447155 | -1017.04 -10549.3
2.86419 88.1895 | 2.73899 -3.25576 | 2312.5 -3585.01
3.30565 87.9441 | 0.711875 0.46965 | -13014.8 5194.14
3.73833 87.7015 | 1.7967 2.47585 | 1332.57 26.889
4.17958 87.4764 | 0.075449 3.13875 | 6236.34 2449.65
4.63793 87.2839 | 0.305435 -1.77706 | -10094.4 8533
5.1017 87.1257 | 4.55567 -0.201672 | 5231.15 -5525.52
5.57283 86.9771 | 0.0881207 7.28489 | 3188.17 -7104.8
6.04864 86.8296 | -5.60076 2.48798 | -2448.23 2728.83
6.5292 86.6976 | -6.65275 -2.28485 | 13016.9 -8561.08
7.02412 86.5843 | -1.4088 -3.51976 | -2937.13 15806.9
7.52518 86.5184 | 0.775882 -3.17273 | -618.219 -5805.17
8.02716 86.4682 | -1.10703 0.826759 | -5908.02 -9106.94
8.5267 86.425 | -3.55981 2.33443 | 4815.32 -1494.46
9.03033 86.4176 | -4.10843 2.46728 | 1214.33 15103.7
9.52961 86.4808 | 0.162512 3.79007 | -14440.4 -13112.5
10.0089 86.5883 | -0.231435 5.55203 | -8295.19 3141.37
10.4641 86.7557 | 0.0694516 0.719925 | -213.804 10155.2
10.9021 86.9727 | -2.21026 -2.08638 | 24399.7 -15457.3
11.351 87.1915 | -0.46296 -1.66894 | -5036.49 4178.09
11.7811 87.4446 | 2.9516 1.84866 | -10811.6 9190.67
12.1789 87.7439 | 0.785413 0.692572 | 20191.6 -3457.45
12.5721 88.0621 | -2.42278 1.31823 | -16803.1 1283.44
12.9344 88.4058 | 4.52894 -3.22675 | -546.602 1642.68
13.2871 88.7598 | 0.834443 -2.66774 | 12945.1 -1826.41
13.6562 89.1047 | 0.172686 -1.3632 | -3572.72 3755.84
14.0319 89.4428 | 0.628584 -1.23192 | 736.349 -6881.28
14.4196 89.7619 | -0.920162 1.43474 | -2386.68 -7144.28
14.8118 90.0676 | 2.357 2.15943 | -10724.3 6508.94
15.1951 90.3821 | 2.10558 -0.112169 | 19358 10450.3
15.5952 90.6978 | 2.95533 -3.47356 | -5284.13 -1381.71
16.0029 90.9992 | -0.577071 -0.721717 | -11174 -6471.3
16.4211 91.2699 | -0.514371 3.42576 | 9788.27 -8283.42
16.8671 91.4976 | 1.76166 1.94349 | 5464.52 13087.2
17.3274 91.7084 | 1.55626 4.05393 | -18782.9 -2846.86
17.7879 91.8872 | 3.2379 4.22852 | -4480.28 -5818.8
18.2613 92.0112 | 1.46694 -0.498925 | 16366.7 -3695.91
18.7567 92.0777 | -1.07843 4.90028 | 3344.67 2648.79
19.2603 92.1099 | 1.63819 -0.608476 | -577.908 7008.72
19.7662 92.1235 | 1.47024 -2.26989 | 9584.49 -793.696
20.2772 92.1065 | -0.284584 1.03474 | -11676.4 -3481.63
20.7771 92.049 | -2.56803 -2.06284 | -10130.4 2408.54
21.2634 91.9572 | -4.63262 2.08378 | 7049.6 -1212.2


-45.2713 88.3481 | -0.683416 -5.67403 | 18287.8 -3047.37
-44.8198 88.1037 | -3.31182 -4.89059 | -25847.4 -187.394
-44.4128 87.8176 | -5.12422 -1.07582 | -7085.47 15176.4
-44.0291 87.514 | -2.20528 -5.27133 | 23041.9 -30992.1
-43.6437 87.1737 | -1.42484 -2.35031 | 18945 11129.6
-43.2465 86.8365 | -2.52523 -1.64161 | -23158.6 1717.71
-42.88 86.4825 | -1.51656 -2.32737 | -3269.97 -2866.73
-42.5312 86.1142 | 3.87906 0.227592 | 3487.44 7483.16
-42.1808 85.7502 | 6.85961 4.89141 | 3003.75 -8496.2
-41.828 85.3841 | 2.29277 1.11314 | -6706.03 20830.2
-41.4755 85.0354 | -2.40517 -4.88668 | -10572.8 -9975.88
-41.1348 84.6762 | 1.57187 -4.34953 | 20940.2 -5394.15
-40.7763 84.3209 | 1.99644 -4.49414 | -28065.4 13214.1
-40.4281 83.9781 | -4.01548 -1.22174 | 22497.4 -8772.87
-40.0515 83.6487 | 0.377799 -0.308502 | -5258.22 4814.12
-39.6656 83.3365 | 0.403964 -0.193134 | -19906.5 -1875.3
-39.2804 83.035 | -1.90566 1.06698 | 37901.1 -686.502
-38.8505 82.7644 | 0.741239 1.62965 | -17610.8 -10192.9
-38.4209 82.5034 | 1.56762 1.22647 | -15838.6 11206.4
-37.9852 82.2811 | -1.2816 1.496 | 12394.4 9206.23
-37.5239 82.108 | -0.882261 4.76036 | -3913.91 -8483.72
-37.0548 81.9481 | -3.00197 -3.20422 | 22231.5 -12854.8
-36.5657 81.7942 | 2.26177 -4.53303 | -2679.15 10118.7
-36.0696 81.6687 | 2.1517 -2.73315 | -5240.66 -538.565
-35.5728 81.5559 | 1.47382 -2.14047 | 13138.4 -10851.6
-35.0675 81.4446 | 0.81181 1.05076 | -14518.3 1251.74
-34.5677 81.3597 | -0.585173 -0.0313661 | -15286.2 13019.7
-34.0744 81.3298 | 0.700186 -2.42295 | 4016.3 -7899.67
-33.5786 81.3379 | -1.28009 -5.3955 | 6273.83 2265.81
-33.0801 81.397 | -1.9707 -2.9154 | 14349.4 678.6
-32.5793 81.5122 | -2.53928 -2.5211 | 10167 20961.6
-32.0885 81.6961 | -2.42523 -0.877931 | -18751.3 -13968.2
-31.6214 81.8979 | 4.41853 -0.988472 | -15405 -13348
-31.1723 82.1023 | -5.39114 4.55512 | 3854.3 7338.76
-30.7298 82.3233 | -1.67408 1.40253 | -3413.27 -9338.86
-30.2927 82.5473 | 1.01374 0.604128 | 1366.52 19999.8
-29.8585 82.7914 | 1.16344 -1.42354 | 14376.6 -19436.2
-29.4054 83.0049 | 1.10419 0.721668 | -14400.7 7254.96
-28.959 83.2206 | -2.37635 -1.32251 | 6282.22 4783.17
-28.5059 83.4331 | -5.0099 1.8917 | 5346.34 -2737.45
-28.0416 83.6261 | -3.33429 3.23488 | -8778.43 -333.12
-27.5746 83.7981 | -3.69276 -2.0918 | 2547.8 -6392.45
-27.0991 83.9413 | -0.726384 1.18977 | -6973.73 6470.29
-26.6223 84.0738 | 1.79831 4.15894 | 20289.5 -7898.59
-26.1308 84.1858 | -1.01215 6.67501 | -25056.1 22094.5
-25.6546 84.31 | 0.455624 1.00335 | -3557.31 -26573.7
-25.1726 84.38 | -0.951463 -5.19376 | 26546.7 15932.9
-24.6719 84.4346 | 0.706029 -0.433531 | -18143.1 -4680.99
-24.1789 84.4588 | 2.25272 1.01528 | -185.5 4843.32
-23.6875 84.4558 | -0.98828 1.49048 | -4609.62 -11000.4
-23.2015 84.411 | 2.17354 -1.8987 | 590.762 10949.2
-22.7173 84.3584 | 0.889621 -4.08334 | -2187.94 1955.25
-22.2364 84.2897 | -2.66018 0.312414 | 3991.94 4436.38
-21.7575 84.1917 | 0.478758 6.12041 | 6319.55 -20512.6
-21.2848 84.0347 | -1.97363 2.57865 | 7322.59 2441.94
-20.8107 83.8652 | -1.35929 -0.320236 | 3963.99 15709.4
-20.3321 83.7121 | 1.68985 7.42013 | -5282.24 2418.34
-19.8651 83.5445 | 0.517481 -1.09697 | -22603.5 -12451.6
-19.4312 83.3311 | 1.87992 2.91533 | -3056.09 13330.6
-19.0056 83.1142 | -0.799226 4.93105 | 14234.1 -3811.79
-18.5702 82.8935 | 4.7271 2.35162 | 10577.3 -9466.27
-18.1266 82.6645 | 4.06405 2.18898 | 2478.13 83.9006
-17.679 82.441 | -2.28589 -0.555332 | -20297.4 12272.2
-17.2382 82.2342 | -3.15249 0.717929 | 18614.6 -9996
-16.7825 82.0293 | -2.95498 0.0376715 | 3574.49 -9680.64
-16.318 81.83 | -1.75209 -3.51927 | -5214.97 13226.8
-15.8452 81.669 | 1.93505 -0.126292 | -3002.77 771.954
-15.3676 81.5353 | -3.15205 2.46412 | -4814.04 674.495
-14.889 81.4177 | -1.81335 -1.0925 | 2490.15 -13005
-14.4051 81.3043 | 7.03692 5.61016 | 10277.9 329.908
-13.907 81.2317 | 0.182821 -0.0426221 | -6323.07 13677.6
-13.4067 81.2298 | -0.894476 -0.795491 | 10607.1 -4816.81
-12.9036 81.275 | 2.14229 -0.648318 | -16907.5 -1261.62
-12.4181 81.3627 | 1.63225 -2.54906 | -13885.9 -1424.54
-11.9494 81.485 | -1.05244 2.02472 | 24971.8 -5468.73
-11.4734 81.6304 | 0.127055 4.07462 | -7213.47 8595.69
-11.0148 81.8218 | 0.863105 1.21191 | -4033.07 -2701.98
-10.5724 82.0437 | -2.16376 1.75498 | 10345.8 -190.964
-10.1339 82.2876 | -2.40753 0.216222 | 5142.72 9326.3
-9.70399 82.5581 | -1.66551 2.74373 | -3394.68 -12929.9
-9.28528 82.8357 | -4.03755 1.20796 | -5006.93 10887.4
-8.88579 83.1401 | -1.35362 2.02098 | -3131.06 -4321.53
-8.49389 83.4476 | 1.64423 2.75285 | 1687.99 -12572.7
-8.09696 83.7424 | 1.3728 0.612541 | 4250.29 9553.36
-7.70147 84.0501 | 2.27751 4.30251 | 7914.22 6564.58
-7.30995 84.3739 | 3.02055 0.830639 | -9209.28 -2644.6
-6.93495 84.7082 | -1.0433 2.1684 | -5756.21 -4362.83
-6.56959 85.0442 | 0.75266 4.50696 | -2864.12 -839.103
-6.20167 85.3749 | -0.245876 0.111024 | 12925.2 -1392.12
-5.81329 85.6913 | 3.22226 0.924659 | 141.442 11593.1
-5.41942 86.0068 | 2.82516 5.3069 | -12878.7 -13209.1
-5.02463 86.2986 | 1.76525 -0.585415 | -15814.5 -11319.6
-4.6272 86.5637 | 0.863828 0.905093 | 11837.2 17871.1
-4.20668 86.8162 | -0.107621 -2.90076 | 21197.6 -6792.18
-3.74991 87.0262 | 1.35917 -3.52177 | -12726.8 3427.84
-3.2866 87.2167 | 1.11774 0.436889 | 23160.4 11628
-2.80023 87.3947 | -3.2899 3.98769 | 2027.07 -5775.48
-2.30379 87.5441 | -3.56776 2.68133 | -21947.9 1255.36
-1.81593 87.6714 | -0.568813 -2.37438 | 582.974 -4779.26
-1.32269 87.7617 | 4.76258 -0.784057 | -728.342 -221.754


39.6825 11.326 | 1.73616 4.64455 | -4621.54 -2293.05
40.1097 11.5772 | 1.09301 2.49656 | 1925.44 3315.06
40.5297 11.8455 | 1.12222 -1.38575 | 6178.69 -549.354
40.9497 12.1202 | -1.69057 1.43734 | -1680.15 -432.116
41.3644 12.3997 | -0.339164 -0.476801 | -7678.37 -4360.99
41.7695 12.6801 | -2.12195 0.291985 | -8904.36 -7852.57
42.1676 12.9576 | -2.71237 2.89263 | 11452.1 9687.84
42.5728 13.2413 | 1.05425 -0.73817 | 2584.92 3460.64
42.9862 13.5218 | 0.523577 -1.38445 | 6218.23 -4212.88
43.4146 13.7853 | 0.958851 -1.65248 | 736.147 11088.5
43.8516 14.042 | -0.576771 0.355817 | -6544.77 -5396.72
44.3005 14.2653 | -2.97824 -0.110696 | 3464.86 -8329.7
44.7698 14.4386 | -1.77834 -4.01277 | -1662.83 8.8581
45.2497 14.5765 | -1.6047 -0.21968 | -2524.78 5044.17
45.7346 14.6937 | 2.50734 0.538736 | 4706.37 536.14
46.2273 14.7848 | 3.10569 -1.17804 | -8045.16 -3309.26
46.7196 14.8448 | -1.9456 4.9011 | 1449.22 1836.5
47.2151 14.8799 | -2.12794 2.15171 | 5120.32 9061.23
47.7151 14.8901 | 0.683271 -0.232143 | -4146.2 -12811.2
48.2113 14.841 | 0.121674 -0.899508 | 4913.24 2043.35
48.7047 14.7509 | -0.48938 -2.52082 | -143.343 765.727
49.1905 14.6289 | -0.160666 -1.94677 | -7142.11 4491.14
49.6638 14.4821 | -1.28522 -1.57944 | -307.151 -3574.27
50.1272 14.3068 | -1.95634 -0.80351 | 1491.65 1338.96
50.5857 14.1141 | -3.28648 -1.72145 | 10860.7 -4732.4
51.0464 13.9074 | -1.02872 -1.06635 | -3948.91 2782.77
51.502 13.6972 | 0.2577 1.22736 | -8514.99 8371.26
51.9496 13.4889 | -0.97568 1.5757 | -86.205 -2935.3
52.3906 13.2685 | 0.472588 1.38355 | -3449.14 -4459.37
52.8248 13.0353 | -0.158131 1.27073 | 6625.82 3962.97
53.2654 12.8078 | -0.992524 -0.577344 | 3594.39 -2084.84
53.7102 12.5825 | -0.827958 0.540192 | -7876.89 -898.69
54.1526 12.3592 | 0.0955013 2.93571 | 8361.39 2394.94
54.6056 12.1472 | 2.84918 2.7386 | 2494.83 -9258.79
55.0658 11.9377 | 2.36374 2.5429 | 6807.86 3793.71
55.5388 11.7504 | -0.585558 -1.10703 | -7787.46 -157.941
56.0144 11.5857 | -0.619995 -2.73769 | -10251.5 3263.63
56.4924 11.4526 | -2.74256 -3.859 | 11591.8 5339.3
56.9858 11.3559 | -1.80227 -2.05862 | 6947.31 -9392.92
57.4874 11.2728 | -1.39237 -1.72917 | -11205.2 1904.13
57.9849 11.2131 | -2.0939 0.743423 | -5293.23 4979.64
58.4816 11.1831 | 0.894508 3.38175 | 12682.1 -2997.87
58.9873 11.1706 | 0.724106 2.48178 | 2070.43 -7186.18
59.4957 11.1741 | -0.451142 1.01519 | -2933.54 7320.86
60.0007 11.2205 | -0.95576 0.668972 | 428.441 1009.67
60.5006 11.3084 | 0.338106 -0.902852 | 3040.55 889.316
60.9939 11.4348 | 2.63429 1.41522 | -1898.81 -3715.84
61.4732 11.5957 | 1.40658 -2.15716 | -14563.1 -3911.42
61.9248 11.7985 | 0.0649594 -2.38886 | -1336.55 6180.22
62.3531 12.0502 | -0.161984 -1.17373 | 16711.9 9695.89
62.7756 12.3358 | -0.814544 -2.79623 | -1793.28 -7343.71
63.1898 12.6309 | 0.390591 -3.1146 | 1447.69 906.361
63.5971 12.9378 | -0.631241 -1.96073 | 613.462 6855.63
63.9964 13.2592 | -1.31224 0.395101 | -3808.12 -3411.49
64.3928 13.5778 | -3.62542 3.33235 | -1283.97 -10305.5
64.7938 13.8794 | -6.49572 1.57061 | -8958.07 -3330.14
65.1918 14.1745 | -4.02111 -0.852283 | 4735.12 5442.04
65.5937 14.4711 | -1.41507 -0.210349 | 3175.73 1484.29
66.0009 14.765 | -0.715578 -0.346363 | -4145.84 -2011.56
66.4112 15.0518 | 1.25731 -2.8756 | 3041.67 7152.35
66.8334 15.3308 | -0.335027 -2.74054 | 14957 -2431.1
67.2829 15.5826 | 0.65064 -1.78038 | 3594.4 3337.6
67.7479 15.8117 | -0.0180523 -0.883065 | -12244.6 -2337.14
68.2167 16.0096 | -3.62223 2.40163 | -10468.9 -14985.6
68.6925 16.157 | -3.1116 0.635119 | 6041.71 12435.9
69.1809 16.2765 | -3.10186 2.88014 | 4617.67 -6731.23
69.6813 16.3454 | 1.08897 6.32054 | -6105.08 -1207.41
70.1821 16.3694 | 2.21358 3.18148 | -1022.26 161.204
70.683 16.3574 | -0.899578 2.01283 | 6154.68 2395.47
71.1871 16.3179 | -2.36051 4.04389 | 6498.69 375.04
71.6921 16.2482 | -2.40599 1.91797 | -9657.41 -5451.67
72.1853 16.142 | -0.565638 -0.11372 | -798.044 2406.92
72.672 16.0175 | 0.37782 -3.8258 | 1268.22 8039.71
73.155 15.8845 | -0.601819 -3.46439 | -5659.6 -2999.47
73.6257 15.7227 | -0.51207 0.143809 | -1768.55 -8951.02
74.0845 15.5285 | -1.90944 3.28497 | 523.102 7297.18
74.542 15.3341 | -0.658058 3.28972 | 7341.84 6038.22
75.0053 15.1433 | 3.38136 1.89342 | 5498.88 -9717.92
75.4653 14.9303 | 2.431 -2.14738 | -9163.84 -2017.7
75.9119 14.6989 | 2.53503 -1.69296 | 1302.81 -150.422
76.3578 14.4673 | 0.633299 -0.516581 | -3031.47 6573.83
76.8087 14.2549 | -1.54453 -1.95989 | -1347.07 954.191
77.2681 14.0623 | -0.697169 -3.19828 | 12826.1 -2506.41
77.7435 13.8866 | -1.80265 -1.28307 | -2690.27 -3014.76
78.2228 13.7227 | -0.668603 0.264045 | -6590.89 1164.86
78.7036 13.5783 | 2.18704 0.796619 | 3084.33 7929.19
79.1919 13.4623 | 3.18264 -1.74389 | -2466.13 -6274.21
79.6817 13.3524 | 1.81483 -0.418478 | 7328.25 1927.05
80.1777 13.2508 | 1.28986 2.23162 | -1812.72 -1871.39
80.6729 13.1484 | 2.5471 1.8409 | -5061.86 -6251.55
81.166 13.0427 | 1.57074 -1.59588 | 11706.9 884.573
81.6696 12.9576 | 2.24817 -2.29683 | -8907.27 4535.78
82.1716 12.9095 | 3.40864 1.77973 | -9074.75 668.86
82.6693 12.9007 | 0.319697 -1.09202 | 5578.79 2626.04
83.1698 12.9324 | -0.900145 -3.7628 | 7874.77 -241.763
83.6735 12.9957 | -1.53346 2.98654 | 1540.4 -32.2864
84.1743 13.0856 | -2.28756 4.18987 | -7315.89 -2873.88
84.6655 13.1978 | -0.743165 -0.673679 | 157.551 4127.9
85.15 13.3363 | 0.387356 -1.04326 | 2219.07 -5719.06
85.6303 13.4895 | 2.81232 -3.61395 | -5274.26 2365.07


-27.3028 -75.0342 | -0.696964 -1.5001 | -12670.1 1837.08
-26.8367 -74.8793 | -0.00411778 -0.357787 | 17767.6 -5925.29
-26.3611 -74.7181 | 2.29246 -1.52843 | 4765.44 8048.83
-25.8871 -74.534 | 3.75673 5.94817 | -5530.05 358.15
-25.4218 -74.3344 | 4.11169 3.00024 | 3634.94 -5338.63
-24.9579 -74.1308 | 2.27558 -2.31471 | -3443.01 5987.86
-24.5012 -73.9125 | 1.16147 0.222402 | 146.114 -1946.03
-24.0461 -73.6934 | 4.14663 -1.03785 | -2343.16 -2425.99
-23.5902 -73.4805 | 2.76049 -3.01978 | 2892.6 -1819.26
-23.1297 -73.2756 | -2.01244 -0.814694 | -2815.71 8919.03
-22.6689 -73.0713 | -3.56266 0.211336 | -2763.97 -13392.8
-22.2013 -72.896 | -3.37883 0.210771 | 4562.07 3651.9
-21.727 -72.7323 | -3.10385 0.479532 | -7303.72 2540.97
