-4.61057 12.4943 | 3.31514 3.07073 | 4595.37 -3630
33.7561 70.3022 | -2.52262 -2.26125 | 4544.68 1062.57
34.2502 70.2659 | 0.0123322 -2.45319 | -43.2078 -2580.48
34.7453 70.2565 | 0.57203 -3.51228 | -6528.3 1911.35
35.2349 70.2832 | 1.90719 -2.35018 | -4155.07 -5152.6
35.719 70.3442 | 2.44631 -1.09524 | 12763 486.083
36.2043 70.4544 | 0.937472 -0.0222251 | 12127.5 12717.1
36.6829 70.6306 | 2.71689 -0.303106 | 982.695 2060.29
37.1459 70.8529 | 0.960181 -6.07064 | -11373.2 -10015.6


49.9354 -18.9291 | -2.74191 0.0340926 | -14031.4 -23762.1
50.2334 -18.5602 | -7.38682 1.18914 | 5212.38 5704.55
50.544 -18.1934 | -1.20761 3.88996 | -456.518 15397.2
50.8564 -17.8165 | 0.17041 0.222061 | -167.132 -2487.41
51.1836 -17.4523 | -1.40167 -0.569801 | 3462.85 -5592.35
51.536 -17.1136 | 0.686655 -1.68512 | 5.9882 5750.52
51.9047 -16.7905 | -2.17203 3.50917 | -11420.3 -513.042
52.2841 -16.4897 | -0.607584 2.23201 | 7463.05 -14057.3
52.6915 -16.2297 | 1.47914 -0.640996 | 2355.06 21905.1
53.1094 -15.9692 | 0.549703 1.02571 | -1336.68 1685.47
53.5422 -15.7334 | -2.61633 1.18458 | -1574.54 -11785.6
53.9966 -15.5519 | 0.955286 -1.85535 | 3296.24 5838.31
54.4699 -15.4095 | 5.00622 -1.07717 | 18379.3 -1223.5
54.9648 -15.3046 | 3.37916 -0.82051 | -12935.1 14277.3
55.4574 -15.2175 | 3.98719 -5.70243 | -4046.04 -14346.4
55.9529 -15.1887 | 3.98597 -4.90727 | 11873.1 -36.4209
56.456 -15.2029 | 3.75264 0.581972 | -8235.51 2059.05
56.9537 -15.2433 | 1.60895 -0.262868 | 5439.59 784.25
57.4521 -15.3005 | 2.28364 -2.14522 | -7086.5 4131.17
57.9443 -15.3688 | 4.52845 -2.7329 | -412.924 -4190.41
58.434 -15.4569 | 0.90704 -3.33712 | 11345.1 -2205.1
58.9296 -15.5565 | 0.718897 -1.03227 | 1389.35 4306.65
59.4253 -15.6568 | 0.779575 -1.56124 | -15300.3 -8760.68
59.9106 -15.7645 | -0.479098 -1.52263 | 6506.78 15479
60.4019 -15.8448 | 1.43921 4.78565 | -5372.73 -16300.8
60.8922 -15.9255 | 1.25111 5.61873 | 10191.5 8415.55
61.3921 -15.9691 | 1.2664 3.42337 | -8693.88 10430.6
61.8879 -15.9746 | 2.81134 3.89414 | -6025.43 -17683.1
62.3797 -15.9831 | 2.34442 0.305657 | 7223.17 10477.1
62.8759 -15.9646 | 0.139933 4.32292 | 1563.17 -3071.96
63.374 -15.932 | 0.642654 2.78328 | 7901.39 -6398.19
63.8766 -15.8862 | 1.30527 3.35358 | 55.7267 9974.15
64.375 -15.8013 | 1.72854 1.43863 | -9052.95 1765.98
64.8632 -15.6908 | -3.13756 2.68019 | 8494.6 -6299.03
65.3541 -15.5786 | -2.90287 3.45982 | -3738.48 708.608
65.8398 -15.4609 | 1.42477 -1.69447 | -17017.5 -8393.98
66.3122 -15.3415 | 1.12677 -1.52643 | 4272.83 8346.53
66.7826 -15.2036 | 2.84077 -2.07058 | 3909.72 246.566
67.2562 -15.0612 | 1.4573 -0.779998 | 18012.8 -6569.48
67.7408 -14.9249 | 3.33184 -1.57822 | -23710.1 -2281.72
68.2054 -14.7703 | 0.82267 1.78678 | 2179.92 9993.73
68.6596 -14.5821 | -2.91304 -2.58896 | 6150.61 -7138.25
69.1134 -14.384 | -4.11831 -2.05813 | 7239.14 7522.96
69.5658 -14.1661 | -4.47816 -2.10664 | -48.2723 -2144.98
70.0131 -13.9372 | -1.20794 -6.06199 | 817.546 2586.51
70.4531 -13.6969 | 1.44613 -3.88323 | -22615.3 -7315.36
70.8764 -13.4569 | 1.40558 0.651529 | 9203.11 2218.27
71.3126 -13.2284 | 1.19466 -2.29903 | 20129.1 4323.56
71.7739 -13.0201 | -0.529032 1.35556 | -7651.78 -2684.38
72.2404 -12.8334 | -6.47454 0.31864 | -7076.51 145.816
72.7096 -12.6649 | -3.20557 -1.43581 | 10766.1 -242.479
73.1919 -12.5173 | 1.12791 -0.502475 | -5309.05 4972.66
73.677 -12.3852 | -3.44581 2.82952 | 949.677 -2669.85
74.1693 -12.2843 | 0.329 0.980676 | -1341.58 -5342.57
74.6672 -12.2206 | 2.09294 -1.49567 | 5842.39 6802.28
75.172 -12.1792 | 0.308563 4.08104 | 1662.34 -10894.2
75.681 -12.171 | 0.29577 -0.686974 | 10366.5 11926.3
76.1959 -12.1641 | 0.952457 1.46666 | -13757.3 -960.17
76.7022 -12.1728 | 1.98763 3.87971 | -2861.21 -5588.64
77.204 -12.2075 | 1.70873 0.063563 | 12.7667 6843.21
77.7037 -12.2565 | 1.3726 0.865101 | 248.514 6932.2
78.1992 -12.3352 | 1.06863 -0.599368 | 3864.7 -16005.4
78.6827 -12.486 | 5.80627 -0.252532 | 2215.18 -7628.05
79.1477 -12.6926 | 4.56068 -1.87083 | -17947.3 12991.6
79.5901 -12.9144 | 4.43504 -3.32089 | 2662.02 3232.78
80.0301 -13.1396 | 0.103088 -1.46104 | 11157.9 -1329.33
80.4762 -13.3695 | 0.343945 0.104652 | -310.925 -3225.64
80.9182 -13.6132 | -0.443371 0.0625749 | 7223.12 -3682.54
81.3571 -13.8718 | 1.9326 -3.70678 | -13385.5 -2747.83
81.7815 -14.1419 | 7.42484 -1.38764 | 4486.5 11464.4
82.2119 -14.3965 | 1.75916 0.340293 | -3236.92 3522.86
82.6403 -14.6479 | 2.3341 0.552034 | -1606.13 -10042.3
83.0606 -14.9162 | 3.70742 1.5283 | -1153.24 -5272.49
83.4802 -15.1853 | -4.14715 2.68917 | -9275.6 22407.7
83.9088 -15.4172 | -1.86992 4.43492 | 11693.5 -15455
84.3534 -15.6424 | -0.981648 3.23224 | 9107.88 -3652.99
84.8137 -15.8509 | -2.56407 -0.508643 | -15242.7 2541.72
85.2763 -16.0302 | 2.05932 5.46746 | 3593.69 2575.12
85.754 -16.1643 | -0.120321 1.70221 | -1369.12 -1482.54
86.2418 -16.2484 | 0.124933 0.752605 | -3502.91 1201.84
86.7351 -16.2734 | 0.849417 5.29665 | 10433 3515.91
87.237 -16.2378 | 2.78114 -1.27827 | 18122.9 3093.18
87.7467 -16.1543 | 2.35327 -3.35738 | -8529.32 -2828.48
88.2455 -16.0401 | 2.01792 1.75062 | -9964.69 -1003.55
88.7314 -15.9031 | 3.23166 2.29258 | 7397.93 -1901.96
89.2165 -15.7522 | 3.73528 0.574565 | 1341.35 -3254.43
89.6955 -15.5844 | 4.20279 -0.435161 | -12470 7181.58
90.1554 -15.3849 | 1.26219 1.61612 | 1310.87 -10240.6
90.6088 -15.1758 | 0.211759 1.74322 | 6995.98 14047.9
91.0574 -14.9411 | -0.243667 1.18832 | -4585.8 -14374.7
91.4996 -14.7085 | -2.4446 2.68761 | -2878.71 -3298.15
91.9296 -14.4611 | 4.36285 -2.4768 | -7333.73 21349
92.3398 -14.1765 | 0.166325 0.907506 | 14795.8 -16528.5
92.7641 -13.9107 | -3.09592 0.442734 | -9486.36 -5174.59
93.1825 -13.651 | -2.60999 0.299818 | -15225.8 -253.223
93.5849 -13.3812 | 2.02112 3.89577 | 23491.6 3580.97
93.996 -13.1028 | 1.4771 2.31513 | -15128.5 6818
94.3874 -12.8045 | 2.27094 -1.61598 | -4288.26 -5782.47
94.7773 -12.513 | 1.7781 -3.36801 | 4422.53 -5408.17
95.183 -12.2449 | 0.913695 1.11067 | 9958.57 10036.7


5.0925 30.3959 | 0.403936 4.90203 | 768.484 -6077.13
5.45482 30.7372 | -0.461877 2.5767 | 1360.51 10046.2
5.784 31.1185 | 3.37032 2.50503 | 4283.13 1728.22
6.08017 31.5305 | 2.36837 6.28979 | -7296.99 5769.56
6.33545 31.9703 | -2.16206 6.38767 | 4946.67 -7117.02
6.57239 32.4172 | 2.30488 1.85367 | -3081.46 -1918.8
6.78899 32.8718 | 4.10809 1.9968 | 2466.87 2485.63
6.99112 33.335 | 3.15077 2.07719 | -626.931 -111.956
7.17748 33.8045 | 1.96169 0.462711 | 1523.06 -1108.84
7.34863 34.2783 | 1.18306 -1.96254 | -2819.97 -6597.12
7.49663 34.7537 | -1.14807 -1.67573 | -5381.89 -3110.96
7.61739 35.233 | -0.0630112 -0.522743 | 218.227 3763.71
7.72541 35.7179 | 0.938971 0.0504142 | 754.142 3366.28
7.83702 36.2043 | 0.336588 0.435649 | 1452.22 -5767.35
7.96689 36.6825 | -0.413413 1.9984 | -1468.1 -2136.95
8.11941 37.1518 | -0.521435 0.323521 | 1997.16 10.5463
8.30104 37.612 | -1.09535 -1.83532 | 6125.55 8680.19
8.51057 38.0679 | -2.92927 -0.0933912 | -5770.75 -183.29
8.73259 38.5163 | -2.93209 1.99387 | -3933.83 -6712.95
8.97161 38.9507 | -1.47687 2.34676 | 1754.31 7266.94
9.23847 39.3745 | -3.23957 3.10725 | 7273.81 4336.33
9.54588 39.7776 | -1.74087 2.63235 | 4175 1028.15
9.89106 40.1517 | 0.349989 1.13186 | -9410.97 -7249.28
10.2607 40.4903 | -0.451855 0.00465855 | 2288.52 -4373.51
10.658 40.7938 | -1.48772 -2.35329 | 1613.43 7564.34
11.0735 41.077 | -0.466719 -3.52671 | -5389.5 -5828.3
11.5016 41.3327 | -0.277634 -4.21276 | 4242.54 2087.47
11.944 41.5685 | -3.81761 -2.79584 | 481.977 6009.9
12.3951 41.7892 | -2.37526 -4.28948 | -10146.3 -9745.29
12.8503 41.9783 | 0.90658 -4.45789 | -4864.98 -579.49
13.3105 42.1435 | -0.0470494 -4.73832 | 5907.19 7418.72
13.782 42.2913 | -3.8264 -1.57906 | 4995.58 -9222.47
14.2662 42.4062 | -4.08163 0.584828 | 6429.51 8884.35
14.7587 42.5151 | -0.52092 0.763861 | 1586.25 8521.26
15.2561 42.6158 | 0.780573 5.0586 | 3120.33 -16746.8
15.7608 42.6741 | -0.402162 3.96159 | -1588.89 2859.49
16.2659 42.7212 | -0.976214 0.586836 | -2873.38 4284.52
16.7683 42.7753 | -0.123222 3.15265 | -55.9569 -5857.96
17.2681 42.8371 | 0.0787143 1.86974 | -8255.01 8325.17
17.7577 42.9296 | -1.20479 -0.384015 | -1949.79 -4229.75
18.2419 43.0391 | 0.785935 1.58529 | 7323.91 -1336.03
18.7253 43.1666 | 2.75391 2.60857 | -6910.22 2701.38
19.1975 43.3216 | 2.37967 3.99018 | 3631.23 1540.18
19.6637 43.4977 | 0.909651 4.66642 | -2445.32 -9510.61
20.1213 43.6839 | 1.56937 0.974185 | -8816.81 3043.99
20.5612 43.8992 | 1.35384 1.52293 | 9602.5 1176.57
20.9938 44.1414 | -0.580372 2.55959 | 8176.15 -2534.5
21.4135 44.4131 | 0.355272 0.773369 | -10232.2 8503.4
21.795 44.7327 | 1.57889 0.787263 | -1006.9 -8464.35
22.1476 45.077 | 1.40027 1.03826 | -3472.29 -3279.55
22.4732 45.4434 | -0.45833 4.11764 | 8728.47 7925.7
22.7826 45.8339 | 3.78866 3.29492 | 1740.63 3018.67
23.0737 46.2425 | 3.48627 1.07566 | -2641.35 -967.238
23.3475 46.6624 | 0.198096 0.15597 | 7211.27 505.605
23.6149 47.0895 | 1.04076 -1.63772 | -4673.49 1281.89
23.8644 47.5272 | 0.478142 0.540822 | 13.9307 2395.28
24.1024 47.9725 | -1.93412 4.31446 | 2468.21 -3817.75
24.3373 48.4174 | -1.97981 2.44202 | -5569.19 -1022.82
24.565 48.8633 | -3.15403 0.305915 | 2527.24 956.526
24.7991 49.3067 | -1.35457 -0.388101 | 1720.51 -2983.04
25.0442 49.7431 | -1.05449 0.84054 | -1853.28 2943.02
25.2968 50.1766 | -0.88173 3.29944 | 1552.91 203.673
25.5625 50.6028 | -1.48351 6.07979 | -754.973 528.769
25.8422 51.0187 | 1.53314 3.6063 | -5874.88 -6559.44
26.1365 51.4151 | 4.54891 0.466786 | -7124.54 -11491.9
26.4512 51.7846 | 1.39587 3.26221 | 11289.8 11695.2
26.797 52.1404 | -2.41991 4.86499 | 2904.44 11806.5
27.1673 52.4826 | -5.46607 5.5907 | -4708.27 -4130.83
27.5649 52.7864 | -1.78121 3.87666 | 2629.22 -9946.13
27.9973 53.0325 | -0.0333314 4.36583 | -2056 2333.98
28.4508 53.2361 | -3.58509 6.70463 | -484.042 1848.08
28.9191 53.4047 | -5.56111 3.92823 | 3356.06 5182.2
29.4008 53.5412 | -3.80101 -3.21925 | -3943.29 -9895.42
29.8906 53.6319 | -1.82309 -4.35982 | 8796.59 2430.46
30.39 53.7017 | -1.16712 -1.96885 | 3216.26 10329.4
30.8932 53.7702 | -2.34273 -0.766112 | -5606.51 1176.86
31.3954 53.8186 | -3.14043 -0.146618 | -1123.09 -4341.5
31.8979 53.8218 | -1.41289 4.1504 | -557.102 -8624.9
32.3965 53.7707 | 0.0101063 3.91554 | -7143.65 4032.75
32.8862 53.6911 | 0.19812 1.09868 | -718.544 2657.97
33.3717 53.5959 | -0.617527 0.541517 | 3342.25 -4871.21
33.8574 53.4885 | -0.132394 1.1945 | 787.345 6226.19
34.3446 53.3904 | 0.920593 4.72899 | -4529.5 2118.92
34.8306 53.2985 | -0.165214 0.856586 | 5966.89 -6420.66
35.3205 53.2032 | 0.178432 -0.341051 | 2580.85 6244.06
35.8135 53.117 | 0.429777 2.52014 | -3536.77 -3932.46
36.3038 53.0269 | -0.580985 2.74811 | -2324.8 840.12
36.7919 52.9366 | -0.723195 3.36819 | -1750.27 -277.994
37.2795 52.8479 | -1.27577 1.61973 | 5958.86 -4721.79
37.7716 52.7641 | -0.0100517 0.975791 | -5183.87 267.507
38.2636 52.7048 | 0.110576 -1.90565 | -3746.1 7051.08
38.7547 52.6892 | 1.47003 -4.33733 | -4749.13 -2832.06
39.2409 52.707 | 3.50973 2.95555 | -9324.46 -2757.38
39.719 52.755 | 2.57224 6.28919 | 10654.3 -2915.31
40.1994 52.8355 | 1.23907 1.38406 | 4907.62 7268.87
40.6751 52.9616 | 1.21077 1.61749 | -2266.69 -6733.68
41.1401 53.1165 | 1.83717 4.09673 | -3192.06 811.644
41.591 53.3045 | 1.33262 3.42996 | 5054.81 -589.685
42.0332 53.5219 | -0.954039 0.590965 | 10995 4990.35
42.4679 53.7717 | -1.97404 -3.62653 | -3667.44 -840.309


-29.3684 -41.8716 | 2.12566 -2.64675 | 1215.07 -1028.43
-28.9074 -41.6755 | 1.10551 -2.71516 | 1777.18 2072.83
-28.435 -41.5048 | -1.37378 -0.980067 | -3930.15 588.512
-27.957 -41.3587 | -1.47685 -3.18487 | -852.897 919.648
-27.4724 -41.2414 | -2.80377 -3.33636 | -1521.95 -4389.44
-26.9821 -41.1614 | -3.88163 -2.86517 | -728.068 -1316.1
-26.4887 -41.1101 | -3.14792 -3.2502 | 1944.48 4179.82
-25.9926 -41.0727 | -1.96474 -0.815151 | -2189.98 -1946.65
-25.4965 -41.0497 | 0.388505 -0.45876 | 3889.02 5002.76
-24.9969 -41.0337 | -2.31662 0.122864 | 4434.78 -1345.04
-24.493 -41.0364 | -3.92101 -1.98075 | 3693.1 -6857.88
-23.9855 -41.0641 | -1.98953 -1.45199 | 9483.33 5182.32
-23.4721 -41.0973 | -0.131585 2.40751 | -4581.98 -2749.12
-22.9629 -41.1394 | -0.433665 1.68112 | -13379.6 -2802.35
-22.464 -41.1831 | -0.767215 1.33019 | -4237.6 2211.57
-21.9688 -41.207 | 1.38439 1.22578 | -1924.82 5664.3
-21.4756 -41.1976 | 2.76755 1.74624 | -2281.15 -3007.32
-20.9849 -41.1657 | 0.735722 2.31324 | 2920.39 -6575.02
-20.4947 -41.1121 | -0.196379 1.13691 | 1423.8 9596.99
-20.0096 -41.0124 | -0.945577 2.66313 | -1228.56 -492.401
-19.5322 -40.8824 | -1.87391 2.45754 | 1605.69 -7157.62
-19.0596 -40.738 | -1.66411 1.21149 | -1899.97 1236.95
-18.5966 -40.5683 | -2.2511 -0.059765 | -1831.88 2738.69
-18.1452 -40.371 | -1.26195 1.09254 | -535.932 3602.57
-17.7002 -40.1572 | 1.51181 1.61036 | 8813.04 -5299.16
-17.2475 -39.9506 | 2.19058 0.87958 | 2771.35 -3774.99
-16.7925 -39.7468 | 0.423405 1.07818 | -4567.54 -1243.24
-16.3496 -39.5263 | -0.0282437 0.650396 | -10162.2 1013.59
-15.9312 -39.2743 | 0.490311 2.08089 | 351.523 2990.57
-15.53 -38.9947 | 0.696975 2.90392 | 7478.63 -4885.83
-15.1351 -38.704 | 1.62527 1.28251 | -7629.7 -2117.98
-14.7593 -38.3969 | 1.32616 -0.0863308 | -3017.36 -406.64
-14.3994 -38.0744 | -0.157144 -0.934994 | 1763.55 2529.38
-14.0446 -37.7435 | 1.21135 -0.386085 | 4181.78 -2472.93
-13.6832 -37.4161 | 1.2944 0.673816 | 6400.78 5169.9
-13.3135 -37.087 | -1.01867 0.485838 | 4677.43 8890.93
-12.9384 -36.7526 | -0.536622 0.121671 | -120.411 2.25489
-12.5564 -36.4246 | -0.578664 0.615444 | 789.677 -3127.1
-12.1629 -36.1125 | -2.35417 1.49616 | -5563.35 265.269
-11.7608 -35.817 | -2.67133 1.96652 | 564.78 -1608.27
-11.3415 -35.5478 | -2.21558 2.4897 | 3545.6 -3602.59
-10.9025 -35.31 | -0.8218 2.53175 | -3145.02 7653.08
-10.4521 -35.0916 | -0.0839813 -0.879627 | 4652.61 5439.67
-9.98245 -34.9087 | 0.982749 -2.74706 | -439.357 -10149.1
-9.49442 -34.7948 | 2.58353 -1.43308 | -6371.78 -257.259
-9.00032 -34.7464 | 3.20573 -2.2625 | -1327.09 3105.06
-8.50553 -34.7599 | 4.87952 -3.32943 | 370.856 -4730.83
-8.01668 -34.8413 | 4.04755 -3.1597 | 786.243 -1089.27
-7.53856 -34.9741 | 2.26261 -3.60451 | -5288.37 3885.27
-7.07328 -35.1355 | 1.53298 -2.93182 | 3240.61 6135.68
-6.61278 -35.3127 | -0.432386 0.921513 | 5816.24 -6866.79
-6.15805 -35.5175 | -0.619838 1.86851 | -2245.27 2204.3
-5.71331 -35.7413 | 0.102934 0.945722 | 3835.69 2236.68
-5.27586 -35.9819 | 2.16291 0.681092 | -2584.01 -3523.91
-4.85363 -36.2476 | 2.95101 0.29734 | -4288.54 -525.294
-4.44519 -36.5311 | 0.493947 0.434057 | 9813.65 4492.23
-4.03596 -36.8198 | 0.479755 -0.0933759 | 548.84 -2287.64
-3.63875 -37.1267 | 1.19042 -0.0811523 | -7146.29 -4085.68
-3.26517 -37.4581 | 0.382221 0.576935 | -2119.18 8482.74
-2.90572 -37.7974 | 0.0581247 0.0935053 | 522.562 -258.158
-2.55652 -38.1486 | -1.21448 -0.522577 | 6250.31 -11031.3
-2.21256 -38.5166 | 0.175587 -0.202177 | 4652.89 3522.79
-1.86976 -38.8871 | 2.29368 1.88398 | -8047.15 1114.03
-1.53972 -39.2636 | 0.928333 0.575204 | -2316.72 -1009.9
-1.21302 -39.6423 | 0.414828 -1.05606 | 6431.79 -97.0091
-0.872877 -40.0132 | 2.5522 2.56939 | 170.506 -3419.45
-0.520312 -40.3748 | 2.4485 0.633061 | -3550.77 653.926
-0.152439 -40.7172 | 1.74689 -2.46219 | -262.008 6689.88
0.239309 -41.0247 | 1.37435 -0.321126 | -6412.32 3463.08
0.649379 -41.2965 | 0.0565629 0.0267532 | -4870.35 840.493
1.07712 -41.5339 | -0.881288 -0.910374 | 8116.39 -5551.87
1.52989 -41.7374 | 0.663594 -1.09595 | 8560.37 -3774.71
2.00669 -41.9007 | 0.643148 0.909911 | 1731.48 1608.67
2.499 -42.0139 | -0.414554 0.765757 | -4973.13 8466.67
2.99546 -42.0751 | 0.420326 0.585686 | -8488.03 -2719.94
3.48736 -42.1135 | 0.633267 1.76752 | -5201.13 -11253.7
3.97609 -42.1464 | 0.252423 0.645625 | 4279.24 8609.82
4.46874 -42.1448 | 0.0188319 -1.21004 | 5604.45 -3850.93
4.96509 -42.1173 | -0.547766 -0.891618 | 2339.75 -744.036
5.46071 -42.0583 | 1.63837 0.468523 | -720.193 185.352
5.94941 -41.9597 | 0.969444 4.43286 | -2329.92 1596.86
6.42551 -41.816 | 0.00137234 3.59722 | -1366.64 8566.85
6.88876 -41.63 | 1.1855 -2.08463 | 6718.34 -4513.12
7.35347 -41.4368 | 0.456937 -3.21871 | 7032.39 -3445.36
7.82357 -41.2468 | -0.42907 -0.898363 | -4445.2 3138.37
8.28893 -41.0515 | -0.230744 -0.846924 | -9542.78 -787.861
8.74836 -40.8582 | 0.138552 0.96006 | 4880.57 -5628.65
9.21557 -40.6809 | 0.132544 2.17401 | 6735.12 2279.49
9.68946 -40.5088 | -1.18824 3.29165 | -6193.41 3442.08
10.1589 -40.3341 | 0.2902 1.75242 | -6147.45 -3096.21
10.6251 -40.1665 | 1.90805 -0.137815 | -1017.73 -1454.83
11.0932 -40.0105 | 2.93871 0.551911 | -1840.68 811.743
11.5641 -39.8668 | 4.12743 1.97253 | 3244.57 -949.81
12.041 -39.74 | 3.39922 -0.635592 | -4267.29 202.623
12.5189 -39.6277 | 1.65738 -2.69857 | -2126.83 2688.2
12.9989 -39.5298 | 0.126323 -4.25602 | 4522.92 478.936
13.4862 -39.4561 | -0.431762 -1.35 | -1145.22 -787.648
13.978 -39.4147 | -0.223105 1.78053 | 7620.67 4133.59
14.4776 -39.4078 | 0.170767 -1.99184 | 6542.46 -7734.18
14.9809 -39.4518 | 0.922128 -5.78226 | -6341.57 3843.55


63.0063 33.4949 | -0.996997 2.38061 | 614.081 -2893.78
63.0883 32.9989 | 0.0642766 2.24215 | -5338.63 2733.49
63.1355 32.4993 | -4.56579 5.18577 | 2085.34 -12757.4
63.1691 31.991 | -0.0741468 3.33351 | 9007.82 7896.66
63.2046 31.4869 | 1.41405 0.907045 | -5033.94 3833.81
63.2217 30.9851 | -2.90605 -1.13852 | 2682.98 -1411.14
63.219 30.4832 | 0.902799 -0.415057 | -8341.86 3389.04
63.1846 29.9849 | -1.84367 2.95544 | 4553.77 2497.9
63.1401 29.4899 | -3.55413 -1.28739 | 2737.51 1165.19
63.0904 28.9966 | -2.00382 -0.707312 | -4235.53 -244.289
63.0297 28.5035 | -3.52214 -2.65279 | -2209.56 -6442.67
62.9693 28.0058 | -3.77053 -0.305099 | 6453.62 14.9012
62.9272 27.5066 | -2.90331 3.29681 | -6859.85 7104.16
62.8956 27.0111 | -1.65748 0.289005 | 7225.24 -1412.68
62.8956 26.5139 | 1.26555 -0.885209 | 5867.59 -5586.37
62.9181 26.0138 | -2.02467 -1.27245 | -20261.2 4440.18
62.9305 25.516 | -0.694914 1.16549 | 11764.9 2997.13
62.9803 25.0205 | 0.927039 -1.46405 | -26.7802 -22336.6
63.0678 24.5162 | 0.872748 -1.42899 | 10238.9 15186.3
63.2009 24.0286 | -0.978525 1.9569 | -10795.6 -689.063
63.3431 23.5459 | 0.0534157 -0.945832 | -6143.07 -5636.85
63.4996 23.0656 | 3.13586 0.846237 | 7137.57 5465.16
63.7013 22.603 | -0.424932 2.56974 | 4788.2 -10324.4
63.9505 22.1567 | 1.39192 2.46625 | 1887.37 12909.5
64.2432 21.7438 | -1.71895 1.33985 | -6389.64 -8717.98
64.5596 21.3474 | 3.94959 4.38004 | 3030.01 4854.02
64.9096 20.9816 | 0.727515 4.68776 | -814.7 -1398.58
65.2889 20.6457 | -0.0316554 4.61964 | 6898 2752.25
65.6989 20.3444 | 0.129305 1.81334 | -2740.94 2480.4
66.1225 20.0665 | 2.23465 1.54693 | -3641.34 -1796.42
66.5483 19.7956 | 3.33022 -2.06091 | -1721.04 -3235.8
66.9745 19.5255 | 0.487282 0.734525 | 2490.3 3657.71
67.4046 19.2639 | -1.62775 3.18377 | -12740.1 1484.11
67.8291 19.0053 | 0.044328 3.37124 | 14127.2 -4904.6
68.2666 18.7524 | -1.56914 1.46277 | -4768.46 1471.24
68.7079 18.5104 | 3.13608 5.58822 | 3354.59 7211.13
69.1565 18.2827 | 1.39386 1.22268 | -1349.73 -8481.91
69.6013 18.0444 | 1.14895 -0.585254 | -1355.82 6286.93
70.0423 17.8015 | 1.18095 5.63821 | 11002.4 -9210.1
70.4804 17.5374 | -1.88239 4.58587 | -12905 -154.973
70.8991 17.2554 | -2.79233 -0.584503 | -2959.98 9907.61
71.3112 16.9731 | -2.9134 2.67436 | 7197.96 -13790
71.7242 16.6797 | -3.67933 1.73994 | -2021.14 15605.1
72.141 16.4029 | -0.261639 -0.751947 | -3178.55 2114.04
72.5535 16.123 | -0.944849 -2.55852 | 10546.8 -10169.6
72.9581 15.8167 | -3.14056 -1.80665 | -3507.31 627.558
73.336 15.482 | -3.07597 -0.363546 | -13696.9 8367.4
73.6734 15.1225 | -2.80916 -1.29185 | -4012.36 7134.65
73.9784 14.7421 | -1.03196 -1.04114 | 8890.16 -16144.8
74.2636 14.333 | -0.929482 -2.28192 | 2243.26 9467.9
74.5349 13.917 | -2.51691 -5.85261 | 6911.97 -2676.11
74.7867 13.4848 | -3.73332 -0.801173 | -12078.5 -5964.02
74.9923 13.028 | -6.9647 -2.7105 | 10338.2 3511.38
75.1754 12.5605 | -3.78056 -1.43128 | -6245.76 -8449.12
75.3207 12.0762 | -1.62738 1.01279 | 1639.08 7919.58
75.4424 11.5898 | -2.18224 0.539742 | 2043.81 -1277.26
75.5438 11.099 | 1.41523 2.8468 | 2389.74 4251.46
75.6202 10.6075 | 0.830309 3.50745 | -8977.38 6168.78
75.6551 10.1174 | -3.37584 1.9963 | 6563.99 4858.4
75.6672 9.62993 | -0.410743 1.71908 | -1809.55 -3691.41
75.6505 9.14043 | 0.288659 -1.35937 | -1518.13 -1248.19
75.6088 8.65009 | -1.54551 -0.094275 | 5455.34 -8949.54
75.5531 8.15504 | -1.71929 3.92707 | -4182 520.234
75.4709 7.66227 | 2.06358 0.705129 | -7724.29 -2773.1
75.3657 7.17033 | -2.56047 1.03569 | 6510.27 -3011.06
75.2688 6.67549 | -1.2176 0.200842 | 1550.1 5324.47
75.1844 6.18234 | 0.947001 -0.504071 | -3765.53 4499.93
75.1131 5.68979 | -1.17099 1.3842 | 6869.74 -5517.81
75.0721 5.19019 | -0.208348 0.676553 | -3263.51 -11949.7
75.0496 4.68409 | 0.966103 -0.265186 | -9513.6 32594.7
75.0439 4.19774 | -1.21159 1.49402 | 14605.6 -6337.44
75.0923 3.71034 | -4.04199 0.293066 | -8762.54 -21794.4
75.1706 3.21364 | -3.63229 0.872023 | 2356.95 16548.4
75.2941 2.73411 | -0.109051 -3.00096 | 614.019 -6897.69
75.4599 2.26289 | -0.0803681 -2.55547 | 2888.61 -8088.21
75.6677 1.80124 | -4.06526 2.38232 | 2569.29 -1063.73
75.915 1.35789 | 4.78382 3.71215 | -6469.87 8451.58
76.1924 0.940706 | 0.830324 0.680527 | 6180.31 747.645
76.5033 0.54638 | -1.67483 0.508115 | -5732.19 -6453.04
76.83 0.163984 | 4.39377 0.553644 | 1320.22 7848
77.1801 -0.194826 | 4.86698 -1.48478 | 5735.04 -18446.6
77.5514 -0.54449 | 2.07073 1.5523 | -9879.3 20233.8
77.9438 -0.850095 | -0.347041 0.18966 | 3985.18 6529.6
78.359 -1.12432 | -0.512506 -1.2362 | 10893.4 -24211.3
78.7844 -1.40776 | -0.402906 -0.345773 | -13205 8608.32
79.2097 -1.67513 | -1.26428 3.2607 | 6203.61 13273.3
79.6478 -1.91594 | -1.92869 3.27569 | -5730.11 -7102.02
80.0792 -2.16775 | -0.449087 1.11293 | 6418.36 -1660.08
