-4.61057 12.4943 | 3.31514 3.07073 | 4595.37 -3630
-9.1215 40.0111 | 3.26485 2.26806 | 1272.36 6564.2
-8.63784 39.8828 | 4.29879 0.782667 | 9282.11 -10832.9
-8.15437 39.726 | 1.0934 -2.62466 | -367.313 2657.98
-7.67682 39.5556 | 1.71442 -2.67033 | -12756.4 7308.42
-7.21322 39.3777 | 2.6813 -1.31222 | -2055.61 3788.31
-6.75985 39.1842 | 2.33209 0.636498 | -975.8 -7099.47
-6.31938 38.9586 | 2.58226 0.937988 | 8973.76 -3172.84
-5.88305 38.7109 | 1.07757 -2.75512 | 5471.09 4900.08
-5.452 38.4506 | 0.850774 -3.81592 | -9856.66 -653.527
-5.04326 38.1657 | 2.57154 -3.9295 | -1920.16 -669.407
-4.65277 37.8595 | 1.30584 -3.53535 | 4134.94 10225.8
-4.2735 37.5427 | 1.19241 -0.981564 | -8.53133 -6042.35
-3.92173 37.1919 | 0.963269 -0.70479 | -1901.55 -8899.78
-3.60625 36.8034 | 1.82654 -1.30803 | 6058.66 11538.2
-3.3166 36.3994 | 4.1364 0.260491 | -4214.84 -3294.36
-3.07332 35.9668 | 1.22606 0.625827 | -1346.33 -85.1006
-2.88049 35.5102 | 1.74931 1.43575 | 1277.41 2653.77
-2.73526 35.0375 | 2.10803 0.43429 | -3600.48 -4067.48
-2.63861 34.5501 | -2.01365 -1.69498 | 2823.61 -1773.87
-2.57229 34.0552 | 0.0437425 -1.25543 | -1385.84 -2221.91
-2.52661 33.5565 | 1.32195 -0.151337 | -4600.65 2755.59
-2.48534 33.0597 | 1.20281 0.519764 | 7060.47 3337.27
-2.41452 32.5687 | 0.654872 0.866478 | 4164.56 1782.39
-2.31033 32.0842 | -0.294276 -0.286328 | -4165.08 -3098.71
-2.18714 31.6014 | -0.891185 -1.60246 | 1528.12 -7675.52
-2.04083 31.1185 | 0.639174 -1.70508 | 4063.24 -4795.13
-1.86643 30.6398 | 1.43409 -1.86202 | 1293.18 1033.34
-1.66833 30.1715 | -0.503256 -2.09121 | -3826.6 11294.1
-1.45676 29.7194 | 0.184243 -1.05697 | -9260.89 6447.1
-1.2418 29.2775 | -2.34193 -1.08045 | 5114.16 -2866.99
-1.00978 28.8413 | -2.28662 -0.251997 | 1241.57 -4808.52
-0.763634 28.4086 | -0.957635 -1.59207 | 308.145 -819.72
-0.504799 27.9824 | -1.40672 -2.9305 | -4777.02 70.8862
-0.235183 27.5654 | -1.79665 -0.671967 | -1784.27 2657.36
0.0565881 27.1671 | -0.558766 2.30067 | -671.433 2300.5
0.379836 26.7966 | -1.56113 1.2581 | -974.228 -819.079
0.73816 26.4593 | -1.73758 -1.1947 | 7214.29 -3376.3
1.13687 26.161 | -1.05904 -3.12156 | 5564.72 -1343.35
1.56833 25.9036 | -1.03293 -1.49673 | -6759.54 -7247.61
2.01788 25.6823 | -0.417475 0.371221 | 3374.55 10095.4
2.49226 25.5237 | 0.133163 -0.461431 | 776.027 460.48
2.98138 25.4147 | 0.463321 -0.473262 | 1170.11 -969.18
3.47774 25.3384 | 0.901679 1.41994 | -2358.6 -2288.44
3.97525 25.2805 | 1.04849 0.647834 | -2525.09 -3774.26
4.47295 25.236 | 1.37673 1.0375 | 5063.18 -473.017
4.97534 25.2155 | 1.51832 1.35151 | 1869.79 5889.39
5.47919 25.231 | 0.967399 0.439166 | -3354.3 -1987.01
5.97964 25.2714 | 0.851649 1.06437 | 407.475 523.995
6.478 25.3339 | 1.28695 1.93857 | 696.56 7111.31
6.97518 25.4142 | 2.23941 0.633684 | -3009.68 -7336.92


-54.1981 63.9774 | -4.2693 0.24133 | 6805.67 2213.22
-53.8086 64.3002 | -2.4044 -0.486561 | -6599.95 66.9891
-53.4049 64.5999 | 0.352502 -2.575 | 3920.91 3468.58
-52.9799 64.873 | 1.59532 -2.48779 | -3497.36 -5152.07
-52.5353 65.1064 | 2.78475 -1.21523 | 2819.44 820.872
-52.07 65.3006 | 4.00461 -1.42904 | 6230.46 394.013
-51.586 65.456 | 2.34606 1.2477 | -4401.53 4825.57
-51.0935 65.5764 | 0.282784 1.47439 | 3169.38 -5441.83
-50.5907 65.6435 | -0.145611 0.857403 | -6578.21 -7063.15
-50.0877 65.6589 | 0.0797672 3.7226 | 3519.13 1568.73
-49.5817 65.65 | -0.470108 0.322933 | 8715.24 3878.83
-49.0701 65.6368 | -1.51225 -2.34163 | -6271.78 -310.192
-48.5618 65.624 | -0.596466 0.864628 | 70.4924 -2676.57
-48.0533 65.6182 | 0.214252 1.80508 | 5062 4309.39
-47.5412 65.6371 | 0.0471529 -0.540729 | 4683.79 3020.39
-47.0277 65.6837 | -2.26029 -0.135327 | -5941.77 2598.73
-46.5213 65.7528 | -3.40233 1.39456 | -12352.6 -6256.72
-46.0254 65.8289 | -2.18954 2.99649 | 2061.91 -2099.42
-45.5321 65.9162 | -0.53899 2.41199 | -873.476 6067.9
-45.0442 66.027 | -1.58606 0.613263 | -6723.5 -3722.61
-44.5644 66.1483 | -3.26234 -1.17008 | -1409.62 -3097.6
-44.0881 66.2765 | -2.79085 -3.42432 | 3820.61 -1043.8
-43.612 66.4184 | -1.30844 -1.6494 | 12119.9 5532.3
-43.1351 66.5883 | -0.899018 0.185759 | -1612.95 4936.56
-42.6698 66.7892 | -0.212399 -0.454293 | -8272.29 -8695.53
-42.2198 67.0058 | -0.0788227 -1.09762 | 809.498 -762.538
-41.7824 67.2448 | -0.686045 -0.405494 | 773.319 1067.23
-41.3617 67.5138 | -0.527083 1.33947 | 3402.85 233.431
-40.963 67.8164 | 0.76082 2.01605 | -6357.45 -1790.47
-40.6012 68.1562 | 2.40709 1.43487 | -622.241 -1856.88
-40.2784 68.5313 | 2.54117 0.955544 | 1541.49 4013.14
-39.9959 68.9414 | -0.370902 2.31751 | -3427.2 5663.46
-39.7518 69.379 | -2.10268 3.91047 | 9038.38 -1596.21
-39.5215 69.8264 | -2.5943 2.59065 | 3934.92 -5990.99
-39.311 70.2804 | -1.65694 0.33599 | -14377.3 2197.92
-39.1476 70.7508 | -1.14243 1.21256 | 4032.82 1920.5
-39.0037 71.2289 | -2.99867 2.85783 | 3963.49 -5378.01
-38.8651 71.7058 | -3.83609 3.15334 | -6255.68 -922.84
-38.7361 72.1837 | -1.09281 1.34131 | 4078.76 4134.92
-38.5971 72.6626 | 1.53154 -1.20181 | 3447.05 2796.68
-38.4413 73.14 | 0.831938 -2.05227 | -1241.59 4512.26
-38.271 73.6155 | 0.208858 -1.50545 | 1998.32 -4724.79
-38.08 74.0806 | 1.79593 0.268375 | -3198.59 -590.979
-37.8728 74.537 | 3.86172 0.50442 | 2.14903 801.955
-37.6439 74.9822 | 3.2968 -0.81139 | -4815.18 -4467.18
-37.3893 75.4078 | 2.74778 -0.261616 | 733.424 -3116.34
-37.0964 75.8062 | -0.169089 1.63226 | 6607.77 3860.34
-36.7613 76.1774 | -1.87137 1.75952 | 5820.74 3656.55
-36.3934 76.5241 | -0.0965108 -0.625702 | -6111.44 2567.47
-36.0098 76.8504 | -0.0297946 -1.58667 | -7685.28 -2979.52
-35.6086 77.1462 | -1.1645 -0.621419 | 8288.5 -2844.31
-35.1756 77.3988 | -1.87132 -0.504377 | -303.515 3283.07
-34.7207 77.6133 | -2.06968 -0.138697 | 247.804 -936.307
-34.247 77.7851 | -1.07289 -0.237966 | 6347.56 4041.84
-33.7545 77.9145 | -0.673745 2.44169 | 2859.71 -673.41
-33.2491 77.9902 | 0.769186 1.71861 | -2281.87 -7618.04
-32.7408 78.0024 | 1.13442 0.961414 | -8241.9 257.404
-32.2402 77.9678 | 0.982256 2.61211 | -6518.63 10093.7
-31.7487 77.9016 | 1.45855 -0.209911 | 3492.03 -3895.48
-31.2653 77.7818 | 0.977878 -3.30354 | 4401.31 -7494.76
-30.795 77.6018 | -0.725302 -2.90662 | 5870.94 -1261.25
-30.3382 77.3787 | -2.3916 1.0303 | -2238.74 -580.062
-29.9 77.1248 | -2.84436 2.5473 | -10001 11385.4
-29.4828 76.8571 | -3.33554 -0.00120311 | -7285.92 -1242.58
-29.0853 76.5688 | -4.29557 0.211869 | 1855.58 -8838.12
-28.6905 76.2691 | -4.93232 1.53311 | 12995.5 7959.75
-28.2738 75.9919 | -3.05654 2.39405 | -480.049 -1601.87
-27.8475 75.7284 | -0.556718 1.67397 | -7428.74 -1993.19
-27.4196 75.4742 | -1.13231 -0.910737 | 248.862 1749.61
-26.9812 75.2405 | -0.941704 0.615975 | 4135.63 1080.38
-26.5279 75.0325 | -1.50895 -1.98946 | -2455.7 2453.75
-26.0663 74.8476 | -0.457937 -2.51213 | 3497.06 159.593
-25.5979 74.6743 | -0.17234 -0.668545 | -336.533 -8901.23
-25.1291 74.4966 | -2.81114 -2.48679 | -2435.39 -3254.75
-24.6569 74.3305 | -3.8346 -3.52281 | -703.815 11832.7
-24.1755 74.2065 | -0.721402 0.33753 | -4617.25 -4638.86
-23.6904 74.111 | -0.735651 0.780771 | 2389.76 -2569.7
-23.1994 74.0497 | -3.46647 0.699352 | -6184.13 4635.42
-22.71 74.0362 | -4.31257 0.505948 | -6836.18 -3276.2
-22.2261 74.0628 | -2.69762 -4.23751 | 3103.43 12.4955
-21.7441 74.1301 | -0.34783 -5.63895 | 6378.61 75.2352
-21.2633 74.2347 | -1.4733 -1.66038 | 6415.34 -2406.3
-20.7863 74.3727 | -2.95418 -1.91736 | -2640.44 6018.45
-20.3233 74.552 | -3.42708 -4.67478 | -3875.11 -3659.87
-19.8731 74.7541 | -4.77368 -4.33291 | 5659.02 -5291.81
-19.4276 74.9698 | -4.40301 -3.272 | -1077.97 3854.08
-18.9954 75.213 | -4.12956 -1.46462 | 405.054 1281.2
-18.5773 75.4823 | -3.53503 -4.66571 | 5083.38 538.036
-18.1697 75.7735 | -2.67198 -5.19496 | -2293.55 6387.19
-17.7769 76.088 | -2.70069 -4.25081 | 3418.76 -330.298
-17.3864 76.4078 | -1.66538 -3.15043 | -490.778 -5499.37
-16.994 76.7207 | 0.0183453 -1.38286 | -2829.43 -3780.67
-16.603 77.0289 | 0.146451 2.74696 | -6041.15 2441.07
-16.2174 77.34 | 0.181508 6.13349 | 2362.93 630.699
-15.8248 77.646 | 1.02116 4.88442 | 13607.3 1189.62
-15.415 77.942 | 1.57126 4.13416 | -5385.75 1041.53
-15.0081 78.2368 | 0.0193169 3.34297 | -14099.7 -2690.86
-14.6115 78.5303 | -2.07941 3.1365 | 1513.04 -1810.32
-14.2063 78.8112 | 1.03759 3.03617 | 7295.22 4993.21
-13.7823 79.0742 | 5.14969 0.292462 | 653.922 -1697.51


-22.7874 -86.6152 | 0.405375 2.23081 | -3881.36 -836.783
-22.3053 -86.498 | -1.06155 3.20951 | 190.739 508.106
-21.8171 -86.4071 | 0.415634 0.858988 | 2817.93 5775.27
-21.3234 -86.3405 | 1.83215 0.534846 | -5941.02 -5818.26
-20.8303 -86.3172 | 0.873575 -2.58106 | -2267.62 -6981.12
-20.3383 -86.3329 | -0.423282 -3.10678 | 4576.07 9350.14
-19.8431 -86.3528 | -0.995309 1.38176 | 5075.97 1379.95
-19.344 -86.3796 | -0.974967 0.560851 | 2829.11 -3035.72
-18.8438 -86.4224 | 1.01224 -2.17429 | -2976.24 4788.09
-18.3474 -86.4785 | 1.33773 -1.22688 | -3769.12 -11470.5
-17.8572 -86.5636 | -0.867428 -2.32798 | -1062.48 1860.9
-17.3681 -86.6465 | -1.80081 -1.63371 | -3073.93 9980.3
-16.8777 -86.7024 | -1.21411 0.201454 | 5634.22 -3529.65
-16.3822 -86.7463 | 0.383246 -1.55004 | 2055.97 -9322.52
-15.884 -86.7811 | 1.38616 -1.08021 | -3083.27 9746.64
-15.3873 -86.7739 | 1.12484 3.32383 | -5769.26 2430.97
-14.8963 -86.7321 | 0.609078 4.6171 | 1809.38 -6461.69
-14.4068 -86.6753 | 0.328227 4.55406 | -177.099 -476.943
-13.9203 -86.5984 | 0.115479 6.00054 | -1628.86 -2704.81
-13.4388 -86.4965 | -0.889285 5.04069 | 6597.07 3377.87
-12.9612 -86.3562 | -1.61525 2.75387 | 7425.18 4192.5
-12.4909 -86.1741 | -3.58565 4.54208 | -106.974 -2307.85
-12.0362 -85.9558 | -3.527 1.84275 | -4126.31 2301.17
-11.6051 -85.6984 | -0.569481 0.053277 | -4055.64 -3023.87
-11.197 -85.4117 | -0.596328 0.60398 | 4630.5 -1708.35
-10.8048 -85.1007 | -1.65704 -0.437955 | 2297 6402.09
-10.4339 -84.7592 | -0.774551 -1.90114 | -2277.65 -6527.39
-10.0879 -84.3974 | -3.5307 -0.448335 | 1809.16 680.241
-9.77103 -84.0093 | -3.71013 1.29936 | -2164.59 5351.61
-9.49366 -83.5908 | -1.22686 0.877684 | -6602.16 -5459.89
-9.25465 -83.1552 | -1.2452 1.11099 | 4188.19 -3076.69
-9.03581 -82.7105 | -2.04364 0.479045 | -5182.45 1203.83
-8.83694 -82.2567 | -1.05947 -2.41427 | 3936.91 5675.28
-8.63631 -81.7986 | 0.711507 -1.55042 | 5567.57 -1943.11
-8.42041 -81.347 | 3.2309 -0.0611677 | -5068.87 -6343.87
-8.19744 -80.9035 | 4.96313 0.77392 | 3964.28 8513.47
-7.96266 -80.4587 | 5.25663 1.95301 | 4163.97 4623.8
-7.71527 -80.0147 | 3.64036 0.0777464 | -3654.24 2701.68
-7.46073 -79.5731 | 2.44017 -1.39611 | 83.5629 3778.08
-7.18714 -79.1415 | 2.69305 -3.08391 | -75.8548 -10815.1
-6.88073 -78.7409 | 1.60187 -2.68089 | -2214.56 -4435.48
-6.5421 -78.3729 | 1.73391 0.185105 | -3521.09 3349.04
-6.17359 -78.0343 | 1.73908 -1.07736 | 10695.7 2394.06
-5.76348 -77.7355 | 3.09399 -3.28396 | 6606.16 -2560.1
-5.32159 -77.4803 | 3.07387 -3.84211 | -14254.6 1313.86
-4.87214 -77.2563 | 0.605513 -3.12629 | -3055.5 -2221.32
-4.41006 -77.0714 | -0.64939 -0.852552 | -2788.2 -6916.18
-3.93563 -76.932 | -1.32771 -4.14433 | 3879.95 9917.2
-3.44979 -76.8191 | 1.08882 -6.62141 | 6688.42 836.48
-2.95224 -76.748 | 2.58844 -1.40652 | -9398.5 -8302.17
-2.45626 -76.7332 | 1.5812 -1.03011 | -1599.08 2992.54
-1.96247 -76.7569 | 1.93218 -3.91329 | 546.329 -587.444
-1.47065 -76.8113 | 1.99129 -0.297275 | 2562.51 948.267
-0.979435 -76.8851 | 1.50628 2.03657 | 1899.13 5956.41
-0.489123 -76.9704 | 0.510599 -1.33639 | -538.365 -971.626
-0.00386822 -77.0834 | 0.179013 -1.16441 | 7462.18 -6863.81
0.476229 -77.2359 | 2.01615 -1.26889 | -4278.63 -1145.87
0.943073 -77.4184 | 0.679316 -4.60063 | -9925.12 2619.32
1.39707 -77.6141 | 0.746285 -0.770299 | 2058.82 -1023.37
1.85343 -77.8061 | 1.25248 1.42306 | 3598.34 3040.86
2.32144 -77.9747 | -0.235698 -0.817549 | 9506.84 6921.04
2.80371 -78.1163 | 1.29337 -0.46786 | -3214.04 -8876.47
3.28479 -78.2615 | 0.817974 -1.49097 | -6585.85 -5293.05
3.763 -78.4044 | -1.40457 -0.607372 | 1880.46 6268.39
4.24858 -78.5137 | -1.46006 0.398713 | -8189.2 1092.39
4.73652 -78.5819 | -1.55649 2.68535 | 6298.47 -3031.01
5.23337 -78.6045 | 2.9183 5.23796 | 11265.3 7678.33
5.73734 -78.5679 | 4.65235 3.67957 | -5230.2 -7662.39
6.23319 -78.4899 | 2.47416 0.144763 | -7317.1 8999.78
6.71343 -78.3598 | 2.71104 -1.71902 | -4823.7 -2293.15
7.18403 -78.2072 | 2.30028 -0.639529 | 16971.7 -11415.1
7.66368 -78.055 | 2.90172 -2.46917 | -1676.39 16861.5
8.13497 -77.8704 | 3.38121 -2.42688 | -9684.89 -6716.56
8.59787 -77.6847 | 0.36512 0.212629 | 4852.36 -7767.18
9.0668 -77.5131 | 0.228965 -0.0204898 | 3218.78 5932.54
9.53887 -77.3379 | -1.4735 1.15639 | 1322.74 595.842
10.0126 -77.161 | -0.521469 1.57772 | 5040.2 -3037.98
10.4898 -76.9835 | 3.01925 -0.869447 | 953.239 6454.22
10.9639 -76.7909 | 0.045661 2.11901 | -13.9233 -898.858
11.4337 -76.59 | 0.0502301 3.08686 | -4584.98 -10211.3
11.8947 -76.3853 | 2.56972 0.990257 | -9425.61 8937.58
12.3366 -76.1507 | 3.18876 -1.73879 | 940.465 4387.17
12.772 -75.9025 | 0.105636 -1.55694 | -1449.83 -9659.81
13.2134 -75.6722 | -4.60967 1.87574 | 2266.56 4408.39
13.6671 -75.4593 | -4.44133 2.58658 | 12278 -2438.36
14.1419 -75.2752 | -3.09285 1.29273 | 3254.65 465.194
14.6266 -75.1106 | -2.02371 0.314963 | -7533.33 3248.68
15.1083 -74.9551 | -1.32125 0.809866 | -15021.1 -3133.59
15.5819 -74.8186 | -1.47163 -1.01528 | -13487.3 -7755.56
16.0511 -74.713 | -0.861013 -0.959457 | 1852.25 36.6092
16.5253 -74.6283 | -0.880494 3.07363 | 12113 7788.48
17.011 -74.5515 | -1.29911 3.1156 | 6087.15 1867.55
17.5048 -74.4926 | -0.778114 2.5139 | -3143.11 -3319.84
17.9999 -74.4644 | 0.0554283 4.38711 | 72.0438 4122.27
18.4956 -74.465 | 0.509595 3.03306 | -908.26 532.009
18.9889 -74.5076 | 0.0771507 1.54276 | 1012.28 -6900.71
19.4768 -74.6047 | 0.69254 2.90735 | 7544.89 507.511
19.9615 -74.7408 | 2.38176 3.21443 | 6565.26 2487.85
20.4407 -74.9076 | 2.43163 4.25301 | -8746.12 -2091.02
20.9007 -75.1115 | 0.254845 -0.198007 | -1227 2370.21


59.399 7.84196 | -5.14639 -1.02438 | -1060 -9798.03
59.691 7.42808 | -2.67261 -0.218668 | 9849.69 12075.4
59.9748 7.01177 | -0.576049 -1.73311 | -2519.92 -8983.05
60.2252 6.57347 | 0.572659 0.886387 | -16900.3 18413.4
60.4281 6.12804 | -1.4587 0.68839 | 14077.3 -2507.73
60.6111 5.67074 | 0.403495 -0.41786 | -5602.94 -6092.92
60.7517 5.19551 | -2.10974 0.520487 | -3008.12 212.321
60.8563 4.71039 | -2.47331 0.106361 | 3696.01 -3799.55
60.9462 4.2188 | 1.94774 0.120561 | -1704.86 -1271.66
61.0314 3.72465 | -3.39198 -0.463621 | 6901.24 -3586.47
61.1299 3.22999 | 1.77326 3.06545 | -2878.86 3655
61.2349 2.73973 | -0.196291 5.37506 | -2869.7 8608.29
61.3488 2.25628 | 0.370345 3.7626 | 9249.73 -17481.4
61.4812 1.76616 | -2.79414 2.80849 | -9561.95 9585.55
61.6156 1.28324 | -2.0473 3.65127 | -1456.42 3113.55
61.7665 0.80779 | -1.80427 1.31444 | 8735.5 -9707.34
61.951 0.338334 | -1.66287 2.02745 | -8149.73 19509.2
62.1583 -0.108383 | -2.41248 3.42528 | -3415.81 -14308
62.3905 -0.550222 | -1.58421 0.876308 | 20259.4 995.047
62.6744 -0.970379 | -4.23538 -3.20372 | -8790.84 -9515.28
62.9724 -1.38315 | -4.23364 -1.08331 | -5091.26 9585.92
63.2871 -1.77323 | -0.0259193 1.56897 | -3216.37 7136.29
63.6217 -2.13785 | -1.99277 -1.40105 | -5384.71 -6798.78
63.975 -2.48391 | -0.1575 0.423969 | 6759.82 4403
64.3645 -2.79011 | -0.654866 -3.54613 | -2233.17 935.158
64.7803 -3.05655 | -2.31992 -4.74019 | -7177.92 -3457.09
65.215 -3.28658 | -0.189879 -1.28403 | 11610.5 -10882.4
65.6807 -3.46759 | 0.134906 -2.7846 | -2439.97 18233.1
66.1679 -3.55856 | -1.03746 -4.54661 | -4201.4 -6972.97
66.6605 -3.59077 | 0.177973 -1.04958 | 849.43 695.907
67.155 -3.57063 | -0.303102 -0.647989 | 4664.22 -133.206
67.65 -3.51042 | -0.132992 -1.33794 | 3865.34 10.1016
68.143 -3.4221 | -0.483018 -1.84781 | -11638.4 -753.827
68.6257 -3.31704 | -3.45921 -0.219703 | 6714.12 -8131.51
69.1103 -3.20933 | -2.08492 0.426927 | 2306.54 3039.3
69.5923 -3.07843 | 0.564391 -0.11621 | 4504.26 11247.4
70.0697 -2.91354 | 1.20779 -2.24809 | -2022.61 -2909.74
70.5441 -2.74166 | -0.27968 -3.0438 | 5794.24 -6181.99
71.0233 -2.57844 | -1.46324 -2.84766 | -6771.62 5765.56
71.4986 -2.41276 | -0.680224 0.822722 | 865.192 -4405.32
71.9772 -2.25986 | 1.5151 -1.01555 | -1935.52 4204.58
72.4593 -2.11873 | 3.47354 -0.812315 | 5188.29 1021.13
72.951 -2.00563 | 1.03159 -2.12461 | -7547.68 -7384.43
73.445 -1.93903 | 1.21519 -4.03927 | -5448.86 6796.82
73.9386 -1.91191 | 2.48457 -4.636 | 3410.59 -8889.5
74.4335 -1.94448 | 0.32768 -0.919485 | -1459.93 1657.51
74.9238 -2.01846 | 1.46197 -1.61236 | 5111.65 2253.03
75.4114 -2.12017 | 0.783719 -5.5492 | -9260.82 1398.35
75.8878 -2.24494 | 2.04458 -1.0805 | 5023.86 4410.3
76.3609 -2.38715 | -1.92719 1.15586 | 86.4301 2092.91
76.8242 -2.55924 | -1.25464 0.359611 | 3352.56 -6942.34
77.2701 -2.77948 | -1.38021 -5.27812 | -5069.2 5351.69
77.6895 -3.0403 | 0.61486 -2.05196 | 1551.71 -11161.7
78.0824 -3.34649 | 1.46666 0.763313 | 3039.65 11661.2
78.4599 -3.66712 | 1.32222 -1.19416 | -7401.84 -2374.5
78.8144 -4.01061 | -1.47127 -1.61711 | 8117.51 -8911.92
79.1639 -4.37049 | -3.31963 -0.251792 | 5243.41 2721.55
79.5183 -4.72813 | -1.24074 -4.884 | -349.159 5930.28
79.8726 -5.08078 | 1.36539 0.215391 | -12169.6 1859.57
80.2131 -5.43852 | 2.12667 0.726128 | 6061.59 -7423.47
80.5577 -5.80123 | 1.7209 -0.753973 | 9731.05 -1461.39
80.9179 -6.1578 | 1.61332 -0.226484 | -2351.91 -6190.37
81.285 -6.50947 | 3.18595 -0.653765 | -4552.06 12359.5
81.664 -6.83647 | 1.32971 -4.99101 | -6201.31 -2305.21
82.0548 -7.14655 | 2.13435 -2.82566 | 14924.5 -10961.1
82.4765 -7.43333 | 0.536008 -0.571175 | 110.636 13305.5
82.9236 -7.67119 | 0.712406 -1.76631 | -7462.31 2882.39
83.3782 -7.87817 | -0.342938 -2.84098 | -13794 -2300.91
83.8294 -8.07304 | -0.799384 -1.06324 | 11774.7 1574.52
84.2928 -8.25324 | 3.02699 0.85674 | -141.819 -5210.8
84.7577 -8.43202 | 1.74041 0.170866 | -10078.5 4283.49
85.2182 -8.60477 | 2.22704 -0.647304 | 8020.14 -13511.2
85.6857 -8.7756 | 2.44147 -0.243676 | -10168.3 14696.8
86.1582 -8.90259 | -0.142941 2.92903 | -383.414 -1768.4
86.6387 -8.99491 | 1.09333 1.53321 | 11051.6 -3446.4
87.1322 -9.0575 | 0.384322 2.81704 | 2906.41 -1738.44
87.6317 -9.08889 | 0.430141 0.654003 | -3528.88 2831.91
88.1303 -9.08347 | 2.22698 2.12019 | 2203.96 110.995
88.6283 -9.04774 | 2.19634 -0.441073 | -3260.67 -5007.34
89.1201 -8.98952 | 1.42406 3.65701 | -16403.2 -461.748
89.5976 -8.89963 | -0.395759 4.70326 | 23566.2 -1978.58
90.0812 -8.77494 | -2.38541 4.32672 | -1708.82 15251.6
90.5506 -8.59458 | 0.110136 1.67007 | -9553.95 -7935.55
91.0056 -8.39505 | -0.23589 1.07658 | 13208.9 -1410.03
91.4645 -8.18971 | -4.66211 4.99718 | -10346.1 1272.82
91.9147 -7.97663 | -2.65171 -1.26575 | 2437.46 -787.262
92.3677 -7.76696 | -0.131468 0.145401 | 7690.67 -3140.67
92.8298 -7.56669 | 0.433546 1.99468 | -1207.96 9089.21
93.2923 -7.36221 | -1.29518 -1.12036 | -2481.57 -6975.53
93.7589 -7.1726 | -1.63457 -1.73194 | 9847.87 6945.08
94.2359 -6.99277 | -2.58378 -2.36026 | -13092.7 -7768.63
94.7121 -6.83685 | -3.47609 0.917597 | 4429.07 2175.52
95.196 -6.69984 | -1.43949 7.50456 | -712.973 2017.57
95.6854 -6.58364 | -0.0746111 3.51878 | 1802.61 -9165.98
96.1804 -6.49816 | -1.14003 1.43499 | -7523.56 15216.4
96.6722 -6.41685 | 0.386773 -1.96487 | -4080.97 -9184.62
97.1665 -6.37598 | -2.03651 -1.41744 | 15416.6 -3329.93
97.6724 -6.37603 | 1.09086 -0.219666 | -648.012 3262
98.1783 -6.40228 | 0.310953 -0.319255 | -5115.15 3862.86
98.6788 -6.45272 | -2.86125 0.818987 | -2552.72 -3084.99


25.0063 75.8321 | -1.52299 -0.446951 | 552.659 4218.21
25.5066 75.8342 | -1.55588 0.567382 | 1638.52 -3367.27
26.0049 75.7887 | -2.36975 2.25318 | -7837.29 4619.22
26.4911 75.698 | -0.534929 5.25375 | 1520.04 -5508.82
26.9636 75.5511 | 0.980627 3.62685 | -5746.6 3059.48
27.4168 75.3616 | 1.85872 3.54283 | 4109.36 3773.38
27.8575 75.1386 | 1.02321 1.35385 | 12382.4 -13069.8
28.2877 74.8727 | -0.325645 -1.3903 | -2800.4 3490.09
28.7016 74.5843 | 1.10042 -0.94875 | -4835.64 792.857
29.1018 74.2815 | 0.228753 -1.3876 | 2567.08 -622.051
29.5018 73.9746 | 1.343 0.520969 | 8306.29 -2213.88
29.9122 73.6706 | 3.72103 0.832411 | 5391.51 -8058.13
30.3318 73.3703 | 2.52619 -1.7362 | -11354.8 13461.9
30.7553 73.0948 | 2.6649 -1.92561 | -1841.21 -280.158
31.1869 72.8372 | 2.86065 -2.48639 | 2986.21 904.28
31.63 72.5981 | 2.40082 -4.5678 | -4515.2 -2402.06
32.0788 72.3728 | 0.489438 -3.4363 | 5079.71 -1025.12
32.541 72.1687 | -3.55064 -1.30785 | 168.114 2618.68
33.0145 71.9928 | -3.84445 -0.254861 | -290.343 648.396
33.4957 71.8425 | -2.13382 0.969648 | -4171.32 -601.501
33.9787 71.7137 | -2.26253 0.775306 | -12279.5 -3991.16
34.4589 71.6087 | -0.377856 0.360835 | 1568.29 4183.42
34.9454 71.5526 | 0.77552 2.55888 | -5897.46 268.884
35.431 71.5512 | 0.364645 1.88076 | 1590.81 -349.201
35.9146 71.6037 | -0.312211 -3.64215 | 3580.78 3796.77
36.3933 71.7042 | -1.03256 -3.26498 | -3926.89 -3932.39
36.8637 71.8276 | 0.868442 -1.69766 | 885.412 -7136.51
37.3304 71.9594 | 1.90909 -0.680631 | -1742.29 -2696.25
37.7896 72.1118 | 1.22035 1.83197 | 5845.21 4149.9
38.2394 72.303 | 3.39926 0.928594 | 2746.85 6479.44
38.6731 72.5365 | 3.80355 0.873299 | -2754.12 -5872.03
39.0901 72.7932 | 2.04594 2.00156 | 314.652 -1221.56
39.4931 73.0697 | 1.42647 1.37418 | -3544.37 2022.75
39.8824 73.3642 | -0.608024 0.383636 | 2108.65 4063.9
40.2722 73.6636 | -2.75725 -0.352925 | 7408.86 4083.88
40.6802 73.947 | -2.69767 -3.83324 | -2418.86 -6078.78
41.1099 74.1901 | 0.307743 -3.83954 | 3198.28 -4361.96
41.5631 74.3873 | 0.0249984 -1.04247 | -3052.96 3788.75
42.0279 74.5533 | -1.80123 -1.56535 | -2951.57 -1639.71
42.5012 74.6884 | -0.691184 -3.93085 | 6303.27 4565.97
42.9859 74.7994 | -0.447045 -2.02695 | -962.149 5342.13
43.4777 74.8812 | -2.54769 0.388289 | 8131.49 -8231.56
