-77.9045 0.641557 | 4.30708 0.291183 | -12601 2214.86
30.6846 -73.0947 | -4.24421 1.21094 | -5691.87 43699.3
31.0905 -73.3928 | 0.252734 -1.78048 | -18781.6 -6224.66
31.4932 -73.68 | 1.92223 2.96285 | 20757.6 -1405.61
31.9235 -73.9457 | -2.17365 4.65556 | 2640.5 -10316.9
32.3665 -74.1981 | 1.65729 1.29108 | -23667.5 15186.3
32.8099 -74.4122 | -0.932873 -4.25895 | 8104.07 -7436.1
33.2731 -74.5907 | -2.51538 -0.22284 | 5789.57 17233.8
33.756 -74.7139 | 4.56272 -0.693983 | -1720.49 -20816.7
34.243 -74.8354 | -1.97875 -6.56522 | 4848.2 9228.75
34.7411 -74.93 | -9.09683 1.57073 | 21504.5 -13790.1
35.2569 -75.0118 | -2.1646 -3.77968 | -7566.81 7158.65
35.771 -75.0502 | -0.766915 -1.29856 | -32394.9 21187
36.2642 -75.0367 | -2.76289 3.504 | 14701.3 -37435.6
36.7642 -75.0437 | 2.44783 5.70302 | 360.804 24428.7
37.265 -74.9918 | 0.635237 2.39703 | 16270.4 -11604.3
37.769 -74.8987 | -0.368034 3.08527 | -16203.5 27655.8
38.2474 -74.7302 | 3.52097 -1.90411 | -5845.42 -23109.1
38.7181 -74.5634 | -4.54324 -2.90238 | 15971.1 7588
39.1971 -74.3913 | -10.8015 2.77278 | -3557.99 -16672.4
39.673 -74.2246 | -5.6508 3.96662 | -6881.44 8533.94
40.1288 -74.0162 | -3.24996 0.329156 | -1047.97 16868.8
40.5611 -73.7573 | 5.23518 -6.72651 | -7679.97 -24899.1
40.9818 -73.5009 | -1.48755 -4.90341 | 3435.06 19168.5
41.3968 -73.2224 | 8.00154 -0.734007 | 12594.2 -12369.4
41.8231 -72.9591 | -4.55368 -1.79949 | -19261.3 -10734.4
42.2317 -72.6963 | -1.86203 -3.53379 | -10012.5 2185.88
42.6192 -72.4095 | 2.96652 3.49774 | 16842.1 28790.6
43.0126 -72.0946 | -2.58716 -0.452112 | 25841.7 -18995.8
43.4412 -71.8108 | -5.84223 5.33141 | -14253.7 20529.1
43.8655 -71.52 | 3.41035 1.02133 | 1450.71 -18485.5
44.3025 -71.2644 | -1.3757 -1.11447 | -27121.4 8198.33
44.7367 -71.0315 | -3.97491 3.49321 | 27502 -17346.7
45.2114 -70.8695 | -1.24558 0.280583 | -15853.6 9100.2
45.6903 -70.7413 | -4.13775 -5.98925 | -2633.91 3110.5
46.1789 -70.6513 | -4.8962 -3.11225 | 35527.1 -2909
46.6963 -70.6152 | 1.7862 -3.7989 | -15408.1 -2248.48
47.2049 -70.6284 | -3.14789 4.02331 | -32130.9 -5572.69
47.6898 -70.6792 | -3.50916 -2.97663 | 25811.3 26604.4
48.1849 -70.7283 | 7.37352 -1.45605 | -24555.9 -30507.7
48.6573 -70.8472 | 2.79632 0.0838721 | 12764 22278.8
49.1319 -70.9721 | -4.11471 0.721432 | 783.827 -3275.24
49.5995 -71.1327 | 7.59332 -6.43455 | 11183.2 -18029.8
50.0589 -71.3465 | 3.12518 4.0944 | 7139.08 6366.12
50.5116 -71.5772 | -4.99466 6.51241 | -25523.4 17299.8
50.9379 -71.8157 | 1.85754 -2.54158 | -1019.67 -13679.8
51.3508 -72.0845 | -1.63007 -4.64568 | 41266.5 5646.37
51.7835 -72.36 | -4.07353 -0.118961 | -29837 -11880.4
52.1717 -72.6834 | 1.9692 0.674564 | 9114.37 -3071.24
52.543 -73.0326 | -2.05853 -4.42024 | -8120.7 -387.97
52.9024 -73.3874 | -8.03625 -0.940662 | 7637.88 23969.3
53.2747 -73.7146 | -2.26965 1.63706 | -26162.8 -13398.9
53.626 -74.0508 | 0.48066 -7.81117 | 5240.6 23215.9
54.0005 -74.3524 | 2.59946 -1.11942 | 19780.6 -29762.7
54.4008 -74.6579 | -4.25231 7.19566 | 6855.76 4447.41
54.8214 -74.9435 | 3.34215 -6.53036 | -12414.8 269.129
55.2454 -75.2135 | 2.62637 -2.00054 | 5471.42 -2824.87
55.6859 -75.4606 | -0.18056 6.24097 | -1602.43 8214.35
56.1415 -75.6699 | -4.6525 -0.510313 | -6959.33 1906.57
56.6037 -75.8522 | -3.82052 -4.32193 | 3473.06 -13934.3
57.0766 -76.0199 | -0.262403 -2.16377 | 7004.17 13859.5
57.5668 -76.1361 | 1.67253 -1.82122 | -8194.37 1409.12
58.0593 -76.2213 | -3.85308 0.027427 | 10442.3 -3849.29
58.5597 -76.2993 | -8.1954 3.36425 | 116.745 -17754.5
59.0605 -76.3829 | -1.36092 0.226147 | -11300.7 11293.1
59.556 -76.4167 | 1.972 -7.27305 | -28297.1 -5050.04
60.0356 -76.386 | -0.34037 0.54943 | 51717 28549.8
60.5353 -76.26 | 1.08077 -1.39869 | -2998.93 -21804.7
61.0243 -76.1022 | -0.478534 -3.45423 | -21976 8094.74
61.4799 -75.8907 | 4.29924 -0.533777 | 11466.8 4634.14
61.9233 -75.6492 | -0.425931 -3.75749 | -30896 -32428.7
62.3428 -75.4142 | -4.70223 0.775632 | 31092.2 25671.3
62.7659 -75.1384 | 0.271806 0.888723 | 14704.3 4905.48
63.178 -74.8288 | 1.81263 2.15344 | -38778.1 -7091.64
63.5397 -74.487 | -6.74192 0.640263 | 35624.2 10321.6
63.9112 -74.1298 | 4.44166 1.24565 | -14637 -5925.49
64.2622 -73.7651 | -0.480634 2.67787 | -22216 -9729.33
64.5942 -73.4022 | 1.54422 2.11163 | 28381.2 6113.83
64.9584 -73.0529 | 4.44605 -4.02078 | -13288.7 -4485.06
65.3279 -72.717 | -2.53887 5.49382 | 1790.2 6274.91
65.7128 -72.3909 | -1.44672 -3.19421 | 25441.5 5523.57
66.1317 -72.0837 | -4.86301 7.75944 | -18636.8 -3686.26
66.5495 -71.7916 | -5.80686 -1.52675 | -3801.94 -4392.38
66.9748 -71.5185 | -0.499559 -0.346435 | 13173.1 2079.6
67.4176 -71.2619 | 3.02996 7.54569 | -16858.8 2321.37
67.858 -71.0146 | -0.141527 -3.5194 | 13517.7 973.222
68.3191 -70.7927 | -1.82141 -1.6153 | -178.1 -5888.23
68.7933 -70.6059 | -0.227592 -4.52964 | -13568.9 3483.21
69.2667 -70.4451 | -0.919558 -1.27521 | -11900.3 -9447.11
69.743 -70.3278 | -2.26039 0.522748 | 18371.2 753.515
70.2362 -70.244 | -5.16741 2.60336 | -12022.3 8631.07
70.7264 -70.1764 | -1.89603 0.176689 | 7066.24 -4382.24


35.8158 7.26298 | -1.21731 0.0673649 | -282.473 -4424.08
36.2977 7.39025 | 0.383933 2.62509 | -3001.68 10649.9
36.7628 7.5689 | 2.36526 2.71395 | -2460.07 -9762.34
37.2148 7.7695 | -3.31152 4.39859 | -47.1929 3810.77
37.656 7.99549 | -2.01151 2.23298 | 9945.56 -2773.77
38.0947 8.23661 | 1.12056 2.31854 | -4763.26 -2730.96
38.517 8.50183 | -0.155636 2.92033 | 339.955 15115.2
38.9196 8.80554 | -0.352071 -1.68236 | 7314.6 -5880.47
39.3185 9.11559 | -4.56615 0.629561 | -11004.1 -8569.55
39.7045 9.42571 | -0.869069 -0.50284 | -5430.14 -5367.5
40.0814 9.73851 | -0.394936 0.410217 | 7895.99 9034.86
40.4578 10.0644 | -5.17201 1.48114 | 9748.87 2796.85
40.8362 10.3981 | -1.78646 -0.297205 | -10618.9 309.507
41.1998 10.7407 | -0.995986 0.672548 | -4106.06 -7185.27
41.5604 11.0787 | 0.669659 -0.991234 | 8177.8 -252.56
41.93 11.4127 | 4.49521 -2.75484 | -2543.24 13016
42.2993 11.7551 | 4.02992 -1.47986 | 4081.08 -2228.05
42.6854 12.081 | -1.55468 2.32023 | 3513.15 -8403.29
43.0932 12.3778 | -2.0611 2.80948 | -4723.88 8603.13
43.5112 12.6632 | 1.56003 -1.25969 | 10188.1 3048.3
43.9528 12.9238 | -0.652141 0.749565 | -2406.49 -3395.61
44.4122 13.1461 | -2.17774 4.14011 | -5857.05 -2090.14
44.8855 13.3228 | 0.327586 2.23124 | -2581.92 -6447.71
45.3725 13.4449 | 1.03108 1.75052 | 4499.57 3445.96
45.8717 13.524 | 2.00689 -0.592818 | 304.889 1831.01
46.3775 13.5602 | 0.799405 -1.96665 | 7311.91 -4830.98
46.8892 13.5455 | -4.04045 2.13413 | -1416.85 914.584
47.3967 13.4894 | -3.99798 1.3931 | -10111.3 1917.43
47.8907 13.3958 | -0.0372816 0.480923 | -6108.11 1694.53
48.3718 13.2646 | 1.01843 -2.9643 | 13044.2 -7645.27
48.8486 13.0924 | 1.55724 -1.68503 | -6669.43 3831.82
49.3104 12.8954 | 1.5447 0.217479 | -8488.06 8294.19
49.7558 12.6823 | 0.462754 -2.86883 | -960.627 -3604.32
50.1876 12.4425 | -0.468041 -2.38176 | 5454.83 -10169
50.6139 12.1805 | -0.00879539 -0.439428 | 5311.52 11396.4
51.0452 11.9282 | 0.772127 -0.458885 | -6511.58 3630.93
51.4691 11.6741 | -0.917733 -3.46585 | -8214.61 -3012.23
51.8797 11.4039 | 2.28593 -3.77307 | 14648.5 -6243.43
52.2956 11.1218 | 2.67693 -5.2142 | 6547.02 -4764.86
52.7141 10.8326 | -0.479811 -3.31485 | -10367.1 1708.7
53.1263 10.5462 | -0.765098 -1.37489 | -5936.26 11054.8
53.5426 10.2808 | 0.739774 -0.176484 | 1070.66 -3337.97
53.9683 10.0285 | -2.02368 0.701572 | 4858.59 -4182.05
54.4085 9.79197 | -3.24807 2.18655 | 3035.4 -145.721
54.8644 9.58095 | -3.81697 -0.125751 | 950.096 -1623.29
55.3336 9.40099 | 0.476118 -1.23275 | -9324.9 6013.19
55.8097 9.26383 | 2.13089 -1.28944 | -1665.92 -372.203
56.2953 9.16543 | 1.12297 -2.42172 | 18226.9 972.396
56.7999 9.10229 | 3.12682 2.48766 | 7735.36 -6155.57
57.3128 9.05881 | 1.20654 0.765981 | -15214.8 -4591.72
57.818 9.04096 | 0.0883957 -3.06123 | -653.178 10788.9
58.3208 9.07612 | -0.583571 0.119435 | 4924.23 -3730.93
58.822 9.15044 | -0.953341 1.26699 | -2019.63 -2330.54
59.3143 9.26699 | 0.915645 -0.627217 | 1593.85 12588.8
59.794 9.43857 | 1.99196 -2.96226 | 2331.36 -2542.55
60.265 9.63458 | 2.06633 -2.59367 | -5898.18 -3453.57
60.7279 9.83757 | 4.17144 -1.63721 | -977.024 -2400.49
61.1905 10.037 | 4.45892 -0.36393 | 4821.45 -649.009
61.6589 10.2293 | 2.88764 -3.06211 | 385.267 -726.428
62.1297 10.4168 | -1.04378 -4.73897 | -541.754 -2035.04
62.5985 10.6042 | -2.55605 -2.62134 | -12121.5 4449.5
63.0562 10.8011 | 0.800759 -3.66853 | 3785.22 -5422.24
63.5173 10.9889 | 2.87868 -1.9309 | -228.647 -1215.51
63.9795 11.1705 | 0.65705 0.656305 | -7927.15 525.956
64.4368 11.3515 | -0.0803516 -2.24811 | 2788.23 1454.25
64.8974 11.5289 | -0.737734 1.28109 | 2193.51 780.59
65.3641 11.6961 | 1.50064 2.69469 | 1417.24 -3022.27
65.8386 11.8471 | 2.91262 -0.350996 | 13008.3 6462.66
66.3249 11.991 | 2.07565 -0.384378 | -9490.1 3872.87
66.8106 12.1224 | -0.457968 2.48718 | 1760.36 -11572.6
67.3041 12.216 | -1.37986 3.91599 | 3718.98 4355.93
67.8033 12.2916 | -1.11252 6.27875 | -3956.74 6258
68.3027 12.3533 | -0.821006 2.89583 | 775.185 -2634.31
68.805 12.3794 | -1.7121 0.31359 | -1325.28 -3429.17
69.3065 12.3586 | -0.565187 -0.113419 | 174.384 -1140.58
69.8037 12.2928 | 0.56747 -1.61409 | -3394.43 4551.17
70.2916 12.1892 | -1.70848 -3.30533 | 363.769 2760.28
70.7672 12.0397 | -4.35678 -1.21201 | 4920.62 -12998.7
71.2244 11.8264 | -3.83711 -0.208918 | -4831.76 806.507
71.6595 11.5754 | -2.73757 0.829481 | 1447.39 9388.64
72.0842 11.3121 | -2.2352 1.37356 | 3246.28 2133.04
72.4967 11.0291 | -1.45333 5.79337 | -4533.84 -7907.2
72.8824 10.7111 | 2.2118 5.07001 | -3584.53 8001.49
73.2451 10.3751 | 3.6256 1.81576 | 994.162 3888.31
73.5876 10.0212 | 1.06556 1.91426 | -192.526 -3505.77
73.904 9.64076 | 1.13293 3.59232 | 1414.62 -14533
74.1977 9.2326 | -0.263309 1.2775 | -1173.26 9818.75
74.4872 8.82816 | -1.22063 0.2707 | 671.652 10728.2
74.7841 8.4367 | -0.354837 -2.79055 | -7078.77 -7270.77
75.0818 8.04403 | 1.85604 -3.37199 | 12443.9 -7058.48
75.4057 7.66056 | 2.62974 -2.3487 | 3723.18 3589.25
75.7533 7.29659 | 3.24609 -1.60369 | -4284.99 -332.417
76.111 6.94446 | 5.95173 1.22832 | -1214.6 -4565.65
76.4783 6.60173 | 3.81896 1.29616 | -4665.93 6572.95
76.8608 6.28308 | 0.474892 0.499931 | 9818.78 -1178.91
77.2675 5.98965 | 1.95298 5.1964 | -14926.8 473.347
77.6796 5.71748 | 1.04546 2.85024 | 2148.71 2427.38
78.1123 5.47722 | -1.24753 -0.995972 | 17905.6 -2111.49
78.5735 5.26754 | -0.418579 -1.73607 | -5891.41 -8999.85
79.0423 5.07359 | -0.560921 -5.81833 | -5272.88 7279.55


-57.7744 19.5492 | -0.575533 2.66096 | -1959.06 2233.01
-57.3097 19.7308 | 3.31942 3.02082 | -580.198 -1604.55
-56.8504 19.9254 | 5.68336 2.53071 | 8978.32 -5400.79
-56.3892 20.1255 | 1.41244 -0.0458036 | -7038.65 9590.55
-55.9407 20.3507 | -1.49866 -2.12949 | 3301.15 -1365.87
-55.4942 20.581 | 1.43697 0.152788 | -4150.08 -7612.11
-55.05 20.803 | 3.14002 3.37793 | -12898.7 4195.34
-54.6121 21.023 | 2.24569 3.93558 | 12840.8 -5503.26
-54.1569 21.2187 | 0.857124 1.22704 | 1954.78 757.438
-53.6927 21.4007 | 0.924073 0.68414 | -188.682 10053
-53.2255 21.5812 | 2.89697 -0.109158 | 1268.11 -11982
-52.7516 21.7358 | 1.47764 -0.4845 | -10086.4 7213.36
-52.2821 21.8854 | -0.13385 0.469272 | -4241.07 -3640.34
-51.8096 22.0153 | -1.44062 0.209998 | 14030.9 295.04
-51.3213 22.1234 | -1.57905 -0.713448 | 9045.5 7275.88
-50.8213 22.2163 | -0.154632 -1.32334 | -2725.91 2241.32
-50.3175 22.2793 | -1.14004 -0.633902 | -2318.62 -14473.2
-49.8125 22.2866 | -0.307031 -1.50594 | -3427.84 9834.43
-49.3102 22.2681 | 0.532199 -0.995635 | 2348.15 -2627.94
-48.8093 22.214 | -1.77955 -1.6999 | -1049.48 -3438.8
-48.314 22.1245 | -1.60057 -1.71314 | -986.954 5542.45
-47.8247 22.0134 | -0.973163 -1.1996 | -1641.49 -1419.8
-47.3442 21.8741 | -2.41931 0.323635 | -2591.48 171.529
-46.8743 21.7074 | -0.976425 -0.481708 | 3904.22 2872.18
-46.4128 21.5161 | -0.101498 1.68453 | -6833.69 -3949.47
-45.969 21.2908 | -0.0555817 2.10264 | 8081.47 -411.725
-45.5318 21.0422 | 0.177368 -0.778259 | 5523.82 -3315.56
-45.1024 20.7717 | 0.521731 1.17483 | -6469.03 1739.34
-44.6891 20.4849 | 0.497291 1.41984 | -2423.7 7617.59
-44.2889 20.1886 | 0.586072 0.964407 | -6861.89 -9029.13
-43.9065 19.8709 | -1.55958 -0.64849 | 6777.93 6337.48
-43.5201 19.5571 | -5.10628 -0.680456 | 1598.86 4704.44
-43.1336 19.2461 | -1.07156 0.224641 | -8101.82 -499.478
-42.7617 18.9217 | 3.7404 2.15524 | 12917.9 -10123.3
-42.3945 18.5771 | 2.82203 2.84546 | -5718.32 -1376.95
-42.0433 18.2188 | -0.0704351 -1.12381 | -11534.7 6197.69
-41.7018 17.8627 | 1.09752 -1.04075 | 3959.67 1825.82
-41.3419 17.5247 | 0.861793 -2.00221 | 6131.18 -1739.65
-40.9526 17.2129 | 0.0600078 -3.78419 | 8764.91 -8044.08
-40.534 16.9288 | 0.245914 -5.33599 | -10816.9 7738.59
-40.0988 16.689 | 1.76153 -4.52338 | -8163.39 10624.3
-39.6496 16.4979 | 1.67875 -2.55187 | 4743.15 -12047
-39.187 16.3289 | 0.725034 -0.259543 | -5291.6 1550.88
-38.7152 16.1952 | 1.06055 -0.463598 | 8355.57 3364.43
-38.2278 16.1037 | -0.445277 -2.5868 | 8170.16 -5230.76
-37.73 16.0399 | -2.6779 -1.98986 | -11138 -848.64
-37.2359 16.0049 | -1.82791 -6.36774 | 1081.06 851.684
-36.7412 16.004 | 0.760859 -3.85401 | -3696.47 -1832.35
-36.2489 16.0374 | -1.68314 -1.28548 | 12982.5 -183.96
-35.7521 16.1111 | -3.2427 -1.12998 | 2030.62 12830
-35.2619 16.234 | 0.34627 -1.92738 | -12065 -9761.06
-34.7838 16.3661 | 0.705516 -1.33838 | 1683.83 -10986.5
-34.3077 16.4972 | -2.70874 -0.84835 | -1226.33 9844.56
-33.8399 16.6585 | -0.453067 -1.86813 | 1846.99 -150.19
-33.3782 16.8411 | 2.09295 0.520917 | 6489.77 -4561.77
-32.9204 17.0385 | 2.86375 2.98337 | -12310.2 2587.92
-32.4824 17.2648 | 1.86263 3.66657 | 9629.47 1355.32
-32.05 17.5133 | -0.89211 2.1427 | 1074.97 6658.66
-31.6259 17.7827 | -0.826128 0.112508 | -3525.09 -5602.22
-31.2048 18.0525 | 0.85169 -0.0168328 | 12013.8 3519.2
-30.7747 18.3199 | -0.896764 2.30207 | -11235.4 -8030.95
-30.3508 18.5817 | -1.91471 1.28701 | -3339.46 10351
-29.9302 18.8502 | -1.23924 -0.920176 | 5001.27 -5636.95
-29.4951 19.0974 | -0.480326 1.90534 | 2115.42 2562.76
-29.0442 19.32 | 2.67965 0.363945 | 532.328 514.759
-28.5774 19.5091 | -0.402381 -0.140216 | 3325.99 -5988.23
-28.0942 19.654 | -0.195935 0.0577899 | -3229.18 1553.75
-27.6045 19.7688 | 0.516508 1.16494 | -1480.8 5776.04
-27.1099 19.8596 | 1.59298 4.50651 | 5632.88 -6258.21
-26.6065 19.9094 | 4.20579 2.80917 | -2766.23 4507.14
-26.1025 19.9269 | 1.40253 3.50494 | -2613.79 -3228.79
-25.6008 19.9025 | -1.23817 0.17986 | 809.341 -221.431
-25.1023 19.8389 | -3.26832 -1.99428 | 1349.85 3285.66
-24.6093 19.7396 | -1.48524 -3.62658 | -4913.71 -6975.33
-24.1295 19.595 | 2.03221 0.855106 | 5400.59 873.903
-23.6562 19.4247 | -0.382312 1.80604 | -8696.97 8058.68
-23.1951 19.2423 | -3.21592 -3.89633 | -2714.63 -2766.04
-22.7433 19.0396 | -0.7923 1.59969 | 11733.1 -2303.62
-22.2899 18.8213 | 0.079913 -0.132754 | -21.8213 -2863.11
-21.8408 18.5878 | 1.28276 -2.94159 | 6541.54 -2412.54
-21.391 18.3452 | 1.96882 1.03667 | 3819.72 8507.73
-20.9442 18.1002 | 3.39154 3.70029 | -18866.2 -2100.8
-20.5251 17.8283 | 2.6842 1.51854 | 627.083 -11356.5
-20.1171 17.5326 | 3.32402 1.07864 | 13931.2 7445.67
-19.6925 17.2514 | 2.53328 -1.96249 | -755.148 267.076
-19.2608 16.9819 | -1.17249 -1.25344 | -9186.49 -4119.38
-18.8296 16.7219 | -1.15202 0.390106 | -7325.15 8042.55
-18.389 16.4968 | -1.44134 -1.35502 | -3338.19 5422.01
-17.932 16.3171 | -2.81468 -4.16141 | 8645.67 -4417.72
-17.4544 16.1758 | -0.956312 -4.41674 | 8002.94 -1978.63
-16.9601 16.0726 | -0.730901 -1.82044 | 291.169 3639.47
-16.4593 16.0079 | 1.48702 2.6386 | -9081.29 -1023.19
-15.962 15.9674 | 2.69468 -0.323209 | 1630.94 -1777.02
-15.4648 15.943 | -1.37981 -1.81371 | -11477 -4444.79
-14.9744 15.933 | -1.07071 1.10176 | 3475.84 8361.19
-14.4822 15.9535 | -1.70632 1.63075 | 9067.85 -5325.48
-13.9842 15.9856 | -3.25073 -1.65502 | -1470.04 -5202.32
-13.4865 16.0321 | -0.611751 -3.6625 | 8628.95 13455.4
-12.9871 16.1159 | -1.3147 0.233396 | -4290.38 -12769.5
-12.4927 16.2097 | -1.60455 -0.620764 | -3549.21 5280.21


88.0576 -40.981 | -4.46327 0.489177 | 11145.9 -19092.4
88.0614 -41.4966 | 1.35921 -1.02008 | -15660.6 19853.7
88.0505 -42.0001 | -3.77842 -2.40405 | -6358.96 -15023
88.0408 -42.5115 | 4.01273 -0.803027 | 16774.7 -429.918
88.0732 -43.019 | 3.18985 -3.96825 | -2732.41 42663.5
88.123 -43.4974 | -1.41172 3.95885 | 6163.84 -13148.7
88.1666 -43.9835 | -1.192 0.909502 | -13716 -25068
88.1604 -44.4909 | -2.76223 -1.93879 | -3228.77 -18094.7
88.119 -45.0098 | 1.67666 2.81761 | 8520.36 25486.9
88.0635 -45.5088 | 3.59885 0.997002 | 1169.46 27070.2
87.987 -45.9842 | -3.33998 -2.72033 | 7014.74 -10954.3
87.8908 -46.4595 | 2.40073 6.19035 | -17076.1 1577.9
87.7484 -46.9264 | -2.82273 5.8831 | 15077.8 -8153.2
87.6035 -47.3974 | 1.61359 -1.15307 | -13997 -10327
87.4341 -47.8703 | 4.31987 -0.757161 | 20460.8 4236.58
87.2629 -48.3386 | 3.13163 6.44542 | -27819.3 -14632.8
87.0368 -48.7972 | 0.266554 -1.12507 | 25852.6 22490.4
86.7943 -49.2268 | -3.70666 -1.49328 | -10101.9 -6371.85
86.5044 -49.6354 | 5.57014 2.03759 | -13992 -31610.1
86.1604 -50.0289 | 0.340675 -1.13406 | -17410.9 37228.7
85.7584 -50.3512 | -6.76865 2.78185 | 42418.5 -13462.4
85.3759 -50.6703 | 4.89442 0.31912 | -12951.5 13303.1
84.9705 -50.9608 | 5.42439 -2.56267 | -9930.28 -18494.6
84.5508 -51.2496 | -1.84398 -1.57904 | 21797.6 5634.94
84.1298 -51.5162 | -1.00713 0.774835 | -28595.8 8416.9
83.6724 -51.7368 | 1.02026 8.01254 | 43315.7 -7196.58
83.2249 -51.9391 | 1.75972 1.38314 | -68782.5 2660.38
82.7203 -52.0934 | -0.710201 2.79734 | 34043.2 -581.938
82.2288 -52.228 | 3.14047 1.64582 | 25493.3 1889.62
81.751 -52.3506 | 3.33544 -1.93446 | -41775.5 2415.11
81.2483 -52.4583 | -4.02425 2.09856 | 34269.9 -2425.64
80.7682 -52.5768 | -1.53805 -1.78955 | 7663.6 -236.34
80.2964 -52.7057 | 5.95796 10.9947 | -20822.6 -8112.56
79.8101 -52.8368 | 7.20726 -0.753689 | -5163.2 6267.63
79.3132 -52.9451 | -3.67856 0.271127 | -7054.9 -1824.16
78.8106 -53.034 | -6.3318 1.08947 | 31561.4 11073.5
78.3265 -53.0994 | 5.49316 -3.93193 | 3977.89 -3305.86
77.8459 -53.1675 | -7.74129 3.65687 | -26030.4 1137.88
77.3513 -53.2498 | -0.0780589 3.96219 | 7363.14 -5391.89
76.8669 -53.3713 | 7.54472 5.13767 | 8360.26 -10153.4
76.3968 -53.532 | -0.261052 2.73154 | -20657 16168.3
75.9195 -53.6884 | -1.99484 9.6702 | 39442.1 3169.96
75.474 -53.8671 | -4.39937 1.28744 | -19236.4 -1334.82
75.0261 -54.0743 | -1.42244 0.912472 | -42376 -16444.6
74.5704 -54.3317 | 1.98859 0.866346 | 32476.2 -6758.16
74.1677 -54.6482 | 2.32763 2.90713 | 124.767 6865.49
73.7901 -54.9869 | -2.43484 -6.25177 | -5427.89 9118.01
73.4214 -55.3305 | -1.89986 -3.89692 | 3653.4 14309.4
73.0765 -55.6897 | 2.04076 -0.090901 | -2652.79 -43228.9
72.7768 -56.1126 | 3.15157 -2.13071 | 6164.66 20934.3
72.5049 -56.54 | -1.22823 -0.484206 | -13511.7 24685.9
72.2425 -56.9608 | -0.837407 -0.876795 | 32626.6 -29688.8
72.0496 -57.4241 | -5.04967 0.636697 | -27825.1 17110.7
71.8441 -57.8824 | -0.549465 4.12664 | -40.0823 -22196.2
71.6528 -58.3606 | 3.16591 2.03094 | 7513.37 6032.8
71.4839 -58.8408 | -6.53786 -0.270755 | -2801.09 25340.1
71.3246 -59.308 | 3.30766 -4.38437 | 13347.4 -15806.2
71.1938 -59.7896 | 1.54952 -2.99864 | -24716.7 -1957.33
71.0499 -60.2716 | 7.90085 -2.55401 | 39034 18425.9
70.9453 -60.7473 | 1.1733 2.02809 | -39730.5 -10351.1
70.7912 -61.2212 | 2.00836 2.0698 | 24835 -11037.6
70.6485 -61.7005 | 6.26198 1.6469 | -20325.2 32820.5
70.4773 -62.1555 | 0.243158 1.97668 | 26815.4 -30529.3
70.3382 -62.636 | 0.027734 2.13572 | -21900.5 -17967
70.1636 -63.1229 | 2.22526 0.799984 | 730.691 13500.1
69.9529 -63.586 | 2.23129 0.346144 | 8097.68 21755.2
69.7142 -64.0159 | 4.14758 4.63231 | 7639.79 -2575.07
69.4536 -64.4308 | 1.48867 3.7004 | -24907.6 -3404.17
69.1512 -64.8323 | -1.78441 3.1826 | 12219.4 -30459.8
68.8569 -65.2533 | -5.85632 -1.78289 | 4985.39 32911.2
68.5483 -65.6433 | -0.275784 -1.59595 | -1707.61 -18482
68.2234 -66.0289 | 0.622187 2.76038 | 4832.45 7019.99
67.8696 -66.3834 | -1.86587 -5.18741 | -15759.3 -2039.99
67.4665 -66.6955 | 3.68613 -0.725458 | -7672.88 -854.707
67.029 -66.9673 | 2.8845 0.513454 | 15716.6 -8368.65
66.5817 -67.2084 | 5.94922 -9.9926 | -945.591 22705.9
66.1105 -67.3797 | 1.57015 0.884408 | -536.614 -975.287
65.6284 -67.5198 | 1.6397 -6.71653 | -3127 -25610.4
65.1432 -67.6653 | -1.46698 -2.29326 | 15354 24176.9
64.6592 -67.7564 | 4.66087 -2.198 | 6546.69 406.861
64.1756 -67.8174 | 2.72235 -1.59125 | -13116.4 6775.88
63.683 -67.8733 | -3.23849 -8.90661 | -2083.06 -29014.6
63.1903 -67.9808 | -1.01914 1.89268 | -27471.7 6906.35
62.6812 -68.0864 | 4.00219 1.52785 | 28912.3 15958
62.1889 -68.1769 | 0.997531 1.54585 | 6155.05 7380.95
61.7075 -68.2867 | 5.1903 0.0330691 | -17085.3 -22255.3
61.234 -68.4737 | -4.96654 -4.57302 | -11529.8 -14391.2
60.7781 -68.7251 | -0.552696 -4.07829 | 25039.8 18947.9
60.3565 -68.9957 | 4.04281 6.68711 | 3877.86 15167.1
59.9529 -69.2773 | -3.93282 1.21976 | -10876.9 -20873.4
59.5661 -69.6029 | -3.59047 -1.55108 | -7769.51 1081.45
59.1956 -69.9543 | -0.0135849 1.72258 | 7055.1 6976.6
58.8578 -70.3307 | -0.209696 2.0725 | -19355.4 -6034.07
58.5571 -70.7454 | 0.0460722 -6.68675 | 45577.9 -3674.94
58.3631 -71.2047 | 2.27795 1.57547 | -13365.3 31768.9
58.1905 -71.6556 | 0.501076 5.13364 | -13900.8 -11062.2
58.0277 -72.1202 | -0.391434 -0.0687938 | 2001.08 -20003.7
57.9059 -72.6104 | -3.4086 0.936471 | 13891.9 7717.15
57.8325 -73.1033 | -6.14204 -2.79929 | -16906.8 20193.2
57.7618 -73.5837 | 4.29562 -2.3247 | 5882.63 -18373


-13.1452 -27.4958 | -3.6585 -2.4954 | 233.404 -2713.73
-12.7798 -27.8385 | -3.18177 -2.7283 | -5103.06 4462.11
-12.4132 -28.1736 | 1.38812 0.895435 | 4302.94 510.595
-12.0329 -28.4956 | 2.54375 0.307884 | 2488.24 -3438.53
-11.6389 -28.8053 | 1.08464 -1.13215 | 292.517 4096.85
