-77.9045 0.641557 | 4.30708 0.291183 | -12601 2214.86
-11.2332 -29.0968 | 1.24513 -1.16779 | -5156.93 384.611
-10.8239 -29.3772 | 1.29179 -3.06672 | -1934.57 1036.17
-10.4095 -29.6479 | 0.254441 0.987065 | 2433.27 -6917.57
-9.9855 -29.912 | -2.01376 -1.52885 | 8084.7 -5145.97
-9.54232 -30.1544 | 0.490153 -0.679892 | -8281 10156.3
-9.08565 -30.3504 | -0.725839 -2.8058 | -8215.03 3423.68
-8.61906 -30.5022 | -3.73005 -4.09937 | 7155.69 -138.18
-8.13732 -30.6188 | -1.68114 1.33825 | 8355.28 -8334.63
-7.64364 -30.7165 | -1.0413 1.60716 | -1821.99 171.9
-7.14449 -30.7859 | -1.18131 1.4677 | 5711.83 2950.48
-6.63764 -30.8185 | -3.05382 -3.5923 | 1915.51 1738.29
-6.1281 -30.8184 | -2.47462 -3.73605 | -2118.97 -10208.2
-5.62092 -30.7956 | -0.61542 -2.94453 | -3980.18 13319.5
-5.12153 -30.7189 | -0.435546 -3.49731 | -1494.2 -4042.18
-4.62986 -30.6095 | 1.32314 -0.555175 | 2735.44 -3379.24
-4.14422 -30.4725 | 1.39931 0.229798 | -2040.07 6549.15
-3.67059 -30.2983 | -2.36303 0.297166 | 1214.82 -4082.82
-3.20626 -30.1022 | -2.25858 0.201614 | -3167.71 -1401.46
-2.75498 -29.8839 | 0.21225 -1.16334 | -4717.68 5074.13
-2.31771 -29.6416 | 1.12721 0.712326 | 6724.51 -4104.97
-1.88055 -29.3957 | 1.2542 0.933236 | -6150.85 -4159.71
-1.45025 -29.1471 | -0.843894 1.09246 | 706.106 4157.13
-1.02498 -28.8893 | -0.836129 2.58315 | -2557.52 -5492.42
-0.604253 -28.6318 | 0.392249 0.0257994 | -7194.91 -1042.29
-0.190816 -28.37 | -0.994429 1.07326 | 8612.62 7361.72
0.228398 -28.1041 | -0.858026 1.714 | 173.566 2269.69
0.655565 -27.8488 | -0.791238 -1.53799 | -4684.16 -5488.63
1.09476 -27.6251 | -1.17966 -3.0255 | -878.97 -4207.92
1.54992 -27.4401 | -1.3326 -0.469742 | 6508.89 3945.59
2.02119 -27.2848 | -0.271852 -1.26093 | -2282.72 5169.66
2.50075 -27.1565 | -0.355612 -1.46089 | -598.25 -4363.3
2.9893 -27.0719 | -0.96985 0.888965 | 4470.05 2410.27
3.48604 -27.0289 | 1.02505 3.82168 | -3154.6 -4509.79
3.98279 -27.0317 | 2.52662 3.39467 | -2015.06 5326.45
4.47734 -27.0648 | 0.498468 1.22656 | 4081.19 -33.3702
4.972 -27.1326 | -1.24597 -0.196002 | 8264.7 -3826.94
5.46661 -27.2399 | -1.10262 1.00109 | 4179.25 59.6693
5.95492 -27.3809 | -0.991044 2.93831 | -13763.5 3131.5
6.42256 -27.5521 | -2.10089 1.36082 | -10755.8 691.251
6.87174 -27.7496 | -1.22378 -0.500946 | 15335.3 -1898.46
7.32233 -27.9611 | 1.37898 -0.271255 | -11117.8 9884.7
7.76017 -28.1779 | -1.48341 -1.18244 | -9304.27 -2196.86
8.18258 -28.4131 | -1.34731 1.09049 | 11597.9 -2637.77
8.60725 -28.6598 | 2.34045 2.29484 | 5464.6 -281.868
9.03298 -28.915 | 2.05958 2.48147 | 2375.82 -4714.07
9.45506 -29.1845 | -0.334959 1.56862 | 4228.19 -1107.52
9.87457 -29.4641 | 2.00256 3.41861 | -951.558 -1088.87
10.2872 -29.7526 | 1.4594 1.59605 | -8731.25 5387.58
10.6904 -30.0438 | 1.04946 0.871788 | 1445.99 -7853.69
11.0965 -30.3385 | 2.05335 -0.411085 | 14455.7 -2407.02
11.5259 -30.6159 | 1.41569 -2.36575 | 1949.11 4578.59
11.9721 -30.8657 | 3.12673 0.00231149 | -6423.46 5402.16
12.4227 -31.0943 | 1.46332 -0.023709 | -8506.97 -3116.69
12.8702 -31.318 | -2.91357 -0.743833 | 4074.15 1249.55
13.3243 -31.5322 | -3.07385 -2.20804 | 1833.9 -6520.27
13.7843 -31.74 | 0.20098 -1.54346 | -4659.48 3582.4
14.2511 -31.9231 | 0.217614 -1.48163 | 3952.58 4412.42
14.7307 -32.0721 | -0.648269 0.0442698 | -2888.92 -5457.45
15.2157 -32.196 | -0.724194 0.0411235 | -8519.33 3441.01
15.7033 -32.2809 | -2.60894 -1.24128 | 9297.34 4248.95
16.2016 -32.3229 | -3.26957 1.49999 | 581.212 -4872.44
16.7023 -32.3388 | -0.76788 1.34339 | -5428.44 1490.04
17.1998 -32.3275 | -0.944522 2.30813 | 2142.37 -3017.25
17.6973 -32.2945 | -2.88071 2.59784 | 2009.84 -4312.06
18.1928 -32.2339 | -1.1574 2.42989 | -4269 12591.8
18.6777 -32.1234 | 3.75694 0.369016 | -5996.87 -5749.13
19.1536 -31.9938 | 3.92921 -0.635521 | 10227.7 -8354.85
19.633 -31.8572 | 0.334436 0.804636 | 4676.12 12101.3
20.1076 -31.6871 | -1.60596 -1.25762 | -5331.93 -5222.74
20.5711 -31.4988 | -0.935394 1.71604 | -204.575 3563.29
21.0257 -31.2918 | 0.372094 2.37757 | -8615.63 -2141.81
21.4717 -31.0814 | 1.24561 1.24623 | 2129.17 -12360
21.9207 -30.8852 | 2.32235 1.49738 | -2061.25 9244.4
22.3646 -30.6751 | 1.41801 -1.24539 | 229.562 4187.61
22.8082 -30.4595 | 2.14959 -0.518662 | 9778.53 -7890.52
23.2628 -30.2598 | 1.20206 1.62127 | -8816.74 3228.65
23.712 -30.0597 | 1.78104 0.894685 | -5651.28 -4242.72
24.1575 -29.8627 | 2.98835 2.64146 | 5174.32 6894.76
24.6073 -29.6625 | 0.515869 0.80795 | 5179.09 1795.98
25.0675 -29.4724 | -0.927182 -2.23554 | 6867.04 982.634
25.5419 -29.304 | -1.57098 0.714281 | 749.678 267.733
26.0262 -29.1648 | -0.241488 -0.200611 | -4932.48 -6806.75
26.5144 -29.0622 | 2.93469 -1.53821 | -8564.5 5021.49
27.0009 -28.9807 | 1.00086 -1.59196 | 2135.74 361.545
27.4933 -28.9279 | -0.616905 1.65689 | 11265.3 -1587.02
27.9961 -28.9112 | 3.69306 1.37306 | -158.404 4375.39
28.5004 -28.9281 | 4.02525 -0.248888 | 2542.96 -5966.78
29.003 -28.9938 | 0.619937 1.06405 | 819.254 529.479
29.4986 -29.1011 | -1.50181 0.90614 | -6205.24 -2110.71
29.9803 -29.2465 | -0.0530931 2.83101 | -1591.67 -825.296
30.4523 -29.4155 | 0.423014 2.0127 | -821.99 5613.37
30.9199 -29.5882 | -1.54388 1.52187 | -5167.24 2191.34
31.3821 -29.7636 | -0.0530519 0.987954 | 3088.77 340.383
31.8429 -29.9429 | -1.07046 -1.24098 | -9275.01 2663.22
32.2944 -30.1285 | -1.92766 0.109416 | 11583.5 -6904.42


37.4078 -44.8775 | -0.188205 0.0724645 | 4783.34 -1680.01
37.8295 -44.6024 | 1.8063 1.0852 | -1029.46 4577.97
38.2393 -44.3066 | 3.05279 -1.56621 | 4182.77 7931.12
38.6422 -43.9932 | -2.68692 -2.32702 | -6367.59 -3470.29
39.0422 -43.6837 | -2.80601 1.11771 | -189.286 -9297.96
39.4539 -43.3971 | 2.37011 0.167861 | 2539.18 3499.79
39.8792 -43.1262 | 1.20214 -2.94871 | 4724.5 -540.072
40.3186 -42.8723 | -1.34762 -3.25956 | 2294.42 -611.869
40.7652 -42.6287 | 0.0465159 -3.05345 | -9237.49 9288.49
41.2082 -42.3833 | 0.0216707 -2.53567 | 3600.33 -3787.49
41.6649 -42.1655 | -0.627187 -3.33308 | -5851.5 -9549.22
42.1342 -41.9923 | -0.947484 -3.17057 | 2467.88 5546.33
42.617 -41.8522 | -1.72051 1.07844 | 6859.4 -591.933
43.1139 -41.753 | -1.31201 2.24087 | -6666.72 -4335.76
43.6128 -41.697 | -0.814861 -0.904476 | -2673.9 2290.06
44.1108 -41.6718 | -1.36544 1.72288 | -8526.18 -3757.59
44.6032 -41.6744 | -0.218296 -0.312464 | 474.603 7817.02
45.0961 -41.6863 | -2.26332 -0.653806 | 13313.3 -1396.05
45.5967 -41.7198 | -3.25219 -2.43045 | -4967.4 4065.1
46.0916 -41.7821 | -2.7049 -0.0832691 | -4500.65 -6001.1
46.5748 -41.894 | -1.8607 1.44569 | -489.298 -884.111
47.0465 -42.0483 | -1.2891 -4.12955 | 5627.33 -1521.58
47.5116 -42.2334 | 1.54804 -0.837445 | 2558.97 -153.979
47.971 -42.4375 | -0.0960738 -1.38902 | -2956.11 3750.74
48.4235 -42.6508 | -2.46503 -2.31515 | -278.035 -5044.89
48.8719 -42.8747 | 0.803265 1.32303 | -173.247 2758.5
49.3242 -43.0923 | 0.844602 2.41473 | 12009.9 -3898.13
49.7917 -43.2989 | -1.23474 1.03471 | 7031.74 -2463.83
50.2713 -43.4883 | 1.60546 2.46373 | -17490.7 7307.83
50.7489 -43.6487 | 0.070276 -3.79774 | 3711.54 3331.23
51.2357 -43.7794 | -0.756415 -5.88307 | 2773.55 -4950.64
51.7292 -43.8922 | 0.716982 -1.4738 | -3642.12 6282.89
52.2236 -43.9807 | 1.87567 1.18608 | -8373.61 -1030.29
52.7127 -44.0603 | 3.91197 -4.59191 | -5692.16 -3546.2
53.1983 -44.1384 | 3.80479 -1.5568 | 4349.28 -825.562
53.6901 -44.2058 | 1.26351 0.398766 | 17355.7 -3142.3
54.1972 -44.2525 | 1.85072 0.186571 | 2147.02 7777.44
54.7095 -44.2616 | 4.63539 -0.318985 | -1313.27 -6235.59
55.2197 -44.2462 | 3.00002 2.38613 | -11215.7 -1322.31
55.7185 -44.1942 | -0.795746 2.08087 | -6218.13 7636.94
56.2033 -44.0896 | -0.960394 -1.51319 | -1328.51 -12733.3
56.6751 -43.9521 | 0.969281 -2.01017 | -9141.05 11196
57.1223 -43.7572 | -0.096671 -0.0915122 | 5018.17 -3903.42
57.5597 -43.5355 | 1.29903 -1.31573 | 10793 -2107.1
57.9945 -43.2984 | 0.36327 2.38675 | -9155.19 -6944.17
58.4098 -43.0418 | -0.68629 3.1629 | -4453.73 2280.41
58.8007 -42.7513 | -2.01941 2.32284 | 14495.4 5834.59
59.1783 -42.4272 | -0.483165 2.90369 | 1600.18 7360.38
59.5305 -42.0687 | 0.195751 1.22971 | -6138.75 -8762.59
59.8542 -41.6921 | -0.648093 2.85159 | 1280.74 3681.71
60.1566 -41.2953 | -2.38007 5.15038 | 6640.92 2160.68
60.4461 -40.8837 | -0.0868701 3.02561 | -6289.12 7402.34
60.7153 -40.4569 | 1.51062 2.20464 | -668.099 -11419.4
60.9852 -40.0387 | 0.689511 -0.115756 | 1251.75 -5107.01
61.2647 -39.6303 | 0.545282 -2.36303 | 3724.42 3090.32
61.5508 -39.2218 | 0.638306 -0.970159 | 836.512 9976
61.8345 -38.8032 | -0.232383 -0.822292 | -1532.02 6027.47
62.1192 -38.3806 | -3.39766 1.29855 | 2803.84 -3348.46
62.4225 -37.9721 | -3.47957 1.71828 | -434.392 -7168.04
62.7487 -37.5866 | -4.44184 0.571118 | 1714.93 5349.27
63.0956 -37.2172 | -5.47207 0.722375 | -8958.87 -3876.82
63.4593 -36.8733 | -4.32528 -0.61687 | 3414.22 -9914.61
63.8525 -36.5679 | -2.4917 -1.11006 | 3134.18 12346.4
64.2664 -36.2808 | 0.718903 -0.609998 | -294.274 -8358.3
64.6985 -36.0269 | 0.103878 -1.11048 | -6988.39 11597.5
65.1387 -35.7922 | -0.371247 -0.702529 | -5717.65 -17419
65.5952 -35.6134 | -0.0573728 -2.23835 | 591.107 5320.6
66.0654 -35.4696 | -0.169151 -3.06791 | 8952.66 2905.21
66.5509 -35.3559 | 0.241624 0.18375 | 1563.1 -4938.65
67.0437 -35.2703 | -1.4627 1.60278 | 202.987 2931.08
67.5381 -35.1878 | -3.68557 0.693724 | 4236.86 7767.1
68.0339 -35.0937 | -2.36599 -0.934101 | -5547.21 -317.158
68.5268 -35.0011 | -2.57604 -2.61496 | -1200.85 -3797.57
69.021 -34.9236 | -2.5757 -1.25229 | 3322.98 -2526.01
69.5193 -34.8607 | 0.204636 -0.525441 | 1857.42 1641.24
70.0197 -34.8006 | 1.69512 -0.584409 | -372.21 1757.99
70.5195 -34.7368 | 1.74752 -1.50433 | -1349.62 595.287
71.0177 -34.6697 | 0.884637 -2.06986 | -2799.2 41.5584
71.5134 -34.6022 | 2.29724 -1.64044 | -513.555 -13410.1
72.0075 -34.5388 | 2.65441 0.652333 | -5985.42 21631.6
72.4931 -34.4319 | 0.308188 0.435796 | 13055.2 -14352.6
72.9847 -34.3213 | -0.897662 -1.15977 | 527.202 -1222.2
73.4694 -34.1844 | 1.44219 0.454679 | -13167.9 13089.7
73.9299 -33.9938 | 2.60837 -0.589896 | 4838.1 -10462.1
74.3808 -33.782 | 3.65123 -0.286568 | 3749.98 204.019
74.8181 -33.54 | -0.59988 1.65953 | -10457.6 4393.21
75.2267 -33.2584 | -1.87258 -0.241376 | 7217.63 -2105.32
75.6227 -32.9539 | -0.143387 2.03334 | 5005.88 1941.27
76.0053 -32.6268 | 0.451893 3.69772 | -251.264 -4244.02
76.3653 -32.2762 | 0.20084 2.95691 | -1460.9 7841.42
76.6908 -31.8882 | 0.0139485 -2.0876 | 852.28 8952.97
76.9847 -31.4677 | 1.89976 -1.70984 | 9505.65 103.378
77.2616 -31.0322 | 0.712328 2.64217 | -4783.15 -11374.4
77.5049 -30.588 | -0.979601 4.1533 | -12971.5 -10038.4
77.6954 -30.1303 | 1.39439 1.32212 | 1494.91 9434
77.8467 -29.6528 | -3.08027 -1.98047 | 7878.06 2374.28
77.9744 -29.1657 | -0.385801 -4.10186 | -11145 -10086.1
78.0668 -28.6783 | 0.6376 -2.26597 | 5380.15 3573.92
78.1511 -28.1877 | 0.1135 -2.56662 | 5797.49 -1193.85
78.2346 -27.6967 | -0.395088 3.00586 | -4527.79 2608.73


-86.6964 -3.76911 | -2.4873 -1.64656 | -739.485 3763.9
-86.2142 -3.89545 | -3.04503 -0.815292 | -1237.13 -7636.26
-85.7308 -4.02244 | -2.06133 -0.260095 | 9754.66 5140.08
-85.2399 -4.13972 | 0.597364 0.377525 | -8495.49 -1436.84
-84.7551 -4.26242 | 1.48865 2.22707 | -2755.17 -4264.86
-84.274 -4.39574 | -1.60896 -0.628885 | 10134 6623.97
-83.7865 -4.52693 | -2.09305 -0.944471 | 1304.09 -5874.53
-83.3017 -4.67551 | 0.776646 3.25031 | -5626.71 -270.529
-82.8262 -4.84033 | -0.694517 -0.271736 | -2018.91 8424.91
-82.3586 -5.01473 | -2.59545 -0.836699 | -4522.83 -3068.7
-81.9057 -5.21963 | -3.4724 -3.1445 | 5322.34 -5984.49
-81.4646 -5.45964 | -0.903669 -2.8187 | 4139.45 1844
-81.0351 -5.72417 | -0.39375 -0.761843 | -5436.72 385.277
-80.6262 -6.01409 | -3.54566 -0.619241 | -260.919 4852.93
-80.2352 -6.32479 | -1.94488 -1.2465 | 2397.77 -5298.11
-79.8652 -6.66608 | 0.0994111 -2.42272 | 3289.83 -5971.73
-79.5169 -7.03684 | 1.14806 -2.0435 | 6442.47 4301.21
-79.1894 -7.42789 | -1.3363 -4.04433 | -7801.98 -6398.89
-78.9057 -7.85084 | -3.45839 -2.63413 | -4923.48 7749.54
-78.6621 -8.28997 | -2.72672 -0.00386756 | 619.552 10529.7
-78.4495 -8.73824 | -2.48475 0.264322 | -3474.46 -14759.2
-78.2722 -9.20945 | 1.38263 1.73735 | 3719.29 1705.4
-78.1087 -9.68628 | 3.32105 1.09973 | 4534.88 4650.49
-77.95 -10.1625 | -2.29512 -0.572948 | -3739.91 -817.231
-77.8073 -10.6421 | -4.77034 1.58401 | -511.741 9008.06
-77.6791 -11.1196 | 0.64153 2.39161 | -1494.87 -1442.89
-77.5678 -11.6016 | -0.335182 -0.12014 | 1710.81 -5510.09
-77.4697 -12.0907 | -2.22594 -1.6969 | -442.756 -331.329
-77.3844 -12.584 | -0.515367 -0.11182 | -3105.99 -8034.85
-77.3096 -13.0841 | -0.784284 1.69994 | 2145.55 2947.85
-77.2282 -13.5822 | 0.90147 0.184626 | 3827.41 -364.886
-77.1321 -14.078 | 1.92241 -2.20135 | -8700.65 219.193
-77.028 -14.5702 | -1.4662 -0.332768 | 2202.32 6711.66
-76.8895 -15.05 | -2.50068 0.853086 | 7863.63 -6886.92
-76.7028 -15.5197 | -2.17191 -0.0500097 | 3632.03 -781.362
-76.4772 -15.9754 | -3.21622 -0.862149 | -2943.78 -3676.82
-76.23 -16.4213 | -1.04155 2.51826 | -4078.28 1506.06
-75.9632 -16.8517 | -2.81948 1.99242 | -1362.44 10832.2
-75.6692 -17.2541 | -0.90982 1.08642 | -3688.38 4876.14
-75.3539 -17.6321 | -0.238318 -0.100325 | -9972.8 518.521
-75.0238 -17.9915 | -0.0990303 0.614831 | 9704.57 -6990.54
-74.6588 -18.3274 | 1.18305 1.57165 | 10423 -3145.73
-74.258 -18.6308 | -0.918396 -0.608412 | -11958.7 9036.14
-73.8428 -18.8987 | -0.196028 -3.09988 | -2102.37 -8733.35
-73.4144 -19.1475 | 1.32961 -2.22404 | 8995.8 2286.32
-72.9623 -19.3614 | 0.63822 -1.48328 | -511.527 729.963
-72.4961 -19.5436 | 1.50399 -1.69476 | -132.697 -3154.26
-72.0215 -19.7023 | 0.556789 -1.33568 | -5647.92 2562.08
-71.5431 -19.8342 | -0.0925349 -0.441272 | -848.552 412.675
-71.0598 -19.9418 | -0.37455 0.603164 | 2365.9 314.061
-70.5712 -20.0295 | -0.0530368 2.55832 | -2815.13 -3285
-70.0805 -20.105 | 0.820102 0.935061 | 11011.1 163.557
-69.579 -20.1637 | 0.184403 1.44722 | 8616.24 507.119
-69.0696 -20.2058 | -0.272029 0.629477 | -6769.23 4959.59
-68.5635 -20.2359 | 1.14349 0.0226484 | -4276.37 -5497.07
-68.0614 -20.2765 | 0.233895 -0.155382 | 1469.6 -8240.19
-67.5597 -20.3275 | 0.534977 -0.806769 | -878.322 10406.7
-67.0588 -20.3564 | 1.75869 0.675271 | -9104.91 5099.23
-66.5644 -20.3706 | 0.872353 -0.296789 | -5645.91 -5058.51
-66.0749 -20.3966 | 1.50897 -0.169128 | 3757.45 -1852.32
-65.5842 -20.439 | -0.160484 -1.13205 | 3160.87 3770.27
-65.0926 -20.4945 | -2.25006 -1.32924 | -112.173 -738.723
-64.6037 -20.5746 | -2.0086 -0.210255 | 1520.63 -5057.89
-64.1193 -20.6866 | -2.12452 -1.92639 | -117.825 6121.59
-63.6404 -20.8173 | 0.78411 0.759422 | -105.946 -2098.41
-63.1693 -20.9764 | 0.773662 0.551625 | 1907.87 -8380.05
-62.7055 -21.1646 | -0.796464 -0.512167 | 7155.83 16052.2
-62.2413 -21.3538 | -1.16226 -1.15149 | -4029.76 -6211.69
-61.7953 -21.58 | -1.39094 -0.526885 | -6807.47 -1793.68
-61.3779 -21.8499 | -1.35132 0.7965 | 6702.1 -1017.83
-60.9814 -22.1563 | -1.44532 1.16616 | -993.614 -3699.12
-60.6111 -22.4968 | 0.0648805 4.89857 | 3890.83 1838.12
-60.2615 -22.8593 | 0.530019 3.30691 | -5695.73 2704.58
-59.9396 -23.2417 | -0.444698 1.28195 | -2851.32 -995
-59.64 -23.6413 | 0.983208 1.40164 | 11765.7 -910.697
-59.3456 -24.0513 | 1.79178 -1.89104 | -7507.74 -7830.7
-59.074 -24.4779 | 0.772182 -3.04399 | -231.075 13079.7
-58.8103 -24.9002 | 0.579239 -0.120809 | 1301.34 5813.79
-58.5553 -25.3231 | -0.417152 0.853324 | -12773.6 -10412.1
-58.3231 -25.7609 | 2.49763 2.43538 | 12067.7 1248.11
-58.0723 -26.1918 | 4.24426 1.37108 | 2450.68 4715.98
-57.8042 -26.6098 | 0.697789 0.3572 | -11280.5 766.424
-57.5342 -27.0208 | -1.97981 0.244932 | 2143.89 312.006
-57.2429 -27.4171 | -1.63794 -2.02067 | 7356.68 671.606
-56.9213 -27.7922 | 0.482953 -4.29136 | -6842.65 1691.76
-56.5858 -28.1508 | 1.20104 -3.38912 | 976.375 -1016.33
-56.235 -28.4966 | -1.61712 -1.88719 | 5061.66 -7469.44
-55.868 -28.8343 | -0.689678 -0.55295 | -1769 -4649.99
-55.4865 -29.1571 | 0.41778 -1.23725 | -5661.98 9445.04
-55.0848 -29.4419 | -1.77232 -1.03428 | -1349.63 5015
-54.6607 -29.6862 | -0.713856 -0.0643989 | 4632.9 -5429.53
-54.2179 -29.9043 | -0.405143 0.0571441 | -3124.29 -5473.78
-53.7635 -30.0998 | -1.48755 0.803907 | 4847.69 -801.46
-53.2905 -30.2576 | -3.53551 -0.221896 | 7293.94 5735.6
-52.7987 -30.3657 | -2.2621 0.413611 | 4380.95 -3527.01
-52.2971 -30.4413 | 0.774287 0.471538 | -6688.93 -3980.16
-51.7962 -30.4903 | 1.36663 0.736479 | -2404.95 6727.95
-51.2959 -30.5007 | 0.470714 0.710917 | -1186.5 -4295.79
-50.7972 -30.4866 | -0.468938 -0.946501 | -2559.92 1413.81
-50.302 -30.4457 | -5.60677 -2.25363 | 3546.76 74.4549


4.9034 -13.6314 | -4.22226 -5.15765 | 6325.05 -4723.06
5.34952 -13.87 | -0.219948 1.41856 | -7894.48 10273.7
5.78829 -14.1061 | 2.88955 1.34165 | 2111.47 -5179.15
6.22215 -14.3545 | 2.44019 -0.291988 | -253.903 205.532
6.65104 -14.6124 | 0.352654 -2.64484 | 2707.19 -4063.98
7.0781 -14.8793 | 1.00563 0.297457 | -652.568 -414.683
7.50626 -15.145 | 1.10716 0.343232 | 1286.51 4204.67
7.94167 -15.3985 | 0.247727 -2.34601 | 3565.15 -6215.22
8.38504 -15.6449 | 1.19828 -2.69208 | -3575.93 5202.51
8.83438 -15.8712 | 1.47782 0.337589 | -7445.73 3143.69
9.28691 -16.0773 | -0.032364 1.66328 | 6457.06 6591.26
9.74851 -16.2656 | 0.645808 2.59151 | -2763.34 -12528.5
10.206 -16.4686 | -0.640509 0.546803 | 170.532 -5720.77
10.6655 -16.6722 | -2.30932 1.71273 | -1096.14 9594.22
11.137 -16.8424 | -1.43265 1.56997 | 11372.6 -5258.65
11.6274 -16.9805 | -1.64454 -2.82471 | 3073.79 -237.152
12.1294 -17.0754 | -1.28606 -0.8121 | -15034.9 9266.7
12.6275 -17.1151 | -0.398509 1.11568 | -3797.36 -5699.25
13.1229 -17.1178 | -0.840847 -2.6461 | -1010.82 1951.54
13.6157 -17.0791 | 1.82607 -0.72535 | 3289.3 -5121.33
14.1064 -17.0046 | 2.89032 2.14097 | 4004.66 5372.12
14.5901 -16.8804 | 0.409813 3.49496 | -6410.72 1825.82
15.058 -16.7137 | 2.45971 1.96376 | 6149.29 -6629.04
15.5189 -16.5227 | 0.691073 1.06184 | 1021.99 7771.57
15.9667 -16.2966 | -0.688985 2.50269 | -1070.29 -6150.98
16.4014 -16.051 | 0.785315 2.04338 | -3813.74 4164.44
16.8193 -15.782 | 0.706935 2.57819 | -8634.99 -2035.8
17.226 -15.5065 | 0.954626 2.24212 | 1716.96 -3332.96
17.6423 -15.2465 | 0.975689 0.8099 | 13148.5 -3638.04
18.0806 -15.0107 | -0.390263 1.90361 | -4763.61 10738.6
18.5226 -14.7781 | 0.0649933 1.55555 | 6561.02 -12062.7
18.9759 -14.5672 | 0.737786 -0.290927 | -5004.54 7223.77
19.4229 -14.3473 | -0.0570969 3.17716 | -7206.74 4330.7
19.8617 -14.1182 | -0.220944 4.28395 | -1.47757 -4362.51
20.3063 -13.9035 | 1.51915 2.01756 | 5534.05 -1702.53
20.7648 -13.7115 | 2.73091 0.0288273 | 2994.16 5798.41
21.2347 -13.5373 | 0.706835 1.59322 | 1574.3 432.14
21.7157 -13.3926 | 1.17483 2.78342 | -3344.52 -5175.84
22.2037 -13.2894 | 1.20634 -0.478453 | -3928.08 -410.107
22.6945 -13.2214 | -0.58457 -0.103563 | -1915.33 5029.23
23.1864 -13.1814 | -0.498956 1.18801 | -3553.47 -4014.98
23.6781 -13.1815 | -0.594207 0.914658 | 6558.15 4044.82
24.1737 -13.2151 | 1.54137 0.438897 | 8378.06 -7707.17
24.6715 -13.2912 | 0.152064 -1.3918 | -1884.03 4978.4
25.1646 -13.3895 | 0.349288 -0.106119 | 740.245 5215.29
25.6519 -13.5088 | 3.52842 1.02907 | -9661.75 -11690.6
26.1242 -13.6675 | 2.79269 1.12306 | 10842.2 12356.9
26.5983 -13.8331 | 1.88158 0.655248 | 2198.31 -5478.37
27.0637 -14.0279 | 0.752388 -1.02134 | -11250.5 -3518.8
27.5088 -14.255 | -0.63377 1.9619 | 5906.29 971.707
27.9498 -14.4961 | 0.611966 0.218836 | 3813.57 -3084.42
28.3911 -14.7425 | 1.07518 -0.326389 | -4047.7 10730
28.8327 -14.9774 | -0.164918 -0.207522 | -218.697 -3927.6
29.2731 -15.2151 | 1.51281 1.26052 | -1110.18 -1045.55
29.7129 -15.4534 | -0.258271 1.0102 | 766.237 1375.9
30.1567 -15.6856 | 0.177717 -0.962009 | 5872.57 -4693.56
30.6082 -15.9118 | -0.705782 1.05696 | -4475.9 10900.7
31.062 -16.1207 | -2.67151 2.97694 | -8397.74 -15419.3
31.5119 -16.3358 | -2.26127 0.824401 | 10992.1 7709.44
31.9803 -16.5165 | -1.21631 -1.42657 | -5741.53 5724.01
32.4566 -16.6585 | -0.244139 -2.4657 | -8984.79 -2113.48
32.9336 -16.7751 | -1.70676 -1.61791 | 1413.3 1106.24
33.4171 -16.8663 | -2.33074 2.64662 | 9613.17 -3887.62
33.9116 -16.9391 | -1.78348 2.40714 | 4905.61 -5235.75
34.4133 -16.991 | -2.34118 1.67241 | -3249.18 6810.05
34.9156 -17.0014 | -2.44391 -3.28501 | -785.559 2305.98
35.4163 -16.9768 | -1.50672 -0.965075 | -1668.19 -3587.34
35.9131 -16.9329 | -0.585334 -2.3006 | -9081.12 -6518.58
36.4016 -16.8729 | -0.221329 1.01018 | 1598.71 5847.36
36.8866 -16.7776 | -1.36775 2.09189 | 15201.3 1800.15
37.3747 -16.6513 | 0.21912 -2.49408 | -8931.4 38.9761
37.8505 -16.498 | 0.160259 -0.620979 | -1278.64 -15.4011
38.3189 -16.3272 | 0.851781 1.86205 | 5370.54 -4745.64
38.7865 -16.1497 | 3.24892 -1.67073 | -8224.35 2280.11
39.244 -15.9557 | -0.641885 -0.69889 | 11620 276.59
39.7034 -15.7496 | -3.72709 2.82912 | -860.098 -823.391
40.1543 -15.5266 | -1.16722 0.0666115 | -9797.01 5939.82
40.5878 -15.2796 | -0.339332 -3.37099 | 4336.35 -7130.69
41.0206 -15.032 | 0.197829 -2.90633 | 1516.51 -1224.55
41.4513 -14.7793 | 0.660879 -1.63415 | -695.583 8559.84
41.875 -14.5108 | -0.823126 0.595293 | 1034.76 -5266.16
42.2973 -14.2446 | -1.46047 0.339229 | -12506.2 -6144.55
42.7113 -13.9828 | 0.159234 -3.33248 | 2370.56 3465.83
43.1288 -13.7222 | 2.12003 -1.4545 | 8208.27 3574.14
43.5592 -13.4695 | 1.1658 -3.20653 | 6554.01 -3864.45
44.0021 -13.2305 | -0.759726 -1.63231 | -1487.63 12870.8
44.4468 -12.9867 | -0.103869 -1.76435 | 2597.9 -8277.67
44.9008 -12.7629 | -2.36879 0.823522 | -6105.62 -202.909
45.3572 -12.5535 | -2.37172 0.834317 | -3932.94 11473.4
45.82 -12.3581 | -0.974536 -1.31599 | 7459.32 -14898.3
46.3053 -12.2237 | -0.872795 2.15188 | 1021.09 -1347.68
46.8024 -12.1377 | -1.14894 0.789988 | -2824.63 3214.74
47.3022 -12.0806 | -0.354058 0.84268 | -96.0146 -402.211
