-5.28933 15.2074 | 0.227707 1.44535 | 5693.14 3125
-53.8622 25.2342 | -0.0271757 -1.44978 | 208.14 -1792.23
-53.476 24.928 | -1.29712 -1.62613 | 4131.74 6184.48
-53.1077 24.6002 | -2.20364 -2.57857 | -1344.24 -7864.36
-52.7659 24.2388 | -1.78041 -2.60725 | 6616.37 -6918.81
-52.4404 23.8528 | 0.713482 -2.07052 | 8527.7 4550.91
-52.1259 23.4552 | 3.01572 -0.508163 | -4423.49 979.199
-51.8461 23.0361 | 3.31245 -0.492675 | -7034.89 2329.03
-51.6155 22.5926 | 2.04621 -0.0532407 | 405.371 -2674.25
-51.4296 22.127 | -0.689114 -0.538413 | 2479.71 -2138.25
-51.2822 21.6459 | 0.587604 -0.973231 | -2672.08 3178.29
-51.1738 21.1566 | 1.4125 -0.0617271 | 1299.78 -1264.59
-51.0964 20.6613 | -0.0544987 0.508998 | 1923.54 3281.85
-51.0464 20.165 | -1.60538 0.680768 | -3579.86 2489.18
-51.0287 19.6692 | -3.54624 0.439088 | 2800.36 3317.35
-51.0339 19.1757 | -1.8902 -1.30254 | 1175.01 -423.187
-51.0625 18.6828 | 0.456912 -1.81485 | -1686.68 -4390.88
-51.1188 18.1891 | 0.124741 -1.22522 | -1752.33 -1034.32
-51.2003 17.6971 | -0.469791 -0.342626 | -4559.92 -1832.54
-51.2981 17.2058 | -0.749327 1.06248 | 6470.04 -736.069
-51.3866 16.7132 | -0.915916 1.48298 | -319.277 5427.77
-51.4662 16.2221 | 0.538192 1.17124 | -6661.39 -4796.44
-51.5341 15.7255 | 0.673703 0.595185 | 9743.23 -3764.47
-51.563 15.2221 | 0.864965 -0.313025 | -261.585 -3156.82
-51.5653 14.7153 | 1.3367 -1.0532 | -4669.72 51.4329
-51.552 14.2086 | -0.521975 -2.44367 | 154.363 4737.48
-51.5157 13.7057 | -2.26144 -1.50634 | 2269.95 -5636.18
-51.4494 13.2029 | -3.11859 1.24148 | -1554.4 2082.77
-51.3532 12.7075 | -2.59876 1.88912 | -1461.45 11472
-51.2232 12.2288 | -0.587165 1.21602 | 0.127893 2857.76
-51.0579 11.7646 | 0.908205 0.514752 | -1883.54 -221.031
-50.8618 11.313 | 1.32771 0.490644 | 1722.59 -3307.59
-50.6341 10.873 | 1.29196 -0.921475 | 3571.04 -3012.99
-50.3777 10.4445 | -0.364013 -3.59043 | 689.801 -2602.18
-50.1024 10.0244 | -2.55469 -3.38751 | 823.81 -5060.9
-49.8149 9.60892 | -1.18029 -0.688642 | -4621.23 3541.26
-49.5184 9.20414 | -1.34287 -1.43455 | 440.361 2636.56
-49.2066 8.81356 | 0.85527 -2.82484 | 124.962 -1500.52
-48.8796 8.43642 | 2.29249 -2.76112 | -5032.53 7628.69
-48.5399 8.07942 | 0.452742 -2.3575 | 73.1543 1684.12
-48.1879 7.7369 | 0.678245 -1.78739 | -1427.19 -2462.13
-47.8291 7.39981 | -0.0782978 -2.13579 | 8217.46 -2584.7
-47.4603 7.06503 | -2.54903 -3.97982 | 3201.59 -2150.55
-47.0939 6.72353 | -2.01748 -3.28163 | -8958.78 1316.59
-46.7476 6.36784 | -2.26478 -2.49846 | 1018.75 -531.568
-46.416 5.99837 | -2.78011 -2.31968 | 3765.68 -1285.95


-65.3565 -31.9741 | 0.983347 4.46936 | -6367.33 3392.19
-64.9324 -31.7177 | -0.48783 4.79456 | 2353.33 -11636.7
-64.5123 -31.459 | -1.32603 4.23448 | 2748.45 6878.91
-64.1012 -31.1816 | -0.729276 5.50138 | -6319.91 -7823.93
-63.7057 -30.8926 | 1.35506 5.41495 | -1824.68 1328.45
-63.3269 -30.5831 | 1.62019 3.71283 | 803.996 10849.3
-62.959 -30.2531 | 2.77355 2.98179 | 4327.89 -8737.06
-62.5819 -29.9329 | 1.47749 3.82813 | 10528.3 4948.98
-62.1913 -29.6163 | -1.56309 4.65818 | -4217.61 8008.69
-61.8005 -29.2967 | -0.451875 3.52613 | -1266.38 -6010.16
-61.3999 -28.9944 | 1.3235 3.76178 | 1494.26 -823.019
-60.9843 -28.7138 | 1.87726 2.86689 | -5263.76 951.634
-60.556 -28.4573 | 1.98698 -0.445819 | 6824.76 -504.022
-60.1048 -28.2361 | 0.142138 1.95269 | -806.234 -3056.4
-59.6375 -28.0541 | 0.892246 3.97415 | -4345.17 66.1759
-59.1618 -27.9044 | -0.372571 3.38201 | 1041.53 4848.13
-58.6779 -27.7833 | -1.51845 2.89051 | -8084.13 -6617.34
-58.1913 -27.7056 | 0.298264 3.15484 | 1570.32 458.442
-57.6997 -27.6627 | -0.424674 3.97196 | 3434.03 7377.94
-57.2039 -27.6451 | -2.17641 5.08871 | -1276.61 -2232.41
-56.708 -27.6704 | -3.55234 1.98788 | 8253.37 -5101.08
-56.2111 -27.7455 | -2.26207 -1.15038 | -1349.86 1470.63
-55.7218 -27.858 | 0.906277 -1.01895 | -2447.23 5147.88
-55.2432 -28.0008 | 0.757557 -0.2487 | 262.893 -573.816
-54.7789 -28.1839 | 1.29379 0.0999504 | -3022.78 -6003.01
-54.3357 -28.4132 | 3.52075 2.00294 | 6365.49 8176.97
-53.9072 -28.67 | 0.928813 -0.238983 | -8792.47 -5738.49
-53.5099 -28.9683 | -0.12906 -1.01912 | 184.544 348.061
-53.1331 -29.2924 | 1.42072 -0.361275 | 10121.1 5109.09
-52.7637 -29.6284 | -0.680827 -5.30492 | -9030.08 -4246.28
-52.4215 -29.9892 | 2.05591 -3.4358 | 504.646 2068.68
-52.0957 -30.3635 | 1.51192 0.318638 | 4980.06 3017.76
-51.7786 -30.7463 | 0.773722 -0.0706395 | -2920.62 -6245.24
-51.48 -31.1467 | 2.30965 0.921129 | -4071.91 -5733.09
-51.1913 -31.5565 | 0.963489 -0.0995808 | 5219.26 6731.99
-50.8834 -31.9504 | 1.38249 -1.72276 | 5236.22 3314.01
-50.5519 -32.3251 | 2.2952 0.833432 | -6504.79 -6223.95
-50.2122 -32.6921 | 2.52383 1.48357 | -2715.99 3965.98
-49.8549 -33.0366 | 3.03174 2.97185 | 960.48 3579.49
-49.4719 -33.3493 | 2.80567 4.81667 | -1836.26 1112.73
-49.0667 -33.6305 | 1.99315 3.8131 | 2033.4 -1799.96
-48.641 -33.8839 | 3.00064 1.8406 | 4576.43 -2308.93
-48.1976 -34.1126 | 5.71037 0.682567 | -4377.02 -267.408
-47.7459 -34.3189 | 3.99814 -0.084242 | -1478.38 3943.34
-47.2867 -34.5012 | 2.44728 1.21543 | -2040.12 -4348.4
-46.824 -34.6714 | 2.78331 -1.37942 | -2570.38 504.078
-46.3572 -34.8238 | 3.0354 -1.75085 | -685.018 327.742
-45.8844 -34.9538 | 2.92423 -0.462951 | -709.83 -6598.35
-45.4046 -35.0587 | 1.66025 -2.87013 | 4156.75 4609.91
-44.9138 -35.1127 | 1.28213 -0.286038 | 4776.17 2206.13
-44.4161 -35.1131 | 2.76525 1.99693 | 642.736 2662.75
-43.9192 -35.0702 | 2.35369 0.181435 | -775.458 -9035.53
-43.426 -35.0065 | -0.265652 -0.482215 | -3332.97 -591.435
-42.9415 -34.9099 | -2.13829 -0.0057082 | -4745.46 3901.2
-42.4709 -34.7701 | -1.34859 1.75877 | 440.979 -1677.69
-42.011 -34.5979 | 0.879674 3.49011 | 4437.72 918.416
-41.5577 -34.3997 | -0.438642 0.526069 | 2693.91 4364.91
-41.1097 -34.1813 | -1.81154 -0.548866 | 1141.07 -4257.18
-40.6626 -33.9604 | -0.814947 2.38768 | 296.103 2222.85
-40.2146 -33.7372 | -0.0532251 1.43236 | 7588.8 2905.58
-39.7588 -33.5174 | -1.18134 2.09178 | -255.621 -3771.45
-39.2987 -33.309 | -0.683129 1.67913 | -6791.72 548.098
-38.84 -33.1065 | -0.23257 3.3906 | 3323.67 2166.83
-38.3751 -32.913 | -1.58307 7.34092 | 2770.15 -2048.08
-37.9023 -32.7368 | -3.13424 4.35991 | -5523.83 3602.21
-37.4269 -32.5769 | -3.66181 2.17675 | -1706.22 -6719.88
-36.9445 -32.4504 | -3.30633 3.87081 | 492.209 -2278.87
-36.456 -32.3509 | -2.12895 4.91627 | 1525.72 6079.72
-35.9638 -32.2623 | -0.194025 3.07176 | -733.612 -726.214
-35.4693 -32.1907 | -0.197414 1.57655 | -421.39 -5916.42
-34.9729 -32.1388 | -0.14151 2.6382 | 1898.95 4630.75
-34.4753 -32.0854 | -1.06492 1.46891 | 943.483 7230.31
-33.9766 -32.0267 | -2.51461 2.30594 | 645.482 -4842.87
-33.4758 -31.9864 | -2.48533 1.65617 | -4429.02 1572.71
-32.9761 -31.9685 | -3.28225 -2.25363 | 4837.41 -3362.95
-32.4729 -31.9835 | -2.03129 -2.67537 | 5068.81 -2923.1
-31.9678 -32.0288 | -0.079451 -0.221285 | -4533.18 5159.58
-31.4676 -32.0913 | -0.324194 1.60456 | -180.97 -1299.14
-30.9714 -32.1773 | 0.563576 1.5039 | -1315.18 -1369.95
-30.4812 -32.2878 | 0.0195648 -0.395004 | -1944.85 586.3
-29.997 -32.418 | -1.64793 -0.741886 | 1244.46 -7433.94
-29.5149 -32.5643 | -1.41379 2.82316 | 6319.71 9710.45
-29.0258 -32.6969 | -0.342438 1.46301 | 2412.28 1761.76
-28.5341 -32.8268 | 1.47353 -1.01369 | -1961.78 -8108.76
-28.047 -32.974 | 2.00719 -0.27333 | -1414.72 977.542
-27.5638 -33.127 | 0.725094 -1.33896 | -4900.2 3469.21
-27.0848 -33.2769 | -0.891531 -1.59966 | -8178.77 -2594.98
-26.6099 -33.4228 | -1.84269 1.56999 | 5591.21 8839.6
-26.1268 -33.5474 | -2.43679 -0.856233 | 7252.44 -5356.35
-25.6374 -33.6711 | -1.31457 -2.77082 | -2657.47 -8216.05
-25.1478 -33.7995 | -0.0565409 0.805946 | 5701.36 8323.11
-24.6497 -33.9072 | -0.393318 2.70714 | 5260.49 -3659.88
-24.1449 -34.0037 | -1.96543 1.18508 | -2694.3 -7307.62
-23.6382 -34.0873 | -3.1504 0.706024 | 1130.23 8732.71
-23.1272 -34.126 | -3.08239 -0.524011 | -6438.97 -3723.16
-22.6203 -34.1182 | -0.952605 -0.900405 | -6697.85 2791.71
-22.1242 -34.045 | -0.17105 0.0221864 | 1595.53 11351.3
-21.6424 -33.8992 | -0.734876 -1.0175 | -1009.36 -7727.57
-21.1756 -33.7163 | -1.30599 -0.43274 | -2955.12 -3110.85
-20.725 -33.5035 | 0.756365 -3.33088 | 1909.92 1436.16


-16.0501 63.9111 | 0.245084 2.3273 | 10958.8 5756.85
-15.5593 63.7741 | -2.7555 1.10293 | 810.027 -14905.1
-15.0745 63.6072 | -1.05654 3.59306 | -2179.13 3423.24
-14.5924 63.4347 | -0.703898 2.88117 | 4732.33 -2184.96
-14.1045 63.2678 | 1.14934 1.33433 | 3346.7 217.492
-13.6078 63.1224 | 2.59636 1.42614 | -4260.62 9074.86
-13.1058 63.0137 | 2.23391 2.64261 | -407.463 -5682.92
-12.6002 62.9289 | 0.0236495 1.78791 | -3751.37 6419.5
-12.0938 62.8799 | -3.70202 0.746239 | -5809.51 -1901.65
-11.5905 62.8575 | -0.705932 1.60168 | -2715.38 613.229
-11.09 62.8622 | 2.6257 1.10757 | -5803.45 -2180.25
-10.5943 62.892 | 0.35035 -1.08304 | 6569.94 -5731.16
-10.0983 62.9526 | 1.54484 -1.55258 | -378.977 9366.14
-9.61309 63.0727 | 0.397762 1.79815 | -8874.54 -3672.13
-9.14942 63.2412 | 0.60261 -0.589781 | -350.326 -1889.01
-8.70532 63.452 | 0.616242 -0.321317 | -382.251 1350.08
-8.28179 63.7011 | 0.500633 -1.81092 | -1537.15 -2291.31
-7.87626 63.9758 | 2.26619 -3.43562 | 1650.89 -1754.41
-7.4822 64.2676 | -0.827511 0.0157749 | 3324.41 2013.92
-7.0967 64.5757 | -0.564832 -0.793788 | 1057.72 4671.51
-6.72053 64.8992 | 0.815842 0.187968 | -1988.12 -3080.26
-6.3505 65.2267 | 0.273699 -1.29103 | 901.829 -2638.68
-5.98139 65.5543 | 1.14693 -0.389193 | -833.255 6494.39
-5.61359 65.8868 | -2.97591 2.94532 | 2689.66 -4949.78
-5.23684 66.2092 | -2.27339 -0.0401392 | 1820.52 5893.67
-4.85165 66.5266 | 2.32159 -0.976021 | -30.7864 -5142.98
-4.45622 66.8287 | 2.10377 -0.289505 | 693.653 753.268
-4.05384 67.1216 | 2.3556 -0.0471161 | -4248.33 -132.161
-3.65048 67.4093 | 1.35823 2.42331 | 3823.44 -3047.86
-3.24287 67.6906 | -0.0540852 2.67685 | -8287.59 5103.87
-2.84342 67.9772 | 2.57904 -2.8058 | -9746 -2460.05
-2.44303 68.2523 | 1.42732 -4.48448 | 12784.7 -4794.66
-2.01511 68.4949 | 2.50634 -2.12336 | 8663.75 10456.6
-1.56622 68.7185 | 6.80975 -1.52272 | -427.388 -2533.57
-1.1042 68.9143 | 4.52851 2.0147 | -2741.01 -2651.12
-0.6346 69.0847 | 3.02427 2.35522 | -1915.85 6493.26
-0.159459 69.2405 | 3.32159 0.390377 | 5785.79 -2313.99
0.328142 69.367 | 2.11731 0.944523 | 2711.29 -718.358
0.825045 69.4627 | 0.0610777 -3.469 | -417.83 -1511.28
1.32646 69.5306 | -1.57242 -1.74759 | 1378.47 -4446.84
1.8302 69.5798 | 0.843076 0.657333 | -4272.72 14668.9
2.33174 69.6369 | 2.70669 -1.8071 | 4242.53 -603.138
2.83763 69.6701 | 1.78011 -1.99763 | -1160.14 -12955
3.3422 69.6502 | 0.388462 -2.66901 | -13501 5659.46
3.83599 69.5983 | -0.212648 -2.50309 | 9817.73 -1392.55
4.33156 69.5153 | -0.393592 -5.01272 | 3978.8 -8481.56
4.82624 69.4045 | -2.40039 -4.75599 | -1625.62 6258.07
5.3207 69.2989 | -3.05722 -2.48338 | 1120.19 6734.15
5.81836 69.2082 | -1.26908 -0.971243 | 4118.88 -5087.05
6.31868 69.1159 | -2.50588 -0.531713 | -4033.62 2040.93
6.81546 69.0242 | -1.59659 -0.506679 | -9745.86 2754.08
7.30446 68.9296 | -1.43796 -2.93326 | 1804.06 -6861.55
7.79256 68.823 | -2.02974 -5.38254 | 6082.86 1865.1
8.28566 68.7213 | -1.76857 -3.13632 | -3182.39 1281.32
8.7801 68.631 | -2.11501 -2.92446 | 5612.56 -9253.59
9.2813 68.5543 | -0.636082 -2.53801 | 2015.81 10524.3
9.78817 68.5277 | -0.67495 -2.01285 | -4468.06 779.336
10.292 68.5481 | -1.1068 -1.02541 | -4873.24 -2332.48
10.7881 68.6103 | -1.16252 -4.33589 | -4405.42 571.949
11.2744 68.7171 | -3.63785 -0.740699 | 12531.5 3803.98
11.7578 68.867 | -1.60111 0.807096 | -1547.62 -4654.98
12.227 69.0516 | -2.20938 2.84282 | -10377.7 -2716.32
12.6691 69.2783 | -6.20812 5.32746 | 4448.31 -407.212
13.0853 69.5518 | -3.25495 1.42688 | -4351.98 6490.41
13.4624 69.8788 | 0.448824 0.5104 | 5830.71 344.315
13.8099 70.2418 | 1.15485 0.546612 | 1302.09 -3088.03
14.1252 70.6325 | 0.16185 -3.52268 | -7390.73 4595.42
14.3972 71.0542 | -3.93263 -2.47122 | 2695.38 2163.61
14.6423 71.4937 | -0.464906 2.04284 | 1128.49 -9767.04
14.8702 71.9359 | 3.27856 2.16654 | -793.519 -3608.27
15.0762 72.3852 | 3.82689 1.67599 | -1153.11 2840.08
15.2539 72.8482 | -1.45538 4.59716 | 328.89 5258.46
15.4048 73.3251 | -1.0499 4.09899 | -2341.54 7186.18
15.5362 73.8118 | 1.12717 1.71872 | 5031.78 -11672.1
15.6692 74.2914 | 0.346641 -0.638898 | -1972.43 -2314.53
15.799 74.7699 | 0.330507 -2.01486 | -664.016 8096.25
15.9261 75.2542 | 0.254297 0.0241107 | 3983.55 1221.41
16.0591 75.7381 | -0.677435 1.31393 | -5286.44 -7504.93
16.1918 76.215 | -0.201628 2.57339 | -874.159 -10064.3
16.3312 76.6816 | -2.53156 1.85965 | -925.453 -754.416
16.4789 77.1445 | -0.163172 -0.604591 | 156.888 8649.3
16.6378 77.6092 | 2.31562 0.49506 | 4639.29 -3852.57
16.8153 78.0663 | 0.209586 0.0449948 | -9212.99 2098.87
16.9976 78.5203 | -1.08616 -1.81635 | 2136.24 -2979.9
17.2049 78.9631 | -1.68193 -1.83823 | 1487.68 9061.59
17.4455 79.3964 | -1.46165 -2.68842 | 4337.35 5326.44
17.7308 79.8092 | 0.0949629 -2.58553 | 10067.9 -1353.11
18.0659 80.1896 | 0.0220866 -1.61773 | 53.2529 3923.58
18.429 80.5471 | -3.11714 -2.76095 | -7485.13 1730.93
18.8076 80.8839 | -0.716548 -4.65146 | 1722.36 -4912.8
19.2114 81.1874 | 2.89388 -3.66077 | 273.311 1255.89
19.638 81.4589 | 3.53681 -3.48674 | 572.714 3056.42
20.0866 81.6947 | 1.51802 -4.97605 | 548.404 686.885
20.5578 81.88 | -2.38185 -3.35848 | -1733.8 -14229
21.0475 81.9946 | -1.00689 -0.762086 | 3175.86 6108.42
21.5474 82.0697 | 2.16845 1.27579 | -1338.45 5250.96
22.0495 82.1139 | 0.672443 2.61068 | -9252 -11301.6
22.5465 82.114 | -0.847543 2.50576 | -4142.61 3344.13
23.04 82.101 | 0.461863 0.107894 | 6142.25 7192.4
23.537 82.0931 | 1.80809 -2.5974 | 1899.44 -3911.71


57.3788 -65.1899 | -0.464295 -1.76706 | 404.812 -2223.31
57.4076 -64.6935 | -1.66722 -2.17815 | -4661.9 -6529.8
57.4372 -64.1997 | -5.34036 -0.978461 | 5660.53 19289.1
57.4882 -63.6951 | -6.26561 -3.19132 | 3102.2 -3922.34
57.5625 -63.1946 | -2.33033 -5.41334 | -8510.1 -5016.22
57.6496 -62.7021 | 0.226577 -0.728193 | -459.985 -12501.7
57.769 -62.2249 | 5.12829 0.259774 | 12432.4 4275.72
57.9335 -61.7546 | 3.19084 -1.5543 | -71.3899 24765.3
58.1128 -61.2738 | -1.66484 0.239529 | -15752.9 -15105.2
58.2967 -60.8067 | -0.362371 -2.28564 | 12388.5 -8109.85
58.5205 -60.3597 | 2.59014 -4.41191 | -4150.68 15906.8
58.7672 -59.9158 | 0.885446 -1.48646 | 1202.65 -1762.53
59.0512 -59.4936 | -0.0846922 3.17318 | 12253.2 -1684.16
59.3839 -59.1047 | 0.510901 -0.220801 | -13805.8 -4791.66
59.738 -58.7459 | 1.75078 -2.85686 | 6773.86 885.415
60.1222 -58.4173 | 1.73883 -0.362693 | -10933.7 -3664.42
60.5228 -58.1195 | -4.29221 -1.20475 | 8026.81 419.154
60.9505 -57.854 | -2.24571 -0.62171 | 4982.38 1201.86
61.3979 -57.6147 | 1.44906 0.655034 | -2494.2 5831.94
61.8532 -57.3919 | -1.6925 2.79175 | -9781.47 -6210.32
62.3134 -57.1997 | -3.59267 -1.92634 | -2917.16 -852.852
62.7838 -57.0414 | -3.46323 -5.68205 | 10369.8 5095.09
63.2721 -56.9197 | 0.587037 -2.05652 | 280.473 -11284
63.7717 -56.8494 | 4.04973 -0.100059 | 11456.1 6068.24
64.2808 -56.8002 | 2.05891 -3.72036 | -15028.2 3266.99
64.781 -56.7633 | 0.0273596 2.39078 | -8696.86 -13088.8
65.2748 -56.7468 | -0.98775 1.44421 | 5682.27 12894.4
65.7697 -56.708 | -3.61836 -2.6521 | -8299.32 -3546.7
66.2597 -56.656 | -2.56571 -0.190386 | 17790.7 -2944.3
66.7577 -56.5876 | 1.71175 -1.66174 | -10169.4 1017.12
67.2436 -56.4838 | 1.21894 -1.50244 | -3806.87 619.085
67.7136 -56.335 | -0.0452279 0.269251 | -2813.85 367.607
68.1635 -56.1406 | -1.49477 2.55324 | -2253 -8791.14
68.5905 -55.9099 | -0.845337 2.69481 | -7863.95 7145.19
68.9857 -55.6298 | 1.98865 -3.45543 | 13944.9 -1060.45
69.3723 -55.3241 | -1.26228 0.401942 | 7218.45 6472.54
69.7478 -54.9929 | 1.07322 3.98293 | -371.649 -1680.1
70.1062 -54.6435 | 0.516055 3.24813 | -282.379 -5366.73
70.4433 -54.2776 | 1.57679 -0.806386 | -4679.1 2802.7
70.7476 -53.8859 | 1.96583 2.17591 | 1530.09 -4853.74
71.0235 -53.4764 | -0.76388 5.33593 | 4044.83 -2238.81
71.2656 -53.046 | -2.48332 1.5889 | -3312.84 8191.75
71.4539 -52.5854 | -4.55412 3.5201 | -239.905 -2283.11
71.5903 -52.1065 | -3.90986 2.15233 | 823.284 9936.37
71.6808 -51.6103 | -4.37209 0.556103 | -9135.16 -1924.33
71.7347 -51.1105 | -5.27709 1.94066 | 13154 -12737.4
71.7974 -50.6176 | -1.29256 -2.80787 | -553.116 20992.3
71.8589 -50.1122 | 3.89775 -2.79706 | -8354.4 -7844.79
71.9176 -49.6112 | 1.50373 -2.20834 | 7850.32 -6787.42
72.0041 -49.1183 | -1.7793 -0.559004 | 7964.41 7336.81
72.1153 -48.6261 | -0.0251442 -1.25569 | -15325.4 -11440.3
72.2202 -48.1415 | -0.299871 0.339453 | 9240.13 612.251
72.3415 -47.6595 | -3.77137 0.673766 | -3166.82 7056.75
72.4654 -47.1737 | 0.854273 -1.18199 | -5724.81 -24.5338
72.5949 -46.6888 | 1.7449 -0.939549 | 11729.5 5201.44
72.7563 -46.2083 | 1.1876 -0.273269 | -3194.17 -7236.62
72.9353 -45.7379 | -2.70744 -0.29819 | -3044.24 9933.67
73.1258 -45.2677 | -0.556434 -0.532852 | -2204.72 -5663.98
73.3402 -44.8123 | -6.1432 2.77191 | 7620.48 -11952.5
73.5921 -44.381 | -1.04886 0.134329 | -3113.85 17205.7
73.8588 -43.9481 | 3.72415 -2.21946 | 5150.57 3651.09
74.1492 -43.5252 | -0.871384 -2.77301 | 2388.15 -9021.34
74.4617 -43.1243 | 0.871544 -0.243167 | -20238 916.02
74.7752 -42.7365 | 5.25465 -1.67836 | 4481.03 -11370.2
75.1242 -42.3876 | -1.73161 -3.99268 | 7803.65 -2435.2
75.5082 -42.0743 | -0.997017 0.0426646 | -10856.2 9645.84
75.902 -41.7743 | -1.41113 2.17323 | 8334.22 2299.62
76.3224 -41.5033 | -1.81297 0.732932 | 2358.28 -11998.8
76.7662 -41.2752 | -1.71068 -0.740985 | 179.546 13427.3
77.2184 -41.0558 | -2.64803 0.541169 | -102.226 -8344.51
77.6774 -40.8571 | -0.440588 -0.750061 | -8506.79 5174.61
78.1337 -40.661 | 0.148287 -1.40898 | 9425.44 -3157.91
78.5984 -40.4757 | 1.40204 -0.613194 | -6998.83 2551.14
79.0587 -40.2906 | 3.54656 2.1592 | -8405.46 -3209.29
79.5141 -40.111 | 2.54824 3.18442 | 4317.09 -6143.6
79.9729 -39.9391 | 0.843475 1.45183 | 1561.32 2429.36
80.4274 -39.7515 | 2.72034 2.72876 | -4788.78 15789.7
80.8705 -39.5328 | 2.64599 1.94475 | 10754.4 -18234
81.3237 -39.3288 | 2.52101 -0.4357 | 2994.24 13891.7
81.7757 -39.1066 | -0.640233 -1.53742 | 2201.6 9307.56
82.2273 -38.8776 | -1.19573 -1.86728 | -6076.78 -31604.2
82.6815 -38.6859 | 4.23131 -2.37038 | -15896.3 10502.8
83.1178 -38.4721 | -0.987569 0.678933 | 14027.8 9525.3
83.5512 -38.2336 | -4.54231 -0.0618272 | -8059.84 -16817
83.9741 -37.9912 | 2.38009 -4.22184 | 9444.59 13283.8
84.3858 -37.7139 | 0.669944 -1.9901 | -2764.47 -403.854
84.7778 -37.408 | 0.172809 -0.370824 | 9919.42 -1185.61
85.1568 -37.0772 | -0.422025 -1.61381 | 2188.8 12708.2
85.5072 -36.7067 | -0.0843365 -1.53383 | -5461.68 -8779.51
85.8231 -36.3135 | -5.61433 0.496454 | 25.1423 1999.2
86.1055 -35.8952 | -0.554531 -3.10628 | 3366.79 251.508
86.3554 -35.4556 | -1.82394 -2.32846 | -1444.25 -3653.56
86.5614 -34.9966 | 0.132558 -2.2785 | -3190.26 7468.51
86.7125 -34.5143 | -0.317593 -3.00566 | -13107.9 -9090.18
86.8128 -34.0266 | 0.0228502 -1.94068 | 13785.6 -2198.56
86.9126 -33.5398 | -6.13728 -0.292682 | 1574.56 -1855.92
87.0063 -33.0532 | -5.37148 -0.311628 | -10393.1 -3074.34
87.0804 -32.5654 | 1.36128 -2.18086 | 11214 10283.4
87.1625 -32.0715 | 0.616013 -3.50908 | -7839.7 -2140.65
87.234 -31.5768 | -2.38221 -2.36256 | -1076.26 693.404


63.5701 63.9584 | 5.74067 7.53442 | 2251.2 -2717.61
63.9678 63.6533 | 2.89559 2.53015 | -9088.91 8470.25
64.3403 63.331 | 5.76689 0.126463 | -1248.65 3892.62
64.6935 62.9916 | 2.95119 -1.51863 | 6452.09 -6330.18
65.0313 62.6278 | -0.523959 1.0653 | 9665.87 -4721.48
65.3516 62.2395 | -0.115521 2.702 | -15731.8 -1894.04
65.6322 61.8265 | -2.7456 -1.24706 | 7803.54 3120.63
65.905 61.4076 | -1.02141 1.79796 | 5980.83 4992.2
66.1731 60.9864 | 4.07247 0.763222 | -10237.2 -5088.15
66.4142 60.5491 | 3.54593 -1.66185 | 7372.3 -3728.34
66.6475 60.1016 | 0.601251 -4.65493 | 2481.33 -4493.23
66.873 59.6455 | 1.73767 -4.66359 | 4667.27 2310.17
67.0882 59.1847 | -0.815819 -5.43142 | -12828.2 -897.452
67.2704 58.7139 | -0.633043 1.15856 | 5907.56 8100.18
67.4412 58.2432 | -0.026631 5.40265 | 786.648 -2266.62
67.5919 57.7657 | 1.66587 -0.168276 | -18170.9 -627.699
67.711 57.2812 | -3.31528 0.760879 | 15506.6 -218.742
67.857 56.8009 | 1.14529 4.89052 | -4853.69 -3620.09
68.0287 56.3277 | 6.89449 0.128328 | 7305.5 7951.3
68.2449 55.8752 | 0.806099 1.43725 | 1065.78 -9244.88
68.493 55.4331 | 0.143438 0.302617 | -2321.65 709.005
68.7666 55.0075 | -1.41176 -7.55814 | -7915.91 3153.48
69.0665 54.6059 | 0.344033 -2.24642 | 10500.7 218.201
69.414 54.2403 | -1.15023 -1.66707 | 627.007 5071.68
69.7958 53.9132 | -2.68339 -0.193245 | -3975.46 672.199
70.1933 53.61 | -0.894245 -1.07416 | -4844.33 -3351.9
70.5967 53.3186 | 0.717494 -1.64871 | -9375.4 -109.403
71.0081 53.0445 | 0.523789 2.02998 | 24898.6 -1106.72
71.4551 52.8022 | 2.42821 -1.31648 | -5162.49 -1986.67
71.9132 52.5821 | -2.93633 -6.7172 | -2791.01 -1373
72.3795 52.382 | 2.15916 -4.49608 | 9810.06 3456.18
72.8599 52.2075 | 3.7305 -4.57775 | -12160.9 3291.47
73.3358 52.0463 | -4.53907 -4.72739 | -5910.52 10908.5
73.8055 51.8842 | -0.810089 -3.09706 | 18261.7 -24605.8
74.2705 51.6705 | -1.64983 -4.01343 | -13120.3 7316.46
74.7135 51.4293 | -4.09883 0.963479 | 561.038 7596.81
75.1416 51.1668 | -1.21155 1.25112 | 1586.95 -16967.9
75.5499 50.8635 | -1.58232 0.0898489 | -4739.19 2332.28
75.9462 50.5502 | -0.387437 -2.92956 | -1765.83 12680.3
76.3446 50.253 | 1.28956 -2.62634 | -10470.9 5552.06
76.7404 49.9641 | 0.422333 -3.47801 | 12857.4 -12809.4
77.1461 49.6683 | -0.323527 1.39696 | 10500.7 -3688.58
77.5615 49.3714 | 0.349955 2.7104 | -5817.02 3602.42
77.9719 49.0747 | 1.32622 2.74899 | -6155.14 575.073
78.3736 48.7753 | 1.1259 0.412547 | -4999.91 9628.03
78.7701 48.4816 | 1.14391 -1.00188 | 5414.33 8048.77
79.1611 48.1811 | -1.76409 -1.11939 | -1069.4 -17315.8
