-5.28933 15.2074 | 0.227707 1.44535 | 5693.14 3125
79.5202 47.8329 | 1.34907 -2.41011 | 3737.75 -1642.91
79.846 47.4501 | 0.349598 -4.95648 | -7077.04 13343.6
80.1306 47.0462 | -0.950537 -2.15449 | 1851.02 -10066.1
80.3742 46.6088 | 4.72534 -2.39547 | 5441.62 -10383.3
80.5843 46.1446 | 2.30252 -2.40812 | -1566.18 550.542
80.7635 45.6677 | 3.42325 0.634296 | -3461.38 7098.16
80.9199 45.1889 | 2.57061 0.661104 | 2091.35 4385.36
81.0679 44.711 | -0.735177 1.65866 | 7533.73 1871.93
81.2098 44.2313 | -1.66837 -1.6234 | -7969.09 -3480.77
81.3172 43.7409 | 0.438215 -1.58466 | 2092.74 -7369.12
81.3951 43.2393 | 4.97857 1.56486 | -8075.01 -5642.78
81.4439 42.7316 | 1.68693 -2.53848 | 8341.4 17391.2
81.4957 42.2352 | 0.490338 -2.52547 | -3163.06 2717.8
81.5454 41.7414 | 0.649481 -0.180629 | 2376.12 -12185.1
81.5993 41.2411 | 5.42124 -5.46321 | -1985.13 10643.8
81.6569 40.7471 | -0.87871 -3.32461 | -1601.25 -4390.96
81.723 40.2521 | -0.351531 2.49973 | 4671.36 789.417
81.8094 39.7597 | 0.881227 -0.977685 | 3806.8 -1828.38
81.9095 39.2676 | 2.10823 -0.545749 | -10669.3 -7664.19
82.0029 38.7711 | 2.94175 -0.849507 | -2996.88 8943.16
82.1136 38.2845 | 2.98875 0.335843 | 6542.89 4751.94
82.271 37.8132 | 0.183599 -0.394037 | 4023.64 -8447.81
82.4751 37.3535 | 1.07741 -1.48258 | -593.78 -329.257
82.7177 36.9123 | 2.21757 2.23792 | -4639.14 3559.32
82.9935 36.496 | 1.41995 2.38415 | -1666.14 2276.71
83.3066 36.1106 | 0.123584 -3.93019 | 1241.62 52.5597
83.6592 35.762 | -1.79088 0.947702 | -8492.55 6897.86
84.0442 35.4564 | 3.31051 2.96192 | 26582 -17215.7
84.4744 35.1816 | 2.35583 -2.14616 | -14927.8 15151.3
84.9175 34.9492 | 2.85609 -1.7982 | 1105.43 -5024.29
85.3684 34.729 | 4.95488 -0.500015 | 7673.66 -9101.06
85.8256 34.5075 | -0.018431 0.390558 | -15821.9 -3606.79
86.2788 34.2957 | -1.94837 3.76151 | 4528.36 15091.6
86.7505 34.1333 | -2.09747 1.87925 | 11944.5 -1043.97
87.2389 34.0015 | 1.8741 1.61912 | -11391.6 -7804.63
87.7232 33.8775 | 2.61893 -4.54577 | -6314.28 6890.4
88.2059 33.7745 | 4.68592 0.267775 | -64.5302 8797.37
88.69 33.6839 | 4.54362 2.23547 | 8460.47 -17882.9
89.1752 33.5617 | -2.3069 -3.25588 | -1311.79 6468.36
89.6574 33.4298 | -0.636244 -1.44839 | 179.612 -3541.6
90.1359 33.2847 | 0.878657 3.59566 | -3224.49 8074.1
90.6102 33.137 | -4.27719 0.785589 | 2694.15 -3109.11
91.0795 32.9693 | -2.95422 1.19909 | -5535.6 -11521.7
91.5376 32.7755 | -0.0589369 -2.33254 | 10069.4 29684.9
91.9991 32.5972 | -0.828892 -1.47781 | -26267.6 -24914.7
92.4262 32.3626 | -2.27088 -0.853385 | 21085.1 1176.36
92.8603 32.1166 | -0.825155 -1.85854 | 9541.23 3151.81
93.3028 31.8746 | -0.859452 1.79093 | -11297.5 -3206.7
93.7372 31.6302 | -3.16317 -0.96019 | 8894.25 30819.3
94.1727 31.4024 | 0.114983 -4.24765 | -21418.4 -20387
94.5536 31.1029 | -3.79175 -0.964114 | -6118.88 -3738.43
94.8867 30.7516 | -1.06151 2.25156 | 18348.5 9768.24
95.2122 30.3883 | -0.893617 2.3063 | 3337.33 -12051.9


-9.64047 3.07722 | -0.420094 -0.637698 | 2757.67 7023.32
-9.24092 3.38929 | -0.409076 -0.0557465 | 7305.75 -3142.21
-8.83999 3.70313 | 0.409048 1.05052 | -3429.13 -342.208
-8.44619 4.02239 | -1.15741 1.99786 | -4991.51 -2382.1
-8.06158 4.34665 | 1.43111 0.989539 | 2102.51 528.873
-7.68043 4.67544 | 3.7451 0.62868 | -3363.45 307.134
-7.30439 5.00728 | 0.877871 4.54013 | -2548.73 -1059.14
-6.92735 5.33474 | 0.239352 4.42266 | 314.249 -1810.32
-6.53969 5.64896 | 0.478169 -0.00821907 | 3980.57 2804.46
-6.13488 5.94699 | 1.35742 -0.593607 | 2589.74 3638.87
-5.71119 6.22325 | 3.11875 -1.03285 | -359.672 -4882.76
-5.26776 6.46372 | 2.00222 -0.951447 | 998.812 -2337.46
-4.8072 6.66987 | 0.829457 -0.179377 | 2150.67 5735.56
-4.33474 6.85212 | 0.213843 -1.29987 | -7867.72 -3719.98
-3.85745 7.00068 | 1.15627 -1.46183 | -7182.24 -6469.61
-3.37636 7.11217 | 1.07694 -1.14933 | 4580.68 10878.1
-2.88658 7.20382 | -1.27266 0.702936 | 7772.4 -5706.45
-2.38475 7.25338 | -0.151412 3.91423 | 5626.33 -1958.25
-1.87633 7.26491 | -0.69089 3.97016 | -4797.91 2631.4
-1.37077 7.25094 | -2.78114 5.32239 | -2905.85 3158.62
-0.868526 7.21321 | -2.52224 2.78533 | 6135.35 -1845.05
-0.367412 7.14065 | -0.839855 -0.0738607 | -8150.99 2734.63
0.11972 7.02813 | 0.459291 -2.00111 | -9155.47 -7480.6
0.586651 6.86473 | -1.50223 -2.62745 | 3248.21 3812.9
1.04404 6.67459 | -2.17434 -1.64227 | 3196.23 4123.53
1.49433 6.46454 | -1.68157 0.0763373 | 1083.22 -11859.2
1.93321 6.22335 | -0.883569 1.92583 | -1434.34 8298.01
2.36716 5.98053 | 0.737615 0.377818 | -3934.54 5294.04
2.79725 5.73915 | 0.726343 0.0741902 | 2527.22 -6702.04
3.22594 5.4892 | 0.278677 1.03199 | 2411.21 5187.41
3.65628 5.24175 | 2.11855 3.23537 | 4334.47 3614.37
4.0824 4.98673 | 2.09512 1.99795 | -11811 -7726.24
4.48238 4.69895 | 0.894621 -2.05164 | -3013.37 -3793.3
4.87046 4.39338 | 2.27428 1.32085 | 15184.2 2064.46
5.27677 4.09885 | 2.8882 4.77421 | 1216.12 934.48
5.69469 3.81718 | 1.00244 2.2777 | 314.798 -6543.87
6.12011 3.54127 | 0.859431 2.73668 | 322.844 -1619.21
6.55768 3.28353 | 1.49871 1.7377 | -2932.06 2025.27
7.01219 3.06252 | -0.852028 -1.47905 | 4736.54 5845.6
7.48984 2.8957 | -0.621952 0.90088 | -3794.73 1832.43
7.97962 2.77828 | -0.881149 -0.120923 | 534.102 -2633.18
8.47814 2.70129 | -3.1817 -3.1359 | 4838.83 4762.48
8.98345 2.66634 | -1.22641 0.44042 | -9727.36 -5070.72
9.48382 2.65547 | 0.361622 -2.76028 | 731.616 -5466.1
9.98352 2.67182 | 0.884815 -5.99763 | 1397.45 6596.84
10.4798 2.74013 | 0.272403 -2.73858 | -512.551 1180.33
10.9666 2.85833 | -3.39048 1.76807 | -630.277 2584.69
11.4411 3.01912 | -2.61643 0.781092 | -1061.43 -5187.56
11.9048 3.20488 | -1.17511 1.66858 | 4048.6 -279.513
12.3594 3.41672 | -0.655658 -0.337087 | -4401.43 8108.02
12.7978 3.65969 | 0.507779 -1.65988 | -2517.09 -6551.01
13.2303 3.90623 | 0.64339 -1.57154 | 6593.56 -5485.35
13.6671 4.14884 | 3.20712 -2.63958 | -1829.64 5954.02
14.0974 4.40519 | 4.65161 -0.98664 | 464.854 1770.59
14.5227 4.67145 | 4.06767 0.0941674 | -189.007 -5558.68
14.9454 4.93857 | 4.45039 -2.44828 | -736.713 3182.47
15.363 5.21609 | 4.02996 -1.29554 | 3246.83 11371.3
15.7808 5.50401 | 1.64813 1.74969 | -475.333 -4010.96
16.2105 5.77043 | -1.15022 2.18499 | -2257.21 -9258.42
16.6586 5.99397 | -1.50574 1.47374 | -1225.58 1561.09
17.1229 6.17964 | -0.591608 1.20026 | 2473.91 1663.09
17.6032 6.32505 | -1.3706 1.7122 | 718.065 -2985.95
18.0952 6.42346 | -0.83191 2.13907 | -4251.83 -2933.76
18.5905 6.48017 | 1.03293 0.466792 | -3003.68 1950.69
19.086 6.51118 | 1.35115 2.82098 | 3462.44 1586.17
19.5841 6.52494 | 2.9214 1.07119 | -661.984 988.419
20.0817 6.52478 | 3.40127 0.244205 | -6712.4 1203.28
20.5753 6.5112 | 3.4846 1.48774 | 7734.38 -701.806
21.0734 6.48073 | 2.51991 -2.34499 | 5768.29 -724.619
21.5739 6.43226 | 2.64505 -5.18112 | -9285.31 735.546
22.0666 6.36768 | 3.75171 -6.04408 | -921.693 3964.18
22.5559 6.28948 | 2.76272 -4.25475 | 3884.38 -4302.42
23.0435 6.18556 | 1.49178 -3.75305 | 2222.35 6841.75
23.5267 6.05998 | 1.67617 -2.60317 | -3580.26 -9752.81
23.9961 5.88996 | 1.828 -0.0704229 | 1876.16 -1713.97
24.4569 5.69246 | 0.825447 -0.0133969 | 5773.07 8222.3
24.9169 5.48773 | -0.801897 -2.80489 | 270.279 -7103.01
25.3687 5.25987 | 0.44457 -1.22365 | -1309.01 -2004.67
25.8126 5.01667 | 0.845661 1.22538 | 2373.04 4989.17
26.2548 4.7729 | -1.56253 0.242907 | -9663.52 759.252
26.6885 4.52552 | -1.50927 -0.992044 | 4398.12 -983.607
27.1254 4.27947 | 0.243408 -0.638143 | 2886.96 208.296
27.5673 4.03934 | 0.0625232 -0.999009 | -7278.23 -2138.39
28.0094 3.80598 | 0.529558 0.279168 | 6356.38 3765.74
28.465 3.59468 | 0.986349 -0.864889 | 1383.37 649.512
28.9293 3.40198 | 2.28342 0.85897 | -5789.33 -2065.36
29.3943 3.22063 | 2.65334 4.67045 | -5894.78 -63.2538
29.8618 3.05641 | -0.401489 5.54505 | 5751.57 -1318.85
30.3426 2.92031 | -0.873322 5.1633 | 9417.77 2045
30.8385 2.82349 | -0.219969 1.81701 | -7934.37 3208.97
31.3351 2.76337 | 0.995303 -0.869125 | -5993.84 -4468.06
31.8303 2.72698 | 0.864274 -3.39388 | 7416.84 3352.15
32.3315 2.72036 | 0.196092 -2.99903 | 5044.77 -3372.96
32.8364 2.73494 | -0.737676 1.15666 | -4207.92 3032.07
33.3373 2.77511 | -2.31276 2.57248 | -4625.14 -891.534
33.8336 2.83227 | -1.34681 2.88942 | 8096.95 -6686.96
34.333 2.90042 | 1.93011 1.60192 | -806.978 8379.8
34.8265 3.00212 | 4.03836 -1.65565 | -10759.2 -1675.82
35.3072 3.12593 | 2.63987 -2.07729 | 1703.61 -6293.35
35.7838 3.26017 | 0.119255 -3.35688 | 3831.47 5157.14


68.7618 39.342 | -4.45467 2.56458 | -4263.73 1757.71
69.2533 39.2767 | 0.0996851 5.28557 | 830.29 926.732
69.7405 39.1773 | -6.11704 -0.905928 | 10012.1 -2816.97
70.2228 39.0329 | -1.90626 -1.47809 | -8374.72 -2452.56
70.682 38.8393 | -3.42568 -1.5293 | -12558.3 8496.09
71.1153 38.6105 | -0.329015 -1.29959 | 21920.3 -9033.88
71.5407 38.342 | -8.16809 0.846292 | -8113.08 8118.53
71.9351 38.0408 | -6.00801 -0.0164835 | -18563.8 -5784.12
72.2859 37.7 | -0.520606 4.44837 | 23841.6 16280.3
72.6373 37.3552 | 1.55999 4.67791 | -15874.1 -21780.4
72.948 36.9677 | 0.71376 3.74021 | 12830.6 8243.11
73.2539 36.5758 | -4.65565 -1.18502 | -6301.6 12747.7
73.5441 36.1817 | -0.596884 -1.23629 | 9111.93 -14489.8
73.8134 35.7634 | 0.558959 -0.428498 | -12241.3 11202.3
74.0402 35.3322 | -1.08126 2.85454 | 5275.11 10663.4
74.2343 34.8922 | -0.0897877 4.48442 | -10863.8 -6029.89
74.3773 34.429 | -1.56206 -1.82032 | 16009.6 -26577.1
74.5075 33.9393 | 2.8927 1.77854 | 6310.33 -4964.98
74.6247 33.4408 | 3.21362 -0.844393 | -17397.1 17659.2
74.7086 32.9498 | 2.96152 -3.44714 | 2287.91 7434.54
74.7963 32.4662 | 1.03512 -4.19593 | 7908.36 -2797.81
74.9106 31.9861 | 1.42174 1.1238 | 4717.22 -469.579
75.0427 31.5092 | -4.03985 3.76403 | -14817.9 137.289
75.1654 31.0306 | -2.13994 -4.69998 | 11554 -12380.7
75.3104 30.5487 | 2.81072 -3.52368 | -4997.46 9815.63
75.4722 30.0765 | 3.73113 -0.393332 | 12557.9 -14773.8
75.66 29.6036 | -5.54189 -3.17421 | -23016.3 8655.09
75.8464 29.142 | -1.52813 -0.703808 | 4109.3 15152.5
76.0778 28.7104 | -2.07976 -3.22707 | 13744.6 -15601.6
76.3663 28.2996 | -1.10408 1.98507 | -5543.05 -2493.58
76.6935 27.9188 | -2.11579 2.10068 | -6562.76 5904.58
77.0609 27.5871 | -1.19814 2.62356 | 450.69 13740.6
77.4732 27.3198 | -6.97875 -0.854581 | 17075.3 -19672.4
77.9207 27.0819 | -6.60297 -0.398141 | -9285.63 4984.02
78.3804 26.883 | -3.81385 1.52213 | -11751.8 6000.43
78.845 26.7212 | -0.15739 -3.18882 | 4739.47 -7364.81
79.3209 26.5826 | 2.08376 -1.89431 | 5109.88 1398.33
79.8106 26.4769 | -1.79038 -4.07849 | 14581.9 1943.21
80.3157 26.4025 | -1.27877 -1.91255 | -11289 -9142.52
80.8186 26.3432 | 5.324 -0.468166 | 11706.1 8362.36
81.3303 26.322 | 3.70262 2.64752 | -7911.14 6205.82
81.8375 26.3287 | -0.117757 5.49886 | -4419.11 -4106.39
82.3413 26.3303 | 2.55119 0.0306481 | 4365.72 -12090.4
82.8473 26.3099 | -2.2788 -5.69171 | -366.221 9700.52
83.3539 26.2977 | -0.940708 -0.151571 | 5525.82 6877.32
83.8616 26.2855 | 1.40609 0.641371 | -24138.2 -8669.4
84.3531 26.2376 | -1.65962 -1.31487 | 20081.5 2015.39
84.8506 26.1564 | -3.28861 -3.70829 | -9730.57 -7169.06
85.3356 26.0312 | -0.414299 -0.784388 | 3421.12 6507.85
85.816 25.8824 | -0.826176 -1.40231 | 16287.2 -579.179
86.2936 25.7018 | 0.481409 -1.1547 | -34830.5 -963.668
86.7317 25.4742 | 5.872 2.40709 | 32439.3 -3487.75
87.1711 25.2147 | -3.7666 -0.66352 | -14077.4 2865.1
87.5809 24.9202 | -3.56225 2.36898 | 11241.9 -2869.3
87.9662 24.5876 | -1.6927 -2.49254 | -15044.5 2467.5
88.2983 24.2154 | -0.759188 -1.08751 | -8824.48 22376.9
88.5797 23.8212 | 3.0889 1.61822 | 6751.94 -27848.7
88.8148 23.3804 | 1.53018 -0.00579519 | 3147.82 14813.4
89.0172 22.9294 | -2.08443 -4.8779 | 5554.55 1692.75
89.1824 22.4639 | 4.36501 -4.89021 | -6694.4 -8938.63
89.2847 21.9764 | 4.34614 -1.93148 | -7960.96 3970.9
89.3321 21.4816 | 1.87946 3.53254 | 17951 -8873.9
89.3664 20.9788 | 3.35379 -0.174047 | -9177.94 -768.116
89.3606 20.4738 | 1.74105 -1.22486 | 1062.02 3064.23
89.3242 19.9727 | -3.27957 -2.61885 | 2884.2 3190.57
89.2623 19.4781 | 2.82957 2.73778 | -7211.87 12830.8
89.1709 18.9954 | -4.01415 -0.900611 | 6837.4 -10728.7
89.0799 18.5058 | -5.7513 -5.24209 | -6142.94 -13810.3
88.9868 18.0065 | -2.00257 -0.434535 | 8024.52 9706.47
88.9067 17.5105 | -2.01923 -0.977879 | -1213.81 -1101.3
88.827 17.0138 | 0.587831 -2.00112 | -7424.37 -7896.11
88.7399 16.5145 | -0.358617 0.562872 | 7005.92 21874.6
88.6637 16.0274 | 1.95605 -2.32015 | -8586.3 -6972.78
88.5978 15.5344 | -5.1784 -2.64984 | 13812.8 -13564.3
88.5735 15.0295 | -0.547102 -0.0331056 | -6268.86 9963.19
88.5638 14.5293 | 0.454722 -2.5482 | -8005.73 -819.503
88.567 14.0296 | -2.8426 -0.810616 | 10477.7 3201.52
88.6129 13.5339 | -1.43936 -0.967321 | -7630.42 1574.81
88.6884 13.0412 | 1.6003 2.1054 | 12544.1 -21545.2
88.8107 12.5424 | 3.99452 5.20333 | -5567.75 2466.23
88.96 12.0556 | 1.31546 -2.31864 | -11979.7 34451.9
89.133 11.6048 | 3.72148 0.935249 | -4941.63 7835.76
89.3378 11.1759 | 0.641238 1.73054 | 6056.47 -29553.6
89.5866 10.7497 | 0.866499 -0.592944 | 18876.7 11288.9
89.8952 10.3606 | 3.95301 2.60641 | -20341 -2940.75
90.2079 9.98239 | 2.19564 0.60831 | 4199.15 -2055.24
90.5367 9.61564 | 3.19215 -4.95211 | -769.087 3770.67
90.88 9.26294 | 2.95497 -4.16903 | 6010.44 -11869.7
91.2374 8.91175 | 3.1451 -0.724952 | 105.129 -1964.31
91.6093 8.57127 | -1.0138 -3.34866 | 4781.97 -1463.2
92.0042 8.2501 | 1.19283 -2.48818 | 17135.2 4021.51
92.4259 7.95151 | -0.61907 -1.90906 | -21460.6 -16699.4
92.8376 7.64522 | 5.83519 -2.09515 | 19423.3 22155.5
93.2754 7.3747 | -1.34442 2.383 | -11260.5 -19888.3
93.7055 7.09524 | -1.46872 3.29094 | -12715.2 29236.8
94.1336 6.84388 | -0.117235 -7.61136 | 7309.17 -16270.1
94.5597 6.57643 | -7.19896 -0.251744 | 280.351 1155.1
94.9781 6.29991 | -1.96584 4.5215 | -18377.6 19172.5
95.3759 6.02092 | 3.98116 -0.415218 | 13690.1 -20602.1
95.7624 5.70536 | -0.158897 -8.32195 | 919.582 4657.54


2.78518 99.0247 | -3.61746 2.31033 | -4909.58 3740.53
3.2769 99.075 | 1.64075 0.351085 | -8057.4 -9842.62
3.76663 99.0718 | -3.7645 7.07935 | 10722.5 4148.54
4.26174 99.0391 | -1.59419 -6.46571 | -354.164 16991
4.75499 98.9855 | -1.7755 -0.494863 | 1489.43 -31623
5.23694 98.8534 | 0.324329 -3.88255 | -2701.53 33183.1
5.70735 98.7121 | 6.05486 1.94667 | -15935.6 -10826.3
6.14559 98.5091 | -6.44249 -4.35741 | 1930.74 -12087
6.56434 98.2545 | -1.71852 3.51585 | 34842.8 8257.87
7.00049 97.996 | 1.15002 -0.659488 | -17708.5 3755.13
7.41141 97.7141 | -0.346793 3.93388 | -8809.72 -18265.3
7.79458 97.3944 | 0.21402 3.76478 | 7579.28 16846.6
8.18719 97.0932 | -6.69482 -3.60829 | -6991.56 2039.22
8.58441 96.8088 | 0.698833 0.473453 | -7502.92 10140.4
8.98817 96.5458 | -3.65573 -6.14771 | 18396.8 -9878.94
9.40627 96.2812 | 5.5881 5.49959 | -5149.98 -3517.8
9.81559 96.0038 | 4.87676 2.53249 | -15194.9 -827.065
10.2131 95.7175 | -3.69688 2.59151 | 39895.3 -5377.47
10.6423 95.4409 | -2.40779 2.48343 | -29258.5 7275.89
11.055 95.1675 | 1.69051 1.00407 | -3700.07 -6760.41
11.4682 94.8944 | 3.46937 1.78481 | 27376 2825.61
11.9136 94.6469 | 5.51812 -1.4904 | -11108.8 -7383.21
12.3619 94.4096 | -3.04304 -1.70902 | -3228.44 6554.65
12.8196 94.2009 | -0.753624 3.0043 | 6513.93 5583.17
13.2911 94.0211 | -5.6505 1.92427 | -9796.62 -11363.4
13.7615 93.8461 | -9.64495 2.22723 | 10179.4 -1122.35
14.2451 93.7003 | -0.898187 5.5645 | -27142.3 4907.43
14.7238 93.6092 | -0.780784 -3.07834 | 11078.5 12918.3
15.2155 93.5932 | -2.17769 -0.0556693 | 5593.72 -14856.5
15.7128 93.6135 | 0.833202 7.68142 | 5457.43 14886.7
16.2101 93.6877 | -2.51542 -7.25098 | -1642.4 -13601.8
16.7027 93.775 | -7.35251 7.09903 | -6806.48 1075.99
17.1839 93.8862 | 0.655996 -1.46038 | -13846 -1112.5
17.6498 94.0213 | 6.84274 -2.29012 | 8096.06 5736.42
18.1176 94.1736 | 5.45094 -4.08002 | 29234.3 -15788.2
18.6013 94.322 | -2.51691 4.20039 | -36848 22631.6
19.0494 94.5228 | 0.566528 2.3759 | 14127.6 -15175.3
19.5028 94.7198 | 5.25137 -2.58852 | 856.227 16901.7
19.9594 94.9241 | -1.26577 3.08587 | 12016.4 -12525.1
20.4362 95.0886 | -6.49916 3.48778 | -8611.41 -11435.6
20.9173 95.2212 | 2.74767 3.78547 | 3191.71 25983.3
21.4005 95.3682 | 1.7662 1.8212 | 2506.9 -22370.2
21.8928 95.4789 | 0.52417 -7.25336 | 7344.48 11445.7
22.39 95.5899 | -0.851181 2.21771 | -13640.4 -6539.97
22.8777 95.6971 | -2.17303 -2.35322 | -9784.16 16563.3
23.3569 95.8142 | -1.46618 5.69815 | -1372.77 -35808.9
23.8428 95.8827 | 2.81081 2.4176 | 30965.4 44665.1
24.3467 95.9879 | 0.21967 -1.00792 | -6818.74 -24984.1
24.8507 96.054 | 2.42364 -1.86135 | -33070.2 7765.9
25.3371 96.1001 | 2.92204 3.39943 | 34121.1 -2862.58
25.8408 96.1048 | -9.7515 0.776344 | -41861.8 -3638.27
26.319 96.0636 | -3.25261 -0.1867 | 11885.3 7739.4
26.8022 95.9948 | 6.89775 0.507295 | 45722.9 -6946.37
27.3062 95.8822 | 0.839139 2.59622 | -43490 -4310.18
27.7741 95.7198 | -3.78054 4.21769 | 18298.5 5705.35
28.2428 95.5414 | 1.33339 1.77194 | -1441.63 8889.59
28.7021 95.3481 | -1.24318 0.23897 | -11914.2 -4339.71
29.1345 95.112 | 0.557023 3.96046 | 9641.78 -7121.65
29.5487 94.8356 | -2.50323 0.604227 | -14125.3 19641.5
29.9356 94.5399 | -6.48759 -9.10999 | 18117.2 -27109.2
30.3085 94.1944 | -1.59117 -6.04976 | 25394 -1666.03
30.6743 93.8218 | -1.79148 0.201865 | -28377.1 -609.865
30.977 93.413 | -5.27402 -1.81203 | -15457.9 26603.9
31.2342 92.997 | -1.21621 -0.322189 | 11724.1 -21855.4
31.4825 92.5596 | 3.60743 -3.22471 | 22992.8 11207.3
31.741 92.1255 | -3.40866 -6.20901 | -24432.4 -8833.25
31.9421 91.6665 | 6.8927 5.35161 | -17185.5 9650.64
32.1069 91.2031 | -2.87869 0.598128 | 29494.8 982.908
32.3127 90.7524 | -2.58914 1.94968 | -23215.9 7248.85
32.5215 90.3134 | -2.70226 -4.90731 | 13226.7 4759.59
32.7713 89.8909 | -0.637862 -5.37972 | 12652 -48070.1
33.0531 89.4532 | 1.99921 1.40572 | -1271.46 32036.1
33.3688 89.0601 | 2.67732 -4.98462 | -32311.4 14648
33.6886 88.698 | -0.106265 2.63457 | 32960 -7528.5
34.0572 88.3594 | -0.39131 8.88499 | -7249.49 -30003.7
34.4361 88.0146 | -0.327285 0.216301 | 6758.9 28099.8
34.8485 87.7214 | 0.0921648 -1.16494 | -731.313 -5477.13
35.2711 87.4442 | 5.47117 0.610709 | -22355.9 -16562.1
35.6861 87.1679 | 6.04386 0.339318 | 15788.8 23055.1
36.1379 86.9604 | -1.08894 6.65424 | -16146.5 2045.65
36.5992 86.7994 | -1.45489 -8.58118 | 12873.3 -18240.6
37.0772 86.6634 | 0.565669 0.709102 | -11850.1 31865.1
37.558 86.5912 | -2.16003 0.951004 | -8606.97 -23083.3
38.0347 86.4973 | 1.01565 0.71463 | 44839.4 -14157.3
38.5392 86.3921 | -6.84168 -2.10525 | -24666.4 17247.8
39.0359 86.3187 | -4.57353 -1.73787 | 3053.35 -14982.3
39.5344 86.2608 | -0.485578 3.62325 | -2447.73 24632.5
40.0307 86.2622 | -0.00753003 -0.632035 | -28614.4 -6347.48
40.5093 86.2685 | 3.06836 -1.52452 | 20841.7 -20912.6
41.0004 86.2497 | -4.57064 -1.9895 | 13042.4 27793.8
41.5017 86.2622 | -2.61319 -4.04764 | -10314.3 -20257.5
41.9987 86.2499 | -2.64684 -9.19176 | 10104.6 5757.94
42.501 86.2374 | -1.58566 5.67468 | -8383.22 3139.12
42.9986 86.2262 | 7.17794 -0.232219 | 630.58 -6472.76
43.4969 86.2057 | 1.99125 0.23976 | 9001.38 16437.8
44.0023 86.1913 | 1.10327 -3.4367 | 11088.5 -14310.6
44.5115 86.1317 | -1.05209 -2.10603 | -16676.3 -6204.65
45.0027 86.0288 | 2.59944 0.082399 | -14891.2 13031.8
45.4792 85.9154 | -0.200088 -0.810459 | 14104.3 -603.605
45.9581 85.7824 | 12.357 5.29673 | 256.012 -3463.11


-10.1093 -58.457 | -1.07705 1.24369 | -3249.67 3587.48
-9.6681 -58.6831 | 1.41334 -0.558404 | -1060.86 -2226.79
-9.24728 -58.9478 | 1.7937 -2.06067 | 8911.76 -4676.26
-8.84208 -59.2482 | 0.633224 -2.25687 | 2458.7 -749.599
-8.45844 -59.5792 | 0.710314 -2.01776 | -5454.9 381.465
-8.10511 -59.9385 | 1.51242 -1.33671 | -614.664 3099.72
-7.77722 -60.3187 | 1.27044 -1.15913 | 1780.43 -1087.27
-7.47231 -60.7202 | 0.945189 -1.25976 | 2182.12 -9063.25
-7.19016 -61.1459 | 2.95565 -0.681584 | 1503.65 -2758.4
-6.92472 -61.5855 | 0.863461 -2.78942 | -656.169 3613.26
-6.67048 -62.0287 | -1.46092 -4.08664 | -4168.4 3641.9
-6.42483 -62.4716 | -0.484015 -2.88158 | -402.004 5425.08
-6.17759 -62.9094 | -2.19788 -3.62111 | 1484.03 -3113.1
-5.92397 -63.3465 | -1.03751 -3.71253 | 4322.89 -4471
-5.66003 -63.783 | 1.15602 -2.58131 | 158.658 -1921.05
-5.38887 -64.2176 | 0.296997 -1.83551 | 333.873 -1544.25
-5.10946 -64.6479 | 1.72683 0.479995 | -2128.23 3750.73
-4.82006 -65.0674 | 5.6846 1.80415 | -3106.64 2483.43
-4.51734 -65.4732 | 5.46985 -0.136108 | 45.0268 1678.16
-4.19347 -65.8595 | 3.46551 -2.36961 | -2148.14 4563.63
-3.84623 -66.2196 | 3.10195 -3.01803 | -2749.55 -1574.99
-3.47543 -66.5533 | 3.36012 -2.62177 | -1462.51 -39.1451
-3.07529 -66.8496 | 4.36902 -0.846529 | 4495.23 703.59
-2.63935 -67.0952 | 2.67605 -1.51356 | 4203.11 146.594
-2.17305 -67.2848 | 1.26957 -1.94294 | 401.041 4714.59
-1.68796 -67.4197 | 2.03775 2.05402 | -1445.35 -4202.09
-1.19486 -67.5204 | 1.52037 3.44715 | -1579.16 -3030.55
-0.697578 -67.5912 | -0.392605 -0.631659 | -1919.26 -213.4
-0.197723 -67.6235 | -1.00192 -3.93275 | 1917.9 535.292
0.304015 -67.6074 | -1.80864 -1.08763 | 1532.17 2575.38
0.802762 -67.5354 | -4.28471 2.6446 | 4181.55 4884
1.29514 -67.4091 | -4.64946 0.413647 | 3904.47 -121.167
1.77937 -67.2442 | -2.3286 -1.31532 | -2947.89 1892.52
2.25142 -67.0497 | -0.770431 2.81326 | -1431.48 -760.815
2.71579 -66.8415 | 0.165684 2.54841 | -1535.57 -2447.99
3.17761 -66.6334 | 1.17371 0.255615 | -1546.91 -4373.98
3.6401 -66.4333 | 1.29204 0.406513 | -337.851 -893.737
4.10298 -66.2364 | -0.16417 1.04879 | -1059.38 178.74
4.56377 -66.036 | -1.73046 1.55649 | 2330.1 2013.44
5.02232 -65.8267 | -0.243236 -0.525484 | -1498.32 -861.861
5.47509 -65.6083 | 1.79957 0.401443 | -4660.02 2728
5.91978 -65.3787 | 1.48359 2.77913 | -909.367 -283.457
6.3646 -65.1506 | -0.445018 1.28974 | 3492.65 -33.2919
6.8188 -64.9365 | -2.07945 2.70416 | 1170.71 2293.79
7.28461 -64.7453 | -0.872073 4.85532 | 582.658 -5208.63
7.76337 -64.5934 | 0.890418 2.09403 | -4339.4 1368.07
8.2486 -64.4783 | 0.56452 1.39214 | -5718.1 -1319.69
