-5.87162 12.0564 | -0.0273435 2.70499 | -780.765 -348.841
-83.3156 -22.1508 | 0.818814 -0.391201 | -643.435 -10086.1
-82.8776 -21.9005 | -2.2111 3.81593 | -5928.89 395.194
-82.4379 -21.6624 | -1.18903 3.47822 | 2234.32 -11304.2
-81.9929 -21.4417 | -1.70228 3.13191 | -9391.93 14428.2
-81.5589 -21.2035 | -3.13277 -0.926505 | 1327.94 -5926.89
-81.1198 -20.9738 | -1.28938 -1.67498 | 13636.4 2704.29
-80.6642 -20.7547 | -0.462197 1.31358 | 4251.19 7398.17
-80.1996 -20.5409 | -1.50188 -3.19473 | -3832.5 -2689.65
-79.7295 -20.3467 | -1.54776 -4.85775 | -4110.22 -1716.39
-79.2529 -20.1806 | 1.19107 -1.63136 | -2828.67 -3941.02
-78.768 -20.0512 | 3.68892 -2.89078 | 6046.49 35.6161
-78.2726 -19.9556 | 1.18109 -1.3529 | -9665.55 4011.99
-77.7785 -19.8884 | -0.821387 -0.965594 | -1391.89 2888.55
-77.2822 -19.8635 | 2.39902 -3.64395 | 3269.17 -7273.49
-76.7843 -19.9061 | 0.805956 0.532534 | 7947.76 -2984.27
-76.2893 -20.0108 | -2.71127 0.827508 | 76.1403 -73.4715
-75.8067 -20.1642 | -4.13724 -0.193223 | -7006.47 9527.25
-75.3433 -20.354 | -3.96488 2.00779 | 3980.16 -17586.5
-74.9001 -20.5985 | -2.91013 1.72941 | -5340.27 12582.9
-74.4727 -20.8568 | -1.94429 3.00024 | -4373.63 6353.64
-74.0566 -21.1251 | -3.08065 0.642387 | 12196.2 -10879.8
-73.6438 -21.4166 | -5.11741 1.93169 | 1399.26 4740.07
-73.2417 -21.7231 | 0.401758 3.32168 | -4587.28 -5993.66
-72.8621 -22.0565 | -0.552759 2.38174 | -5411.03 -104.34
-72.5009 -22.4042 | 0.059769 2.47932 | 1289.99 18235.9
-72.1426 -22.7443 | 0.453844 -1.97454 | -3961.5 -21110.8
-71.7981 -23.1075 | -0.0728699 2.89299 | 7140.58 9134.47
-71.4435 -23.4586 | -0.923082 4.06882 | -8697.15 14775.7
-71.0883 -23.7944 | -1.384 -0.190563 | -109.464 -16422.1
-70.7368 -24.143 | 1.3058 4.09582 | 3057.94 -38.6249
-70.3739 -24.4837 | -1.48168 1.89159 | 5448 4130.75
-69.9909 -24.8029 | -1.24248 -1.12486 | -5192.54 65.0759
-69.599 -25.1063 | 1.65242 -0.576309 | -6437.99 -4359.15
-69.1984 -25.3935 | 2.1595 0.376902 | -187.098 4954.34
-68.7744 -25.6403 | -1.94559 2.16745 | 1284.7 3592.36
-68.3238 -25.8388 | -1.29933 0.466879 | 22263.9 -13539.6
-67.8437 -26.002 | 1.98623 1.58257 | -28047.1 12724.2
-67.3662 -26.1122 | 1.65566 -0.282353 | 6655.36 -10091.4
-66.8771 -26.1865 | 1.97658 2.28985 | 17646.3 368.726
-66.3714 -26.2058 | 1.61296 0.649377 | -8639.71 6331.63
-65.8715 -26.1587 | 3.92778 -0.042438 | -762.357 -674.31
-65.3805 -26.059 | 5.38732 2.31949 | -561.574 -7537.17
-64.9007 -25.9189 | 1.58681 2.48994 | 2108.68 12026.6
-64.437 -25.7219 | 2.30451 0.776893 | 577.325 -3756.11
-63.987 -25.4937 | 2.23745 -1.41842 | 7898.4 -7742.01
-63.5458 -25.2429 | -0.710398 2.89912 | -1655.22 20837.3
-63.1306 -24.9407 | 0.979919 0.301502 | -4211.24 -9571.64
-62.7332 -24.6251 | -1.24672 1.09948 | -4888.16 -12872
-62.3473 -24.309 | -2.57636 3.9666 | 3333.12 7035.26
-61.9734 -23.9744 | 0.823271 1.13776 | -7595.76 2876.27
-61.6169 -23.6244 | 2.39262 0.57955 | 684.17 -1470.67
-61.2582 -23.2785 | -1.29585 2.73755 | -2316.75 -7553.99
-60.8849 -22.9543 | -1.24399 1.84376 | 9729.85 2657.64
-60.4877 -22.6497 | -0.606771 -0.211495 | 102.704 5725.01
-60.0777 -22.3573 | 0.87852 0.521092 | -8892.59 5552.74
-59.6572 -22.0851 | 1.69541 3.63288 | 12818.7 -17344.2
-59.2036 -21.871 | 2.19667 1.3312 | -10171.4 5322.42
-58.7441 -21.6822 | 3.37336 -1.27339 | -5626.19 648.775
-58.2808 -21.5131 | 3.28401 -3.60027 | 1175.16 3481.07
-57.8073 -21.3651 | 0.158563 -0.0555119 | 17964.7 2153.99
-57.312 -21.2497 | -2.06783 2.47902 | -482.871 -6715.82
-56.8086 -21.1741 | -0.392601 1.74814 | -5298.28 3766.77
-56.3056 -21.1191 | 2.32527 0.796401 | 2583.7 4653.86
-55.8006 -21.0824 | 1.21569 2.03381 | -10593.6 -4554.69
-55.3014 -21.0804 | -0.362119 0.992408 | 1949.82 331.305
-54.8033 -21.1124 | -1.02873 5.61414 | -532.489 -4490.46
-54.3093 -21.1783 | 0.824621 -0.068557 | -5941.47 11951.5
-53.8214 -21.259 | 1.05613 -2.82486 | 11405.4 -11405.2
-53.3342 -21.3801 | 0.966054 0.811102 | -7284.46 -3784.37
-52.8579 -21.5266 | 3.32703 2.13926 | -6874.63 15730.7
-52.3857 -21.6638 | 4.24306 2.26315 | 11037.8 -11681
-51.9079 -21.813 | 2.31506 2.2124 | 4729.03 1898.81
-51.4252 -21.9589 | 1.31526 3.04759 | -3465.49 1960.34
-50.9426 -22.0973 | -1.13257 1.4889 | -2339.88 -486.304
-50.4604 -22.2285 | -3.08476 -1.83022 | -2761.02 2686.98
-49.978 -22.3486 | -2.79357 -0.683866 | -1143.27 -2701.01
-49.4945 -22.4615 | -4.19751 0.791366 | 2290.23 3904.08
-49.0076 -22.5599 | -3.44 -3.12409 | -5496.93 -9133.14
-48.5228 -22.6531 | -0.307151 0.744301 | -5486.51 7964.72
-48.0367 -22.7117 | 0.563709 0.877328 | 10219.7 2921.54
-47.5415 -22.7378 | -3.17031 2.03265 | 518.685 -7313.98
-47.045 -22.7495 | -3.02819 -0.0248789 | -9301.39 2826.15
-46.5544 -22.7372 | -0.496346 -3.80923 | 4633.48 -7120.37
-46.063 -22.7042 | -0.999598 -3.34957 | -1816.98 863.149
-45.5772 -22.6267 | -2.48683 -4.21208 | 848.956 11763.9
-45.1013 -22.4888 | -1.9217 -1.41063 | 12246.6 -2254.48
-44.6271 -22.3212 | 0.319916 2.66053 | -7342.53 -7914.71
-44.1637 -22.1373 | 0.521242 0.561197 | 8080.62 5542.99
-43.7072 -21.9258 | 2.43737 -0.803079 | -9384.45 -6524.81
-43.27 -21.6911 | 2.84721 2.36606 | 3837.97 4337.98


-68.7604 43.8828 | -0.310022 -1.32068 | 5431.09 -162.201
-68.2912 43.6986 | -0.088543 -1.93067 | -8345.32 -3786.03
-67.8391 43.4851 | 2.01821 -1.28422 | 2191.9 1909.07
-67.3952 43.256 | 2.67311 -0.820645 | -1373.73 6453.43
-66.9591 43.0181 | 3.41876 1.50618 | 826.331 -2000.48
-66.5351 42.7582 | 2.53754 0.825049 | -1127.51 -618.61
-66.1292 42.4718 | 0.170867 -0.320661 | -3258.29 1941.98
-65.7449 42.1595 | 0.27778 2.09966 | 7429.45 -6601.34
-65.3765 41.8194 | 0.451555 4.15661 | -1058.96 2033.29
-65.0283 41.4598 | 0.576593 3.47449 | 2508.02 8179.56
-64.7022 41.0844 | 1.92437 1.47412 | -4256.51 -5636.86
-64.4189 40.6753 | 1.26803 -0.17342 | -3822.55 -710.685
-64.181 40.2387 | 1.23578 -1.45094 | 5264.83 -989.722
-63.9745 39.7847 | 1.66275 -3.02346 | -2852.92 5276.96
-63.8013 39.3213 | 1.31758 -1.42075 | -193.536 2654.01
-63.6563 38.8504 | 1.24052 -0.00575693 | 1162.87 -3465.79
-63.5345 38.3703 | 1.82534 0.148558 | -3223.55 -2472.62
-63.4313 37.8834 | 3.4668 0.602388 | 7424.73 -6366.49
-63.3257 37.3917 | 4.19153 1.28501 | 3982.92 5118.87
-63.222 36.9021 | 2.91242 2.30339 | -9049.59 1528.66
-63.1418 36.4102 | 3.18642 1.83182 | 1386.96 -3994.19
-63.0724 35.9148 | 3.1427 1.27651 | 958.374 4031.3
-63.005 35.4218 | 1.5449 2.74365 | -3984.49 2469.63
-62.9365 34.9322 | 1.67616 2.90582 | -1145.23 6001.86
-62.8501 34.4497 | 2.32962 2.22527 | 5404.67 -1371.75
-62.7283 33.9724 | 2.85286 1.96402 | 529.45 -13522.1
-62.5758 33.4936 | 4.03787 1.47161 | 2593.95 -1347.18
-62.3895 33.0238 | 0.488143 -0.228131 | 4600.66 3578.42
-62.1728 32.568 | -1.18953 -0.822482 | -5869.29 -1359.79
-61.9477 32.1184 | 1.9641 2.1399 | -6608.09 4141.32
-61.7155 31.6776 | 0.83765 2.46577 | 5085.56 1152.46
-61.4606 31.2491 | -0.10106 1.53778 | -906.454 -1992.36
-61.1877 30.8306 | 1.06088 3.19716 | -3266.51 -3963.72
-60.8963 30.424 | -1.09024 1.96601 | 2946.37 7130.92
-60.5729 30.0455 | -2.53179 -0.414282 | 1058.45 1515.77
-60.2231 29.6902 | -0.421908 -0.698701 | 3000.85 -13095.3
-59.8543 29.3441 | -1.05039 -1.75437 | -736.445 4269.59
-59.4654 29.0241 | -0.882466 0.632891 | -5434.25 7029.59
-59.0597 28.7368 | 0.830769 1.13649 | -3460.37 -1965.33
-58.6391 28.4752 | 1.45272 0.193799 | 4905.75 1847.97
-58.1983 28.2437 | 1.65456 1.04707 | 6349.78 298.809
-57.7429 28.0326 | 2.69712 1.70515 | -5127.92 -4681.33
-57.2881 27.8228 | 2.44165 0.973071 | 1221.74 2516.21
-56.8322 27.615 | 1.93579 -0.759199 | 4048.18 -41.435
-56.3774 27.3993 | 2.52865 -0.629593 | -1932.28 -1588.7
-55.9342 27.1617 | 2.05663 -1.08571 | -215.729 -2855.38
-55.5076 26.8953 | 1.31613 -1.80168 | -8748.37 -1010.28
-55.1027 26.6042 | 2.44816 1.54316 | 255.914 2299.53
-54.7038 26.3058 | 2.7682 2.0257 | 12354.7 5833.62
-54.2979 26.01 | 2.38557 -0.519192 | -1859.84 -1734.74
-53.9082 25.6935 | 3.32194 -0.742414 | -4837.11 -3200.93
-53.5525 25.342 | 1.94933 -2.86891 | -4457.66 5631.98
-53.2365 24.9612 | 0.129684 -4.17764 | -1716.81 512.164
-52.9612 24.5508 | 0.994054 -1.94043 | 3985.9 -6862.96
-52.7204 24.1126 | 1.18292 -1.44803 | 2104.55 -1092.91
-52.5101 23.6558 | 1.0113 -2.81361 | 1566.69 -2901.09
-52.3291 23.1842 | 0.914092 -2.26416 | -1633.03 2688.78
-52.1783 22.7038 | 2.66524 -0.106736 | 500.554 595.401
-52.0549 22.2162 | 0.862721 -0.848547 | 3345.99 -1389.98
-51.9583 21.7221 | -3.26278 -1.90986 | -1061.96 7584.05
-51.901 21.2268 | -2.47992 -1.02678 | -4290.45 -4445
-51.8941 20.726 | -1.34806 0.228135 | -969.284 -3215.03
-51.9302 20.2248 | -3.44872 -0.273882 | 574.328 8078.09
-51.9978 19.7323 | -3.79722 -1.10109 | 869.51 2327.1
-52.0846 19.2454 | -3.22482 -0.296373 | 1567.94 760.667
-52.1796 18.7603 | -3.19586 -0.0514113 | 1862.55 -8209.18
-52.2774 18.2707 | -1.05989 -1.69075 | -707.271 678.055
-52.3839 17.7829 | 0.608674 -3.6221 | -3444.87 7566.57
-52.5011 17.3014 | 1.4116 -2.83122 | 3480.27 -8138.67
-52.6138 16.8145 | 1.47694 -0.828695 | 411.966 -850.64
-52.7247 16.3262 | 0.0418343 0.0846119 | -2396.23 4414.36
-52.8385 15.8412 | -1.99134 0.270087 | 539.857 -13.4598
-52.9485 15.3554 | -2.56255 -0.305186 | -1867.4 -1114.9
-53.0498 14.866 | -2.3081 0.0105602 | 1873.19 -7250.21
-53.1316 14.3683 | -0.492408 1.24638 | -2467.6 3428.3
-53.1939 13.8689 | 0.420964 0.730836 | -1854.68 -1523.29
-53.2257 13.3659 | 1.48212 -1.06654 | 6004.55 -1921.51
-53.2085 12.8616 | 1.76812 -1.98932 | -783.384 7301.95
-53.1471 12.3655 | 1.94265 -2.35645 | 1673.69 -85.8408
-53.0447 11.8763 | 1.79556 -1.73547 | 2767.1 -401.972
-52.9114 11.3932 | 0.583676 -0.851594 | -8415.16 -7618.9
-52.767 10.9092 | -0.986337 -1.28038 | 5021.81 -1466.33
-52.5936 10.4327 | -1.19725 -2.66684 | -1000.76 6279.56
-52.391 9.97212 | -1.45635 -3.65739 | -1079.3 -1411
-52.1605 9.52532 | -1.21577 -2.89101 | 1520.9 3956.59
-51.8999 9.09767 | -1.13032 -0.659465 | 642.752 1328.95
-51.6168 8.68509 | -2.15258 -1.11689 | -625.854 -5681.45
-51.3214 8.27809 | -2.18408 -0.73194 | -6881.68 -992.66
-51.0159 7.88088 | -1.04699 0.854163 | 8795.43 4845.21
-50.68 7.50818 | -1.71442 0.214109 | -704.044 3715.36
-50.328 7.15396 | -0.434033 1.002 | -7422.97 -3535.81
-49.9764 6.80223 | 0.848406 -0.516072 | 3021.86 -762.071
-49.6176 6.45642 | -0.504175 -3.38443 | -3544.93 3194.03
-49.2536 6.12007 | -0.337721 -2.47482 | 2824.9 -1042.52
-48.8807 5.79124 | 0.0612653 -1.21422 | 912.934 141.328
-48.5023 5.46765 | -0.69906 -1.23518 | 1422.99 985.506
-48.1226 5.144 | -0.988619 -1.05947 | 2350.09 -3511.8
-47.749 4.80858 | -0.670769 0.78342 | -1936.68 -4292.05
-47.3889 4.45564 | 1.09565 4.70399 | 5261.67 -720.416
-47.0364 4.09063 | -0.114807 1.78104 | -5870.59 5760.21


-65.5084 -27.2159 | 0.475844 7.88594 | 1560.44 1983.29
-65.0082 -27.1991 | 1.12603 3.65474 | -6239.14 194.784
-64.5137 -27.1628 | 3.94707 2.61968 | -3990.28 -4730.96
-64.0227 -27.1206 | 5.08409 2.66781 | 5742.83 2005.81
-63.5287 -27.0686 | 4.25408 -1.01731 | 3805.68 853.716
-63.0319 -27.0096 | 0.529027 0.394563 | 768.458 -4355.8
-62.5347 -26.9489 | 0.328758 0.249532 | -1572.62 2452.08
-62.0393 -26.8745 | 2.09365 -2.34019 | 6128.98 6664.55
-61.542 -26.784 | -1.19722 -0.525943 | -276.423 -10676.9
-61.0449 -26.6984 | -2.55835 -2.44499 | -4813.67 5181.53
-60.5534 -26.597 | -0.68663 -2.98015 | 2388.48 3242.95
-60.0632 -26.4807 | -0.52732 -1.10551 | 3685.21 -6026.5
-59.5714 -26.3618 | -0.335579 -3.36957 | 161.882 11971.2
-59.0817 -26.2256 | -1.88586 -3.80159 | 1083.05 -6898.21
-58.589 -26.1018 | -3.10965 -1.78574 | -4221.27 352.667
-58.0955 -25.9935 | -2.05917 0.122975 | 84.8314 6699.35
-57.5972 -25.908 | 0.0318306 0.0483189 | 2172.78 -12295
-57.0923 -25.8802 | 0.0835399 0.412014 | -2809.88 -913.281
-56.5885 -25.8976 | -2.61829 0.942542 | 300.351 7581.88
-56.0871 -25.9451 | -3.38481 1.28136 | -912.3 -6133.88
-55.5923 -26.0376 | -2.0878 0.617132 | 1175.54 7220.5
-55.106 -26.1662 | -2.59331 0.37518 | -1680.11 -5091.29
-54.6377 -26.3499 | -2.59086 3.66085 | -894.095 -8693.91
-54.1913 -26.5876 | -0.424065 7.11233 | 6310.86 4373.41
-53.7559 -26.85 | -0.101711 2.98661 | -3018.23 569.642
-53.3346 -27.1321 | 0.678005 1.47393 | 3399.06 1415.22
-52.9229 -27.429 | -0.440967 2.2301 | -3323.28 1427.17
-52.5284 -27.7436 | -2.08601 1.52504 | -6114.51 2180
-52.1554 -28.0768 | -1.77485 1.16218 | 505.701 -860.152
-51.7977 -28.4273 | 0.065621 1.6982 | 1359.9 -7160.37
-51.4485 -28.7927 | -0.910817 2.84204 | 8502.59 2394.41
-51.0926 -29.1562 | -3.04467 3.24156 | -784.657 1435.19
-50.7392 -29.5194 | -0.752869 4.38742 | -12679.5 3605.52
-50.3998 -29.884 | 1.05567 2.91449 | -920.702 6908.36
-50.0595 -30.241 | 1.28613 1.35144 | 1268.88 -4141.98
-49.7134 -30.595 | 1.36902 1.04282 | -484.072 -1381.48
-49.3566 -30.9394 | 0.173862 -0.64609 | 1307.17 964.258
-48.9811 -31.2646 | 0.00356514 -1.19827 | 2887.32 -3956.57
-48.5831 -31.5672 | 1.5005 0.953418 | 3778.74 3611.02
-48.1616 -31.8359 | 1.82912 1.92437 | -9188.29 7014.74
-47.7318 -32.0747 | 1.02991 1.455 | -5723.52 736.393
-47.2999 -32.301 | 0.262299 -1.21467 | 2650.17 -11495
-46.8628 -32.5289 | 0.397416 -2.20476 | 5183.64 -2626.32
-46.4093 -32.7359 | 0.324778 -0.882398 | 7441.89 2864.78
-45.9328 -32.899 | 0.557012 0.922978 | 3985.48 -2200.03
-45.4398 -33.0135 | -1.80138 0.722208 | -8398.36 3579.77
-44.9431 -33.0691 | -1.88493 0.487249 | -6014.42 2981.08
-44.4484 -33.0653 | 0.584776 -0.553023 | 620.585 -385.257
-43.9559 -33.0148 | 1.07149 1.59598 | 5330.05 -6791.86
-43.4651 -32.9309 | 0.44749 2.72283 | -2056.83 3727.06
-42.9856 -32.7999 | 0.857728 -0.0771044 | -1814.44 -359.255
-42.5216 -32.626 | 0.5825 -1.60898 | 731.135 -3392.43
-42.0745 -32.4157 | -1.75819 1.05468 | -7685.24 2418.62
-41.6527 -32.1662 | -0.966562 0.980108 | 5739.77 -7384.44
-41.2451 -31.8942 | 2.71478 -0.167193 | -1839.93 3086.89
-40.8617 -31.589 | 0.770634 1.58878 | -6261.33 3447.38
-40.5033 -31.255 | -0.851858 1.35931 | 12563.1 2579.96
-40.142 -30.9118 | 0.871841 0.242199 | 6549.65 3291.66
-39.7753 -30.5666 | -0.0561889 -1.02102 | -7552.74 -2102.27
-39.4115 -30.2254 | 1.86319 -1.62547 | -3778.55 -6885.23
-39.0425 -29.8985 | 2.40934 0.862522 | -1378.76 914.857
-38.6635 -29.5847 | 1.45672 2.39074 | 2920.16 3572.92
-38.2675 -29.288 | 0.779178 2.53255 | 1463.96 -3966.83
-37.8526 -29.0194 | -1.24251 1.78402 | -5339.8 1815.49
-37.4258 -28.7737 | 0.632179 0.151658 | 5296.59 3489.55
-36.9799 -28.5554 | 0.851491 1.45575 | 1051.38 -1822.44
-36.5174 -28.3747 | -1.24544 4.66236 | -6947.68 4096.68
-36.0457 -28.2322 | 1.553 3.85138 | 1241.23 -5163.68
-35.5609 -28.1479 | 2.3891 3.0742 | 567.655 -1075.14
-35.069 -28.1176 | 1.88387 5.38466 | 2149.29 5144.98
-34.575 -28.1283 | 1.04061 6.26195 | -4965.71 -981.326
-34.087 -28.184 | -1.86915 7.01801 | 1364.89 3708.84
-33.604 -28.2804 | -0.0235348 4.14363 | 9989.05 -2467.23
-33.1258 -28.4258 | 1.13049 3.27412 | 2311.31 -3117.61
-32.6636 -28.6235 | 0.0632956 3.3249 | -1589.67 4484.15
-32.2263 -28.867 | 2.56604 2.69785 | -3986.88 -2811.44
-31.8247 -29.1631 | 4.03473 2.59814 | -2455.14 -4632.66
-31.4577 -29.5034 | 3.29994 -0.240127 | 5878.41 -634.37
-31.1074 -29.866 | 2.73735 -0.438921 | 1371.47 765.299
-30.7668 -30.2385 | 3.27134 2.06057 | 1841.98 4988.6
-30.4326 -30.6134 | 2.98183 -1.52705 | -6116.5 2779.96
-30.1148 -30.9961 | 2.69129 -2.4907 | -2602.66 2016.32
-29.8122 -31.3876 | 0.554597 -2.07883 | 5526.35 -1740.9
-29.5188 -31.7892 | -2.04112 -3.99515 | -8864.53 -4002.44
-29.2436 -32.2037 | -1.67503 -2.76225 | 7111.09 -1446.31
-28.9595 -32.6182 | -1.14836 -3.16657 | 9336.09 -7812.11
-28.657 -33.0298 | -2.18247 -3.16349 | -4004.27 1657.04
-28.3439 -33.4312 | -0.369431 -0.65415 | -887.138 7068.7
-28.0169 -33.8149 | 1.76873 -0.409268 | -6489.92 -2966.08
-27.68 -34.1869 | 0.665241 0.079346 | 2542.63 4029.71
-27.3186 -34.5331 | 1.66837 0.110463 | 2023.4 4042.88
-26.9328 -34.8509 | 1.37373 -0.325453 | -2349.71 -6746.24
-26.5325 -35.153 | -0.891989 0.0943003 | -101.63 -1359.18
-26.1137 -35.4292 | -1.44065 -1.615 | 282.986 6443.62
-25.6725 -35.6641 | -2.86081 -3.49993 | 1043.33 -1559.92
-25.2136 -35.8643 | -0.481536 0.0559985 | -2141.76 -4788.28
-24.7424 -36.0326 | 0.816433 0.926391 | -430.523 4485.25
-24.2576 -36.1527 | -1.04792 -0.200636 | 2804.9 1348.11
-23.7609 -36.2257 | 0.148405 5.26778 | 7211.65 -1500.73
-23.2547 -36.2603 | -2.41722 -1.70465 | -8802.1 -340.049


-16.8065 65.1134 | -3.64268 -0.563161 | -6395.7 4830.77
-16.3829 64.8633 | -1.09452 2.44953 | 1779.74 -5447.28
-15.9566 64.6095 | 0.856037 -0.956994 | 10952.9 -2098.85
-15.5181 64.3608 | 1.01911 -0.359736 | -3099.19 -4129.97
-15.0746 64.1183 | 1.01562 0.906716 | 7175.42 3901.28
-14.6165 63.8975 | 0.869976 0.504426 | -2180.65 -1231.25
-14.1518 63.6935 | 0.206439 -1.48497 | -7363.29 -2970.72
-13.683 63.5084 | 1.70168 -1.7103 | 8563.29 6265.78
-13.1976 63.363 | 1.09463 -3.48369 | -6215.83 682.894
-12.7082 63.2506 | 1.27231 -3.85466 | -8230.7 -5071.58
-12.2183 63.1663 | 2.05711 -4.36092 | 6087.91 1585.12
-11.7201 63.1291 | 0.165631 -4.42334 | -3320.45 9542.24
-11.2231 63.1497 | -2.87185 -3.01548 | -2779.06 -6153.16
-10.7302 63.1985 | -2.33504 -4.96748 | 1757.77 -3720.73
-10.2392 63.2689 | -0.404054 4.09612 | -128.577 2016.53
-9.75172 63.3682 | 0.190651 5.69007 | 11831.1 -1634.64
-9.26346 63.4958 | 2.43941 0.531133 | -3949.35 -489.578
-8.79026 63.6629 | 3.27091 4.62138 | -9649.21 3789.13
-8.3441 63.8788 | 3.51636 2.20833 | -826.362 -7596.15
-7.92026 64.1264 | 1.51954 -2.78986 | -7303.69 -2429.69
-7.52506 64.4088 | -1.17738 -3.39823 | 2609.07 6857.73
-7.1502 64.7236 | 0.105753 -2.42284 | 5951.15 -2224.52
-6.78169 65.0487 | 0.993591 -0.196085 | -7118.68 -3871.86
-6.42172 65.3753 | 3.18546 -2.09473 | -1532.36 -3084.94
-6.05929 65.6951 | 4.79063 -0.0596411 | 4483.51 141.976
-5.68571 66.0059 | 0.834403 0.0668244 | 4369.85 4476.43
-5.3036 66.313 | -1.73826 -1.77833 | -4130.57 -5327.47
-4.9204 66.614 | 0.623371 -1.89419 | 2348.49 2266.1
-4.53449 66.9175 | 0.0660856 -0.166425 | 13376.5 12367.6
-4.13691 67.2245 | -2.52738 1.68702 | -5182.44 -11190.5
-3.73276 67.5118 | -2.13968 -0.298435 | -9125.05 -4472.6
-3.32811 67.7861 | -2.97239 1.83791 | 4480.1 8416.06
-2.9153 68.057 | -3.1085 2.09446 | 2949.65 2862.57
-2.48897 68.3113 | -2.48238 -3.42485 | -5649.23 -4984.72
-2.04899 68.5309 | -1.1144 0.721703 | 1775 -6637.28
-1.59186 68.7099 | 0.457616 2.2538 | 3879.5 4151.91
-1.12451 68.8712 | -1.733 -0.558444 | -900.129 9649.63
-0.654166 69.0286 | -2.76772 3.30931 | -4768.21 -6698.81
-0.179314 69.1602 | 0.553765 -0.43893 | 7008.77 2289.63
0.306223 69.2679 | 1.60415 -1.41388 | 1023.86 136.129
0.798261 69.3507 | -0.265155 0.688319 | 1153.07 -418.176
1.29461 69.4092 | -0.906421 -1.35274 | -1534.51 2784.21
1.79198 69.4472 | 0.294051 -1.00764 | -2558.83 -2104.86
2.28916 69.4579 | 0.186533 -0.84967 | 3554.32 141.257
2.78881 69.4431 | 0.83426 -1.65151 | 3632.07 -2770.07
3.29001 69.4048 | 1.2708 3.01308 | -1358.55 6917.73
3.78928 69.3558 | -0.844883 2.98931 | -778.346 -8966.77
4.2847 69.2819 | -0.820654 2.61569 | -8620.42 613.322
4.77469 69.2052 | -2.63871 -0.198673 | 10210.1 6023.64
5.27369 69.1482 | -3.33307 0.870118 | 6923.57 704.548
5.77998 69.106 | -3.23568 1.63974 | -2220.09 -3134.53
6.28681 69.0692 | -5.88025 -0.698697 | 4707.37 -5135.25
6.79654 69.0418 | -3.80512 -1.06055 | -7772.55 7064.59
7.3013 69.0478 | -3.44087 1.36183 | -6187.87 2698.88
7.80074 69.0852 | -3.11001 4.64244 | 9030.18 -1250.27
8.30338 69.1414 | -1.07229 1.57851 | -3924.34 -4630.47
8.80174 69.2106 | -2.21259 3.37943 | -2935.08 3043.41
9.29329 69.3041 | -0.837203 3.38302 | -5696.75 -794.292
9.77566 69.4186 | 0.229874 -2.41522 | -694.571 -7040.41
10.252 69.5496 | 0.122681 0.464737 | 2828.93 9715.47
10.7208 69.718 | 2.03919 1.2744 | 3829.99 -133.464
11.1844 69.9094 | 2.2603 -2.43916 | 4654.02 -3366.14
11.645 70.1146 | 2.09477 -1.93324 | -935.234 4875.79
12.0957 70.3416 | 0.563738 1.05598 | -5983.35 -2942.78
12.5355 70.5796 | -0.191922 -0.788296 | 3706.56 -6744.27
12.972 70.8212 | 1.39132 -2.83415 | -7416.85 3524.58
13.3934 71.0828 | -0.360104 1.9274 | 2334.25 626.224
13.8076 71.3599 | 1.35042 2.64223 | 8545.19 3818.18
14.2214 71.6508 | 6.13933 -0.0285523 | 7056.56 1106.26
14.6327 71.9552 | 3.78419 2.06435 | 1527.29 3492.19
15.0294 72.2818 | 1.36217 4.03764 | -8897.16 -2358
15.3984 72.6315 | 2.29995 0.645827 | -2054.08 390.031
15.744 73.0017 | 2.58134 4.07216 | 3028.79 -4157.36
16.0728 73.3847 | 1.6816 5.26271 | -4981.89 205.674
16.3749 73.7854 | -0.541287 0.740204 | -1936.79 -1163.12
16.6525 74.1996 | 0.803823 -0.992196 | -2219.63 -12691.5
16.9088 74.6182 | 1.61441 -1.79033 | -1960.41 10636.5
17.1399 75.0566 | -2.03461 -1.85999 | 611.413 2950.09
17.3608 75.5033 | -5.83054 1.08585 | 4541.54 -6460.08
17.5892 75.9453 | -6.99709 -0.685886 | 4557.26 9827.76
17.8231 76.3922 | -4.52406 -2.13372 | -7197.35 991.291
18.0546 76.8393 | -3.0446 -1.86397 | 831.271 -3730.15
18.3023 77.2745 | -1.96334 -1.2116 | -196.184 -5022.36
18.5747 77.6895 | 1.84942 -0.246354 | -5660.75 -7707.19
18.871 78.0816 | -1.18484 -1.47046 | 12675 16763.3
19.2005 78.4631 | -3.17611 -3.07763 | -2439.41 -8000.24
19.5523 78.8187 | -4.11917 -0.892041 | -8861.8 -4437.33
19.9143 79.1556 | -2.951 -0.156255 | 8236.02 10096.2
20.2945 79.4839 | 0.139823 -0.0839816 | -3095.29 1195.56
20.6904 79.794 | -0.739512 1.99833 | 5295.59 1585.25
21.1123 80.0727 | 2.37421 -0.37939 | -1787.86 -9417.65
21.5564 80.3053 | 4.63255 -1.71396 | -7601.99 -876.029
22.0122 80.5061 | 2.74471 -3.25731 | 19508.2 8283.04
22.4897 80.6882 | 3.05334 -4.7543 | -6585.16 -4235.9
22.9697 80.8513 | 0.509651 -2.19367 | -13470.9 9119.8
23.4451 81.0068 | 2.83397 -2.1047 | 10567.9 -10141
23.9356 81.1209 | 3.939 0.231558 | -938.375 -4136.48
24.4317 81.2033 | 1.41522 1.93916 | -2047.7 8383.96
24.9262 81.2795 | 1.42269 1.16194 | -16592.5 -6724.04
25.4107 81.3404 | 1.66931 1.05164 | 14384.5 3226.41


