-12.2356 12.4965 | -2.98181 3.03887 | 4000.18 2205.79
34.4471 32.5269 | 1.59898 -0.696759 | 2254.85 3725.74
34.9318 32.3836 | 2.23365 3.22584 | -1155.9 -7347.54
35.4101 32.2198 | 2.48765 4.06963 | -5059.53 2812.71
35.8806 32.0472 | 1.69623 1.11877 | -1596.37 5971
36.3469 31.8717 | 0.419716 -2.14582 | -2318.95 -7430.49
36.8067 31.6798 | -0.293111 0.673308 | 2916.37 -10.2828
37.2686 31.4874 | -1.01634 2.58314 | 3623.71 5172.97
37.7365 31.3075 | -2.16797 1.99851 | -4037.91 106.812
38.2034 31.1309 | -1.49142 1.3844 | -554.047 -7636.96
38.6708 30.9511 | 1.12461 1.65856 | 5548.91 880.128
39.1485 30.7892 | 0.350016 0.511476 | -150.815 -44.2285
39.6357 30.6593 | -0.557516 0.596614 | -2054.67 4082.87
40.1304 30.576 | -0.71685 1.68408 | -3851.41 4377.16
40.6275 30.5406 | -1.44838 -0.0748333 | -1667.04 -3449.77
41.1249 30.5377 | 0.878728 2.09327 | 4159.53 -2180.61
41.6242 30.5647 | 3.46037 1.45899 | -730.146 963.629


-28.9589 -35.9922 | -0.958533 -2.46273 | 2689.11 -1392.21
-28.4973 -35.7954 | 0.087461 -2.31646 | -1841.64 3167.7
-28.0255 -35.6246 | -0.362204 -0.769363 | 2970.07 -3780.2
-27.5422 -35.4856 | -1.29936 -1.73714 | -611.206 1982.49
-27.0528 -35.3676 | -2.49349 -2.04171 | 1293.65 7721.25
-26.5569 -35.2665 | -3.27191 -0.546518 | 6144.44 -5272.93
-26.0507 -35.2078 | -3.63162 -0.0483438 | -1832.32 -5432.33
-25.5429 -35.1953 | -3.37827 -2.12927 | -5165.67 841.234
-25.0396 -35.2134 | -3.02206 -1.94559 | -4892.77 2336.32
-24.5422 -35.2505 | -3.22282 -0.87726 | -4921.24 238.109
-24.0503 -35.303 | -3.24411 -1.00715 | -333.751 -956.884
-23.5605 -35.3663 | -2.31589 0.136431 | 730.471 2488.91
-23.0702 -35.4311 | -0.907317 0.562504 | 4846.52 4418.53
-22.5771 -35.4982 | -1.32066 -1.3702 | 1564.35 -1996.02
-22.0867 -35.5872 | -3.00792 -4.27399 | -6806.57 -3950.85
-21.6071 -35.71 | -4.00458 -4.79666 | 2936.22 -567.077
-21.1317 -35.8586 | -2.58979 -1.33414 | 10100.2 -5326.63
-20.6533 -36.0257 | -1.44058 0.957122 | 3371.7 -2504.62
-20.1718 -36.1939 | -0.999422 2.38193 | -5515.5 6351.05
-19.6891 -36.3402 | 0.388259 3.70984 | -10339.6 3277.5
-19.2073 -36.4593 | 0.845994 1.9897 | 1959.38 88.0711
-18.719 -36.5504 | 0.66881 -0.325289 | 4446.3 -5426.24
-18.2232 -36.6144 | 0.8735 -2.16911 | -2605.1 3548.99
-17.7254 -36.6328 | 0.882603 -4.38178 | -2337.89 3034.97
-17.2302 -36.6025 | 0.95343 -4.75342 | -719.152 -5266.99
-16.7399 -36.5343 | 1.68348 -4.85537 | -454.375 1368.06
-16.2582 -36.4204 | 1.91583 -3.42588 | 834.82 2581.55
-15.7878 -36.2615 | 1.73614 -0.662062 | 4053.5 -3007.8
-15.3272 -36.0687 | 2.31898 -1.6965 | 3843.58 4481.11
-14.8801 -35.8381 | 2.3879 -3.64328 | -2084.11 -122.234
-14.4511 -35.578 | 1.27372 -1.97097 | -4120.25 -5240.29
-14.0402 -35.2993 | 2.80574 -1.16603 | -5716.03 281.632
-13.6475 -35.0032 | 3.3571 1.21491 | -2294.56 -7207.07
-13.2632 -34.7037 | 1.95062 2.22972 | 2852.41 -514.067
-12.882 -34.3975 | 1.82464 -0.669004 | 4875.69 7524.27
-12.5047 -34.0752 | 1.09888 -0.607087 | 8637.15 3418.91
-12.1282 -33.7399 | 1.74971 0.0751219 | 5911.32 2828.14
-11.7606 -33.3886 | 1.75303 1.24816 | -11788.7 954.014
-11.4206 -33.0176 | -0.673191 3.09238 | -6513.38 -4665.8
-11.0953 -32.641 | 0.910446 0.540841 | 6284.74 259.021
-10.76 -32.2704 | 3.9687 -2.76655 | 1980.01 265.946
-10.4097 -31.912 | 3.40442 -1.68394 | 941.929 -801.573
-10.0435 -31.5689 | 2.17483 0.106555 | -38.1427 892.488
-9.66332 -31.2405 | 2.32303 -0.320919 | 134.358 1330.37
-9.26878 -30.928 | 3.12148 -1.84706 | 3035.9 -175.935
-8.85759 -30.6361 | 2.14665 -1.68164 | -4984.18 -4409.77
-8.43669 -30.367 | -0.31896 -0.795586 | -4403.49 248.036
-8.00859 -30.1152 | -1.68115 -1.25722 | 2028.75 1675.99
-7.56845 -29.8821 | -2.03764 -1.19133 | -839.92 4269.25
-7.11544 -29.6726 | -1.65109 -0.0869942 | 3319.69 -1535.6
-6.64366 -29.5067 | -0.0201944 -0.586722 | -3863.82 -2951.84
-6.15951 -29.3965 | 0.34042 -0.0918162 | -4479.51 1160.3
-5.66899 -29.3441 | 0.187121 0.195964 | 2795.72 -2996
-5.17422 -29.3554 | 0.00599823 -0.0901659 | 1440.71 557.855
-4.68186 -29.42 | 0.558495 -0.496366 | 2193.41 1699.68
-4.19585 -29.5274 | 0.55961 -1.42436 | -3801.4 1620.29
-3.7229 -29.6725 | 0.548699 1.09729 | -3053.1 4332.24
-3.26502 -29.8517 | 1.01762 3.22561 | 2386.2 -4480.14
-2.82262 -30.0724 | 0.418926 2.89551 | 2402.52 -1806.66
-2.39429 -30.326 | 0.694797 3.72471 | 6586.98 -1174.34
-1.97432 -30.6024 | 2.38097 4.60323 | -490.155 -2150
-1.5654 -30.8973 | 2.15973 2.95077 | -519.448 -110.691
-1.16313 -31.2012 | 1.40479 2.00025 | 522.009 -1567.86
-0.760423 -31.5048 | 0.364283 1.38557 | -2226.48 7053.67
-0.35121 -31.7931 | -2.12934 0.212077 | 3872.44 2227.16
0.0672213 -32.0695 | -3.16128 -0.628179 | -1747.94 -5862.26
0.485052 -32.3486 | -3.95693 -2.1777 | -3442.9 2723.98
0.902536 -32.6235 | -4.70082 -3.76704 | 3966.58 2381.46
1.32476 -32.8922 | -4.28317 -2.5194 | -4977.66 -3656.27
1.74338 -33.1644 | -4.26533 0.412754 | 2049.39 759.392
2.16608 -33.4325 | -4.05248 0.677022 | 4939.49 -1734.92
2.5963 -33.695 | -1.62909 1.5671 | -3891.61 -1290.74
3.02919 -33.9507 | 0.417442 1.23094 | 653.625 1764.28
3.47073 -34.1908 | 1.73583 -0.0283549 | 1592.12 225.079
3.9233 -34.4132 | 0.896475 -0.338642 | 5060.21 -2624.48
4.38869 -34.6191 | -1.54841 -3.27134 | 4580.78 -1376.56
4.86548 -34.8063 | -1.85147 -4.27979 | -6278.48 -196.459
5.34653 -34.9721 | 0.806326 -2.60618 | -36.2653 -69.2554
5.83638 -35.1067 | 2.49086 -3.42054 | 1225.72 4101.15
6.33556 -35.1974 | 0.132991 -2.98059 | -4146.73 696.396
6.83684 -35.2454 | -2.20757 -1.37192 | -5585.57 851.457
7.33508 -35.2521 | -1.72598 -2.18091 | -7380.52 1617.58
7.82698 -35.2217 | 0.427051 -2.24876 | 3414.27 -3416.39
8.31824 -35.1671 | 2.08314 0.607123 | 1604.58 -591.684
8.8078 -35.088 | 1.33718 1.50146 | 1335.16 2333.95
9.29471 -34.9826 | 1.65842 0.741475 | 7989.16 -1904.61
9.7823 -34.8574 | 2.14614 1.75201 | -1016 747.806
10.2626 -34.707 | 0.619584 2.01915 | -4340.44 2307.04
10.7309 -34.529 | -0.145407 -0.390704 | 2399.4 -2634.1
11.192 -34.3325 | -0.4862 -0.831065 | -1413.25 603.042
11.6429 -34.1155 | 0.894111 -1.17585 | -1583.66 1354.11
12.0829 -33.8797 | 2.74891 -1.56862 | -4188.66 -906.537
12.5142 -33.6338 | 2.80275 -0.991872 | 570.23 558.603
12.9463 -33.3885 | 4.09721 -0.850955 | 3830.52 -96.3974
13.3877 -33.1556 | 3.44231 1.63414 | -1709.46 -235.535
13.8381 -32.9426 | 1.80441 2.74952 | 694.463 -2469.7
14.3001 -32.7571 | 0.642917 1.55565 | 134.058 1397.2
14.7714 -32.5967 | -1.46993 1.36904 | -4306.26 873.068
15.2481 -32.4641 | -0.626773 1.36652 | -1671.7 -2468.6
15.7313 -32.3672 | 2.42025 -2.2117 | 7284.45 2504.47


69.5065 20.7195 | -2.2562 -5.81003 | 172.579 1353.76
69.9106 20.427 | -1.47612 -4.27093 | -5211.85 -1980.48
70.2875 20.1031 | -0.995618 -3.36842 | 3756.41 4365.74
70.646 19.7596 | 1.05893 -1.16851 | 1342.25 988.4
70.9798 19.3924 | 3.71676 0.583493 | -3429.07 -833.464
71.2771 18.9965 | 2.29157 -0.593715 | 1101.2 847.654
71.5382 18.5758 | -0.243416 -1.56282 | 498.011 -1236.72
71.7611 18.1319 | 1.14334 -0.114522 | 1084.29 -4747.76
71.9471 17.6666 | 0.577967 -0.185656 | 134.748 -6080.1
72.1016 17.1842 | 0.0446994 -1.01894 | 1740.41 -4573.29
72.2366 16.6916 | 2.57005 -0.719411 | 4676.37 626.092
72.362 16.1959 | 1.29421 -0.974822 | -408.479 4545.53
72.4694 15.7 | -1.09352 -1.38238 | -3480.41 5039.13
72.5475 15.2036 | 0.100691 -0.737801 | -3063.94 1460.14
72.5945 14.7054 | 1.44631 -1.27544 | -719.056 -235.572
72.6194 14.2057 | 2.41223 -2.52399 | -1176.14 -59.1533
72.6341 13.7056 | 2.9385 -2.49983 | -1646.89 518.093
72.6554 13.2062 | 0.783462 -1.29859 | 3947.79 -670.893
72.7062 12.7086 | -0.677404 0.354355 | 3147.14 273.3
72.7939 12.2166 | 0.195851 1.00245 | -3207.92 4135.71
72.912 11.735 | 2.30787 1.06255 | -3802.42 5068.3
73.0627 11.2677 | 3.30091 1.79249 | -183.007 1043.43
73.2555 10.8172 | 2.1257 1.48104 | 4540.16 -2853.93
73.4952 10.3853 | 1.88598 0.689432 | -151.545 -6626.59
73.7718 9.9705 | 2.29618 0.231517 | -2203.76 -3711.02
74.0839 9.58004 | 2.24227 0.622536 | 423.446 4722.94
74.4398 9.23245 | 1.27285 1.89071 | 240.27 2592.12
74.8366 8.93448 | 0.846 2.08262 | 534.474 257.068
75.2653 8.68353 | 2.04499 3.67511 | -453.708 -1874.06
75.7155 8.47202 | 2.11627 4.37778 | -170.348 -3117.52
76.182 8.29601 | 0.869847 2.94903 | 3307.54 2793.57
76.6638 8.16088 | -0.778427 1.17206 | 873.846 335.617
77.1542 8.05738 | -1.20135 -0.345291 | -2196.92 -2155.83
77.6473 7.97315 | -1.69725 0.0520547 | -321.08 -1268.66
78.1427 7.90452 | -3.02305 0.360628 | 2234.5 2250.18
78.6419 7.8526 | -2.8486 -2.54879 | 2898.68 -1189.53
79.1444 7.80844 | -1.61014 -2.33197 | 1664.74 -1038.08
79.6482 7.76664 | -0.900406 0.0398559 | -2760.23 1885.39
80.1498 7.72517 | -2.10355 -0.31024 | -3939.14 -1687.8
80.6475 7.6749 | -4.20581 -1.41258 | -1674.91 -2282.62
81.1427 7.6144 | -4.29662 -0.734901 | 1257.23 2632.56
81.6383 7.55201 | -2.91416 0.475202 | 910.329 163.901
82.1345 7.48522 | -1.37155 1.58958 | 2258.89 1140.78
82.6317 7.41039 | -0.878376 1.51563 | 5305.33 1790.05
83.1298 7.31801 | -1.72079 1.4252 | 1081.83 -6570.01
83.6214 7.18869 | -1.2402 2.06711 | -5221.22 -1712.65
84.0997 7.02649 | -0.188546 1.20078 | -2047.23 7275.25
84.5669 6.84484 | 1.10396 0.656511 | -2325.6 1040.13
85.0185 6.63338 | 2.70248 1.99035 | -2262.45 -2086.3
85.4484 6.38278 | 1.86452 1.42761 | 2892.17 1825.09
85.8558 6.09537 | 0.711861 0.173576 | -953.733 -3208.6
86.2307 5.76493 | 1.37797 1.37718 | 1704.71 -1088.56
86.5697 5.39569 | 2.67983 3.01428 | 1657.45 1568.35
86.8674 4.9926 | 2.31328 2.6667 | -3093.25 -807.314
87.1116 4.55603 | 0.748739 1.25548 | -549.399 -425.384
87.3011 4.09343 | 0.941175 0.101623 | 332.548 3263.63
87.4382 3.61481 | 0.588605 -1.72803 | -2807.67 553.338
87.5226 3.12489 | 0.78568 -3.92775 | 6244.82 -1908.78
87.567 2.62805 | 1.68449 -4.63531 | -2227 -217.168
87.5614 2.12923 | 3.38652 -2.90742 | -4185.73 1333.73
87.5061 1.63418 | 2.45233 -1.12974 | 2746.66 984.846
87.4196 1.1447 | -0.956608 0.359517 | 738.565 1911.61
87.3111 0.660993 | -2.95658 0.481384 | -1685.04 -515.68
87.1883 0.179839 | -3.27169 -0.671625 | 2986.11 -3901.74
87.0656 -0.304065 | -2.0783 0.0590583 | -880.783 -4161.39
86.9425 -0.791003 | 2.51174 0.886092 | -1998.21 2798.98
86.8198 -1.2762 | 4.42326 1.40957 | 1956.22 6125.44
86.7075 -1.75917 | 1.80852 1.10385 | -1541.04 -543.485
86.6123 -2.24556 | 0.346689 -0.551816 | -1245.34 -1189.43
86.5465 -2.73706 | 1.38085 -1.69917 | 2679.22 2594.04
86.5263 -3.23012 | 1.82162 -1.99032 | 349.217 2834.94
86.5552 -3.72035 | 0.406144 -1.71603 | -734.622 1649.39
86.6317 -4.20428 | -0.283649 -1.26735 | -1195.33 -2162.2
86.7526 -4.68062 | 1.03366 -0.913359 | -261.706 -1731.1
86.9164 -5.14574 | 2.52047 -0.619768 | 634.456 -1373.56
87.1213 -5.59628 | 2.39602 -1.54381 | -1957.57 -4761.25
87.363 -6.03125 | 1.82692 -1.80856 | 3312.6 1476.68
87.6476 -6.44051 | 1.41044 -0.594336 | 360.077 -547.393
87.9681 -6.82339 | 1.15259 -0.0533966 | -2263.82 -3316.31
88.3173 -7.18106 | 0.615534 -0.568377 | -438.452 1635.56
88.6977 -7.50384 | -0.37858 -1.72159 | 397.841 -1269.53
89.1097 -7.78633 | -0.24566 -1.46126 | 905.767 -782.835
89.552 -8.02001 | 0.874547 -0.0625624 | 3621.83 3109.13
90.0222 -8.19569 | 1.7038 0.753429 | 975.914 1043.12
90.5091 -8.3201 | 1.06382 1.02084 | -3723.33 83.871
91.0023 -8.4057 | 0.202851 1.22417 | 854.297 -1460.76
91.5004 -8.46419 | -0.438975 -0.304537 | 3914.44 2117.93
92.0031 -8.50215 | -0.660847 -3.78969 | -218.047 -2516.15
92.5062 -8.53565 | -0.0419574 -4.21237 | -2428.85 -2241.3
93.0067 -8.57097 | 0.788509 -2.12246 | -6662.28 6066.81
93.5016 -8.60498 | 1.14409 0.0307769 | -3459.43 -2720.09
93.9922 -8.65726 | 0.791569 -0.860952 | 3071.56 -4118.52
94.482 -8.73463 | 0.500312 -1.43463 | 3690.45 1553.18
94.9725 -8.82769 | 0.845145 0.439335 | 4369.52 1562.52
95.4634 -8.93516 | 0.701677 1.87015 | -171.004 53.1862
95.9489 -9.0643 | 0.0560462 0.409652 | -5025.64 -2799.9
96.4228 -9.22221 | 0.140438 -0.553556 | -974.628 866.181
96.8883 -9.40126 | 0.142098 -0.725606 | 3790.42 1705.38
97.3499 -9.59609 | -1.12495 0.229727 | 4384.24 272.551
97.8056 -9.81132 | -3.7955 1.53833 | -5427.23 -355.395


35.357 45.6371 | -5.19569 4.20968 | -752.443 2755.96
35.7053 45.9966 | -1.7361 -0.607229 | 661.386 -7061.38
36.0368 46.3672 | 2.05053 -3.76306 | -3169.08 250.345
36.3461 46.7546 | 3.25098 -3.78821 | 150.825 4919.01
36.6375 47.1586 | 3.36707 -2.95308 | 3640.58 -3389.66
36.9218 47.5671 | 4.3498 -3.16531 | -2304.1 -3187.99
37.1951 47.9799 | 2.61812 -1.73699 | -1366.73 1964.97
37.4569 48.4009 | -0.848191 1.2097 | 2908.89 2865.93
37.7147 48.8279 | -0.175927 1.05999 | 2843.6 213.495
37.9708 49.2582 | 1.1304 -0.0546051 | -2838.79 3862.39
38.2204 49.6943 | -0.11792 -0.208479 | 16.4362 2166.38
38.4734 50.1301 | 0.275711 -0.999702 | 4447.07 -3816.99
38.7425 50.5551 | -0.885178 0.0698502 | -3486.07 -2306.58
39.0203 50.9707 | -3.78124 1.60247 | -5033.36 -13.8733
39.3069 51.3772 | -5.28545 2.17472 | 2345.05 -1794.07
39.6155 51.7663 | -3.82462 1.21951 | -1548.07 -618.084
39.947 52.1344 | -2.59419 0.946924 | -1819.33 -45.356
40.3035 52.4769 | -1.25204 0.627833 | 1691.5 474.892
40.6894 52.7874 | -0.873969 0.602159 | -1140.63 2774.9
41.1028 53.0613 | -1.48462 0.880494 | 404.629 1691.84
41.5456 53.2855 | -2.55437 1.83105 | 1651.86 -2901.77
42.0164 53.4428 | -2.75493 1.47202 | -688.161 -2833.96
42.5048 53.5309 | -1.81358 -0.817392 | 2730.39 878.123
43.003 53.562 | -1.01957 -2.2106 | 3675.55 4239.4
43.5051 53.5488 | -1.44991 -0.880397 | 972.779 -103.136
44.0047 53.488 | -1.69312 -0.628217 | -1302.55 -855.594
44.4942 53.3768 | -0.143711 -0.307085 | -3649.56 897.696
44.9674 53.2166 | 1.43939 -0.935287 | 120.639 -4365.04
45.423 53.0084 | 0.800951 -1.78778 | 4434.49 -893.635
45.8665 52.7681 | -0.585879 0.0322062 | 2016.26 2324.73
46.2997 52.508 | 0.859138 3.39371 | -3370.89 -2819.92
46.7196 52.2291 | 2.52273 2.17938 | -2795.12 2919.79
47.1325 51.9455 | 1.55996 -1.10342 | 483.403 2482.59
47.5467 51.666 | 0.288716 -0.384402 | -1503.52 -2126.07
47.9641 51.3925 | -0.476462 1.68594 | -2662.75 2380.75
48.3902 51.1369 | -1.2689 0.90787 | 4783.94 1264.45
48.8328 50.9063 | -1.13149 0.339124 | 1190.44 -1934.76
49.2882 50.698 | -1.49075 1.98558 | -2191.26 -1075.85
49.753 50.514 | -3.24577 1.56331 | -97.0585 -121.911
50.2286 50.3621 | -3.47893 1.0601 | -2058.28 1901.37
50.7133 50.2512 | -2.34773 1.45725 | -1025.32 1100.08
51.2041 50.1835 | -2.07358 1.42403 | -5206.38 -1432.56
51.6948 50.1562 | -2.54625 2.13034 | -3198.45 -389.65
52.1834 50.171 | -3.10806 2.72534 | 1876.62 -898.196
52.6702 50.2271 | -1.37599 -0.851675 | 1373.75 -228.917
53.1522 50.3237 | 1.10676 -2.43037 | 4788.34 -1632.34
53.6287 50.4583 | 1.05331 -0.852669 | 2190.21 960.927
54.0931 50.6352 | 0.00107501 -0.323114 | -1190.21 -696.321
54.5382 50.8546 | -1.142 -0.521133 | 70.5646 -1436.82
54.9589 51.1161 | -2.8507 1.55524 | -2295.4 307.423
55.3481 51.4206 | -1.98116 0.93749 | 842.134 691.921
55.7059 51.7628 | -1.50965 0.352634 | 1552.09 1137.82
56.0344 52.1353 | -1.97284 1.30703 | -1593.08 1389.84
56.3367 52.5306 | -0.797944 1.47842 | 1930.56 2298.95
56.6264 52.9386 | 0.389138 -0.042072 | 5218.56 1569.95
56.9173 53.35 | -1.44936 -0.812942 | 1081.94 917.108
57.2112 53.7607 | -3.18072 -1.03848 | -2957.57 -1695.74
57.5084 54.1665 | -3.08108 -1.23574 | 926.945 -2074.44
57.8166 54.5629 | -1.55013 -1.07247 | 1675.66 1239.72
58.1379 54.9506 | -0.595575 0.117982 | 553.88 505.948
58.471 55.3288 | -0.836822 1.18852 | -2424.93 99.2076
58.8139 55.6961 | -0.566646 0.928138 | -3185.9 -3475.42
59.1699 56.0454 | 0.834248 -0.749008 | -2222.64 -1013.1
59.5437 56.3725 | 1.58415 -1.15626 | 844.058 2696.62
59.942 56.6716 | 0.587498 1.33094 | 4338.42 -1894.61
60.3708 56.9298 | 0.0107774 3.21367 | 3900.2 545.35
60.8254 57.1472 | 0.766339 2.28436 | -150.983 2771.62
61.2965 57.3276 | 1.42991 0.920243 | -3815.59 -2614.8
61.7784 57.4651 | 1.28952 2.28641 | -3089 -3664.39
62.267 57.5594 | 1.22989 3.12956 | -2724.35 1917.58
62.7578 57.6233 | 1.46046 2.75785 | -4484.27 4260.4
63.2474 57.6617 | 1.76016 1.15268 | -5285.01 293.043
63.7343 57.6633 | 0.831677 1.13549 | 1097.82 -2006.12
64.2201 57.6185 | -0.217104 1.45306 | 6474.26 309.923
64.7054 57.5305 | 0.41127 2.00067 | 5198.55 -812.882
65.1867 57.4024 | 1.92625 2.22689 | 4207.17 -17.2414
65.6607 57.2382 | 2.12972 2.64744 | -445.037 -629.131
66.1208 57.0391 | 1.84077 4.05888 | -5711.77 467.177
66.5622 56.8094 | 1.65541 3.82114 | -2436.82 19.4084
66.9899 56.5587 | 1.41415 2.98076 | 3466.38 842.295
67.4148 56.2994 | 0.550475 1.0319 | 4397.15 -1408.89
67.8414 56.0367 | -0.318447 -1.17676 | -1269.35 1288.75
68.2672 55.7753 | 0.841416 0.465156 | -4241.73 2257.36
68.6912 55.5173 | 1.82041 2.09915 | 1369.26 1099.59
69.1178 55.2628 | 1.09319 2.89453 | 2697.97 -2949.78
69.5468 55.007 | -0.152745 3.73759 | 2376.08 1522.13
69.9767 54.751 | -0.995689 2.80547 | -2667.67 145.535
70.3998 54.4877 | -0.949502 1.70563 | -3371.04 -1601.77
70.8131 54.2129 | -0.926905 0.677742 | -4460.6 -1683.69
71.2201 53.9331 | -2.17721 -0.805346 | -3045.36 1527.98
71.6336 53.6671 | -3.61728 -2.49083 | 4574.17 393.42
72.0688 53.433 | -2.78278 -2.61896 | 4545.9 -1251.51
72.5279 53.2411 | -0.52801 -0.50975 | -360.39 334.386
73.0051 53.0993 | 0.652333 1.29745 | 497.539 3294.43
73.4953 53.0118 | 0.61703 -0.1343 | 571.975 -78.0013
73.9916 52.9676 | 1.10882 -2.90084 | -2731.34 -2724.94
74.4877 52.9539 | 1.81734 -2.69761 | -3574.56 -2702.8
74.9817 52.9676 | 1.62755 -1.45177 | 4223.69 1436.85
75.4772 53.0151 | 0.708301 -2.26942 | 8561.78 682.409
75.9746 53.0967 | -0.827286 -3.50954 | -5650.82 -274.45


-70.8066 48.4776 | 1.14783 0.374805 | -2455.88 4767.25
-70.3106 48.4263 | -4.48786 -2.52871 | 9005.85 -7385.87
-69.8165 48.3218 | -1.69037 1.80178 | -4282.07 -5390.82
-69.3343 48.1728 | 2.89084 2.86244 | 2296.22 9410.87
-68.8567 48.0089 | 2.6917 -1.64903 | 3660.68 -10504.3
-68.3825 47.8205 | 0.660323 -0.136964 | 1383.13 1247.91
-67.9053 47.6319 | 0.486301 0.44342 | 20382.9 9917.5
-67.4119 47.4576 | -0.525507 -0.359234 | -15928.3 -14557.3
-66.9326 47.2621 | 0.135167 -1.85253 | -4276.86 9447.5
-66.4568 47.0733 | 2.99523 5.22307 | 1969.84 -3456.92
-65.9774 46.8901 | 0.274516 -2.4292 | 5667.82 2235.02
-65.4898 46.724 | 1.62934 -4.58881 | -12525.8 4538.47
-65.005 46.5772 | 3.95979 -0.960757 | 6016.45 4966.94
-64.5164 46.4454 | 3.67417 -1.52948 | -22198.7 -9426.17
-64.0429 46.3057 | -0.0797551 -2.54127 | 3941.34 4350
-63.5626 46.1857 | -2.41158 -0.0063301 | 19773.2 3984.96
-63.0651 46.0944 | -1.58421 -0.954536 | -20335.4 1316.01
-62.5774 46.0148 | -0.536177 -0.233506 | 2146.82 -10492.4
-62.0896 45.9316 | -2.28157 0.719464 | 2171.48 3639.26
-61.5983 45.8711 | -1.6866 -1.18656 | -10529.5 7476.14
-61.1099 45.8438 | -2.35278 -5.71298 | 13712.1 -15805.6
-60.6123 45.83 | -1.86332 -2.45367 | 535.969 11342.9
-60.1147 45.8709 | -1.00867 0.439598 | -5306.65 327.546
-59.6258 45.9602 | -0.751695 2.9368 | 11814.9 -6901.9
-59.1403 46.0879 | 0.486668 -0.974293 | -13416.1 2508.87
-58.6818 46.274 | -2.79192 -0.896498 | 2809.97 6347.64
-58.2476 46.5171 | -3.58081 5.13635 | 5904.25 -6866.49
-57.8339 46.7935 | 0.262804 -1.76378 | -16165.8 -3867.9
-57.4581 47.1055 | 2.10048 -3.47814 | 5065.8 9510.02
-57.1 47.4464 | -4.83545 1.61434 | 12879.5 -5962.64
-56.7377 47.7882 | -2.32585 2.37343 | -11214.7 -1417.94
-56.3889 48.1367 | 0.301188 1.04367 | 1391.99 3784.9
-56.0399 48.4889 | -1.96681 1.99884 | 14071.2 -3098.65
-55.6749 48.8345 | -2.91127 3.12888 | -7765.01 18084.2
-55.315 49.1941 | 0.629771 2.39836 | 10254.5 -11565.7
-54.9327 49.5333 | 4.12557 1.01855 | 8787.12 16404.5
-54.5332 49.8685 | -1.01511 -1.02269 | -3955.46 -17884.3
-54.1244 50.1757 | 1.40073 -3.57597 | -24471 -4869.46
-53.7283 50.4746 | 0.575645 -6.13522 | 17251.9 4093.99
-53.3178 50.7675 | 5.43097 -2.36856 | -5429 2300.33
-52.9084 51.0599 | 2.17115 4.58895 | -2197.1 -4874.74
-52.4982 51.3457 | -1.95644 2.95027 | -5793.24 11093.1
-52.086 51.6314 | -0.0938267 -2.75445 | 14788.4 -9316.97
-51.6445 51.8816 | 3.77461 -6.74614 | 499.887 8272.22
-51.1859 52.1088 | 1.63457 1.19006 | 7911.93 -6410.95
-50.7084 52.2992 | 1.27786 3.09386 | -12880.9 586.369
-50.232 52.4665 | 1.49391 -5.89361 | -15540.4 -3218.81
-49.7589 52.6091 | 2.72296 -5.16085 | 14356.6 6202.17
-49.2697 52.7247 | 2.24594 -2.17472 | 117.009 -8079.89
-48.7724 52.7946 | -1.17389 -2.68849 | -8855.72 -1891.02
-48.2766 52.833 | 3.55002 -3.48888 | 9848.78 13089.3
-47.7739 52.8603 | 0.535578 3.09329 | -626.707 -11153.8
-47.2712 52.8461 | -1.30326 1.5166 | -6551.11 7611.93
-46.7763 52.8053 | 0.960004 -0.594212 | -13029 -2913.43
-46.296 52.7249 | -2.20958 -5.70967 | -673.544 -1779.03
-45.8222 52.6111 | -1.21698 -0.949271 | 18341.1 1321.22
-45.3416 52.4799 | -1.21592 -3.07679 | -9966.11 -1283.19
-44.8696 52.3322 | 3.87303 1.78234 | 5991.79 1265.38
-44.3955 52.1791 | 6.3514 -0.0385483 | 4693.43 -3913.17
-43.9183 52.0225 | 1.66447 -1.98515 | -3102.59 -399.603
-43.44 51.8753 | 2.34206 4.03208 | -229.435 10609.5
-42.9574 51.7543 | 5.25683 -3.67193 | -6141.19 -3351.76
-42.4779 51.637 | 5.51855 0.540205 | -2487.95 -6870.43
-41.9993 51.5178 | 3.46054 1.86168 | 7518.26 3371.81
-41.5115 51.4192 | 4.72777 2.58554 | 5763.12 5392.06
-41.0181 51.3457 | 6.70516 2.26874 | -26651.6 -5405.56
-40.5409 51.2776 | 2.10364 0.776229 | -1902.89 740.218
-40.0618 51.2262 | 0.424195 3.85803 | 37683.1 -11132.6
-39.5569 51.199 | 1.39678 2.61395 | -17511.1 14190.8
-39.0612 51.238 | 1.28565 5.96913 | -6484.05 -1405.88
-38.5753 51.3268 | 6.50403 -2.4193 | 21144.8 -5244.94
-38.0848 51.4514 | 3.34432 5.901 | -7821.52 7455.81
-37.6134 51.6282 | -0.28463 2.66254 | -3080.01 -9693.07
-37.1639 51.8404 | 2.75484 0.384239 | -14562.4 -533.225
-36.7492 52.0987 | 2.77764 3.71448 | 8542.58 6599.71
-36.3533 52.3963 | 4.82719 -4.42911 | 10627.4 -7026.17
-35.9678 52.715 | 2.34076 -4.91143 | -2444.15 14502.1
-35.6112 53.0752 | 0.508104 2.96699 | 8456.01 3700.22
-35.2733 53.4574 | 7.59397 -2.95491 | -20971.5 -26696.4
-34.9669 53.838 | 1.53606 -0.414158 | 6190.4 6123.82
-34.6758 54.2343 | 6.63833 2.7048 | 4511.53 10740.5
